Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter X Diseases of the respiratory system,Pleural effusion,CD79B,B-cell antigen receptor complex-associated protein beta chain,Inverse variance weighted,21,1.05 [0.89-1.23],0.568447881189832
Chapter X Diseases of the respiratory system,Pleural effusion,GGT5,Glutathione hydrolase 5 proenzyme,Inverse variance weighted,20,1.05 [0.95-1.17],0.329439249903858
Chapter X Diseases of the respiratory system,Pleural effusion,CLMP,CXADR-like membrane protein,Inverse variance weighted,15,1.00 [0.89-1.12],0.996985992599062
Chapter X Diseases of the respiratory system,Pleural effusion,TGFA,Protransforming growth factor alpha,Inverse variance weighted,11,1.12 [0.90-1.39],0.297160723774219
Chapter X Diseases of the respiratory system,Pleural effusion,ROBO1,Roundabout homolog 1,Inverse variance weighted,25,1.10 [0.96-1.25],0.159584458445378
Chapter X Diseases of the respiratory system,Pleural effusion,TGFBR2,TGF-beta receptor type-2,Inverse variance weighted,11,1.07 [0.80-1.43],0.646255413066159
Chapter X Diseases of the respiratory system,Pleural effusion,SLAMF6,SLAM family member 6,Inverse variance weighted,5,1.10 [0.90-1.34],0.349206902529671
Chapter X Diseases of the respiratory system,Pleural effusion,VWF,von Willebrand factor,Inverse variance weighted,8,1.10 [0.73-1.68],0.647007925237752
Chapter X Diseases of the respiratory system,Pleural effusion,TNFRSF10B,Tumor necrosis factor receptor superfamily member 10B,Inverse variance weighted,17,0.97 [0.87-1.08],0.607614329360358
Chapter X Diseases of the respiratory system,Pleural effusion,CSTB,Cystatin-B,Inverse variance weighted,25,0.98 [0.89-1.09],0.729531165224528
Chapter X Diseases of the respiratory system,Pleural effusion,ESM1,Endothelial cell-specific molecule 1,Inverse variance weighted,26,1.06 [0.92-1.21],0.430119204062448
Chapter X Diseases of the respiratory system,Pleural effusion,POLR2F,"DNA-directed RNA polymerases I, II, and III subunit RPABC2",Wald ratio,1,0.94 [0.33-2.63],0.901063229442153
Chapter X Diseases of the respiratory system,Pleural effusion,GAS6,Growth arrest-specific protein 6,Inverse variance weighted,28,0.96 [0.82-1.11],0.577482751606504
Chapter X Diseases of the respiratory system,Pleural effusion,BCAM,Basal cell adhesion molecule,Inverse variance weighted,34,1.06 [0.96-1.17],0.225132538289637
Chapter X Diseases of the respiratory system,Pleural effusion,PTN,Pleiotrophin,Inverse variance weighted,7,0.99 [0.75-1.32],0.959382665395265
Chapter X Diseases of the respiratory system,Pleural effusion,RNASET2,Ribonuclease T2,Inverse variance weighted,25,1.08 [0.99-1.17],0.0894548710824186
Chapter X Diseases of the respiratory system,Pleural effusion,RSPO3,R-spondin-3,Inverse variance weighted,11,0.89 [0.73-1.07],0.204689876686866
Chapter X Diseases of the respiratory system,Pleural effusion,GFRA1,GDNF family receptor alpha-1,Inverse variance weighted,10,1.00 [0.87-1.15],0.99366540018318
Chapter X Diseases of the respiratory system,Pleural effusion,TCOF1,Treacle protein,Inverse variance weighted,2,2.07 [1.10-3.88],0.0231881846635824
Chapter X Diseases of the respiratory system,Pleural effusion,NRP2,Neuropilin-2,Inverse variance weighted,26,0.97 [0.86-1.09],0.579252014724526
Chapter X Diseases of the respiratory system,Pleural effusion,CX3CL1,Fractalkine,Inverse variance weighted,23,1.09 [0.97-1.23],0.14937707953151
Chapter X Diseases of the respiratory system,Pleural effusion,TGFB1,Transforming growth factor beta-1 proprotein,Inverse variance weighted,9,0.99 [0.74-1.33],0.960839590972224
Chapter X Diseases of the respiratory system,Pleural effusion,TNFRSF9,Tumor necrosis factor receptor superfamily member 9,Inverse variance weighted,5,0.87 [0.43-1.76],0.695891507638903
Chapter X Diseases of the respiratory system,Pleural effusion,TFF2,Trefoil factor 2,Inverse variance weighted,16,1.00 [0.80-1.25],0.992454479428841
Chapter X Diseases of the respiratory system,Pleural effusion,MUC13,Mucin-13,Inverse variance weighted,13,0.86 [0.74-1.01],0.0671644104219683
Chapter X Diseases of the respiratory system,Pleural effusion,HYOU1,Hypoxia up-regulated protein 1,Inverse variance weighted,22,0.99 [0.86-1.15],0.934278190272845
Chapter X Diseases of the respiratory system,Pleural effusion,CWC15,Spliceosome-associated protein CWC15 homolog,Wald ratio,1,0.47 [0.22-1.00],0.0513065883334447
