Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Diabetic neuropathy,REG3A,Regenerating islet-derived protein 3-alpha,Inverse variance weighted,30,1.03 [0.90-1.18],0.669588476732637
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Diabetic neuropathy,DKK4,Dickkopf-related protein 4,Inverse variance weighted,18,1.04 [0.79-1.35],0.786592593180184
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Diabetic neuropathy,CD79B,B-cell antigen receptor complex-associated protein beta chain,Inverse variance weighted,21,0.97 [0.80-1.18],0.756628266415758
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Diabetic neuropathy,LAG3,Lymphocyte activation gene 3 protein,Inverse variance weighted,15,0.85 [0.66-1.10],0.216978605066768
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Diabetic neuropathy,FGFR2,Fibroblast growth factor receptor 2,Inverse variance weighted,13,1.34 [0.99-1.81],0.0613612308787965
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Diabetic neuropathy,FAM3C,Protein FAM3C,Inverse variance weighted,5,1.34 [0.81-2.19],0.251814116987372
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Diabetic neuropathy,EPHA2,Ephrin type-A receptor 2,Inverse variance weighted,5,1.15 [0.71-1.86],0.562438568252584
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Diabetic neuropathy,NPDC1,Neural proliferation differentiation and control protein 1,Inverse variance weighted,7,0.58 [0.38-0.89],0.0132214372589865
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Diabetic neuropathy,DSG2,Desmoglein-2,Inverse variance weighted,22,1.04 [0.88-1.22],0.667517640071946
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Diabetic neuropathy,MERTK,Tyrosine-protein kinase Mer,Inverse variance weighted,31,0.94 [0.78-1.13],0.495594426783229
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Diabetic neuropathy,LTBP2,Latent-transforming growth factor beta-binding protein 2,Inverse variance weighted,18,0.98 [0.73-1.32],0.895759974270316
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Diabetic neuropathy,SEPTIN8,Septin-8,Inverse variance weighted,6,1.12 [0.75-1.68],0.574200232894687
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Diabetic neuropathy,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,Inverse variance weighted,5,1.12 [0.66-1.89],0.67552231857487
