Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",PILRB,Paired immunoglobulin-like type 2 receptor beta,Inverse variance weighted,76,1.07 [0.90-1.28],0.439548116474593
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",LAG3,Lymphocyte activation gene 3 protein,Inverse variance weighted,15,0.30 [0.11-0.79],0.015693671496531
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",FSTL3,Follistatin-related protein 3,Inverse variance weighted,7,0.91 [0.26-3.17],0.879722941467586
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,Inverse variance weighted,9,3.18 [0.76-13.23],0.111865386083034
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",EFEMP1,EGF-containing fibulin-like extracellular matrix protein 1,Inverse variance weighted,9,0.66 [0.23-1.89],0.43794809181989
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",ADGRE1,Adhesion G protein-coupled receptor E1,Inverse variance weighted,35,1.23 [0.81-1.87],0.335430471312672
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",TNFRSF21,Tumor necrosis factor receptor superfamily member 21,Inverse variance weighted,21,1.89 [0.77-4.64],0.163686785366352
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",SLAMF8,SLAM family member 8,Inverse variance weighted,28,0.92 [0.72-1.17],0.494223926956655
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",KLRB1,Killer cell lectin-like receptor subfamily B member 1,Inverse variance weighted,19,0.72 [0.33-1.57],0.407159594032569
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",CD28,T-cell-specific surface glycoprotein CD28,Inverse variance weighted,16,0.64 [0.31-1.32],0.223150915615816
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",DLL1,Delta-like protein 1,Inverse variance weighted,13,1.27 [0.52-3.14],0.601251583551709
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",LTBP2,Latent-transforming growth factor beta-binding protein 2,Inverse variance weighted,18,1.44 [0.52-3.97],0.478884236284099
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",TNFRSF8,Tumor necrosis factor receptor superfamily member 8,Inverse variance weighted,13,1.81 [0.69-4.75],0.228104556715158
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",CD79B,B-cell antigen receptor complex-associated protein beta chain,Inverse variance weighted,21,2.93 [1.39-6.21],0.0048658381554143
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",IGFBP4,Insulin-like growth factor-binding protein 4,Inverse variance weighted,3,1.21 [0.07-20.03],0.895761813098872
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",SDC1,Syndecan-1,Inverse variance weighted,14,1.76 [0.55-5.69],0.342431497461653
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",HAVCR1,Hepatitis A virus cellular receptor 1,Inverse variance weighted,40,1.55 [1.03-2.33],0.0354614847793264
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",NCR3LG1,Natural cytotoxicity triggering receptor 3 ligand 1,Inverse variance weighted,41,1.08 [0.65-1.82],0.757320881614982
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",AGRN,Agrin,Inverse variance weighted,31,0.80 [0.46-1.40],0.437326972980575
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",SIGLEC10,Sialic acid-binding Ig-like lectin 10,Inverse variance weighted,22,1.11 [0.78-1.58],0.56709532991005
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",FSTL1,Follistatin-related protein 1,Inverse variance weighted,15,0.22 [0.03-1.50],0.122699348001394
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",TNFRSF12A,Tumor necrosis factor receptor superfamily member 12A,Inverse variance weighted,4,0.78 [0.11-5.36],0.804026705750929
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",CD80,T-lymphocyte activation antigen CD80,Inverse variance weighted,26,1.28 [0.84-1.93],0.246893815490136
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",COL6A3,Collagen alpha-3(VI) chain,Inverse variance weighted,5,0.36 [0.03-3.85],0.39636849239106
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",MDK,Midkine,Inverse variance weighted,19,0.31 [0.11-0.86],0.0236664695416179
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",CLSTN3,Calsyntenin-3,Inverse variance weighted,8,0.48 [0.12-1.95],0.307251114673952
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",HGF,Hepatocyte growth factor,Inverse variance weighted,7,0.80 [0.17-3.76],0.781172603516576
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",CKAP4,Cytoskeleton-associated protein 4,Inverse variance weighted,15,3.20 [0.43-24.04],0.25850987533418
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",LGALS9,Galectin-9,Inverse variance weighted,39,0.74 [0.48-1.14],0.174125230007161
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",DSC2,Desmocollin-2,Inverse variance weighted,16,0.76 [0.40-1.43],0.391035178064553
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",PCDH17,Protocadherin-17,Inverse variance weighted,47,1.12 [0.80-1.57],0.504540783844312
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",EDA2R,Tumor necrosis factor receptor superfamily member 27,Inverse variance weighted,12,0.80 [0.16-4.07],0.783578923654142
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",JAM2,Junctional adhesion molecule B,Inverse variance weighted,6,0.45 [0.07-2.82],0.393096784515049
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",WFDC2,WAP four-disulfide core domain protein 2,Inverse variance weighted,4,0.80 [0.14-4.52],0.799427631758159
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",LAYN,Layilin,Inverse variance weighted,23,0.76 [0.43-1.34],0.343845785858068
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",CD300LF,CMRF35-like molecule 1,Inverse variance weighted,35,0.81 [0.61-1.08],0.16000637551812
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",GDF15,Growth/differentiation factor 15,Inverse variance weighted,14,1.51 [0.30-7.66],0.616176149840323
"Chapter IV Endocrine, nutritional and metabolic diseases","Disorders of plasma-protein metabolism, not elsewhere classified",EBI3_IL27,Interleukin-27,Inverse variance weighted,37,0.79 [0.52-1.21],0.282731635745601
