Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Scoliosis,CHGA,Chromogranin-A,Inverse variance weighted,8,1.14 [0.90-1.44],0.275369027958136
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Scoliosis,TFF3,Trefoil factor 3,Inverse variance weighted,10,0.78 [0.54-1.13],0.182407947545172
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Scoliosis,COL9A1,Collagen alpha-1(IX) chain,Inverse variance weighted,14,0.98 [0.80-1.19],0.807604216735071
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Scoliosis,MYBPC1,"Myosin-binding protein C, slow-type",Inverse variance weighted,13,0.89 [0.62-1.29],0.54362565003658
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Scoliosis,HSPB6,Heat shock protein beta-6,Inverse variance weighted,5,1.53 [0.92-2.55],0.100180013783833
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Scoliosis,GDF15,Growth/differentiation factor 15,Inverse variance weighted,14,0.96 [0.65-1.42],0.829751274088946
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Scoliosis,NEFL,Neurofilament light polypeptide,Inverse variance weighted,6,0.91 [0.44-1.88],0.794028783699387
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Scoliosis,CHCHD10,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",Inverse variance weighted,4,0.98 [0.69-1.39],0.904278384015073
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Scoliosis,MYL3,Myosin light chain 3,Inverse variance weighted,13,0.99 [0.71-1.38],0.94931102988477
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Scoliosis,MERTK,Tyrosine-protein kinase Mer,Inverse variance weighted,31,1.05 [0.88-1.26],0.5665484584542
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Scoliosis,RBFOX3,RNA binding protein fox-1 homolog 3,Inverse variance weighted,2,0.71 [0.20-2.48],0.593164558439758
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Scoliosis,MYOM3,Myomesin-3,Inverse variance weighted,25,1.13 [0.92-1.39],0.233636155200371
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Scoliosis,HAVCR1,Hepatitis A virus cellular receptor 1,Inverse variance weighted,40,0.88 [0.79-0.98],0.0155175919166681
