Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,COL18A1,Collagen alpha-1(XVIII) chain,Inverse variance weighted,17,0.87 [0.61-1.24],0.439680283186924
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,ULBP2,UL16-binding protein 2,Inverse variance weighted,37,1.17 [1.02-1.33],0.0230652934926514
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,VSIG2,V-set and immunoglobulin domain-containing protein 2,Inverse variance weighted,5,1.05 [0.68-1.61],0.838453883238482
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,POLR2F,"DNA-directed RNA polymerases I, II, and III subunit RPABC2",Wald ratio,1,1.26 [0.11-14.13],0.850367489224239
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,VSIG4,V-set and immunoglobulin domain-containing protein 4,Inverse variance weighted,12,0.91 [0.49-1.71],0.777731064835651
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,SIRPB1,Signal-regulatory protein beta-1,Inverse variance weighted,34,0.97 [0.82-1.15],0.71703329500774
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,SPON2,Spondin-2,Inverse variance weighted,8,0.99 [0.69-1.43],0.956462733945074
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,LILRB4,Leukocyte immunoglobulin-like receptor subfamily B member 4,Inverse variance weighted,17,1.61 [1.04-2.51],0.0340585279049555
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,REG3A,Regenerating islet-derived protein 3-alpha,Inverse variance weighted,30,0.83 [0.66-1.04],0.113030326328259
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,SHISA5,Protein shisa-5,Inverse variance weighted,16,0.64 [0.36-1.14],0.130119997131654
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,IGFBP7,Insulin-like growth factor-binding protein 7,Inverse variance weighted,23,1.22 [0.96-1.56],0.109755589724838
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,FABP1,"Fatty acid-binding protein, liver",Inverse variance weighted,6,0.99 [0.64-1.54],0.977398164377983
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,HGF,Hepatocyte growth factor,Inverse variance weighted,7,1.10 [0.54-2.24],0.790083443165857
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,JAM2,Junctional adhesion molecule B,Inverse variance weighted,6,1.14 [0.49-2.69],0.756283653503262
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,TNFRSF9,Tumor necrosis factor receptor superfamily member 9,Inverse variance weighted,5,0.72 [0.24-2.19],0.564366424713538
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,RETN,Resistin,Inverse variance weighted,28,0.92 [0.74-1.15],0.488567270864101
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,CCL14,C-C motif chemokine 14,Inverse variance weighted,17,1.06 [0.85-1.33],0.602745058257617
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,ERMAP,Erythroid membrane-associated protein,Inverse variance weighted,35,0.87 [0.72-1.04],0.128706035157177
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,CD99L2,CD99 antigen-like protein 2,Inverse variance weighted,8,0.43 [0.25-0.73],0.0018639627210793
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,CD5,T-cell surface glycoprotein CD5,Inverse variance weighted,13,1.28 [0.82-2.00],0.274939838284906
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,LMOD1,Leiomodin-1,Inverse variance weighted,6,1.00 [0.64-1.57],0.997078751056396
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,XG,Glycoprotein Xg,Inverse variance weighted,2,1.93 [0.37-10.14],0.435865068312312
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,NPC2,NPC intracellular cholesterol transporter 2,Inverse variance weighted,15,1.01 [0.72-1.40],0.976134681418034
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,LMNB2,Lamin-B2,Inverse variance weighted,9,0.85 [0.42-1.72],0.656476626752841
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,HAVCR1,Hepatitis A virus cellular receptor 1,Inverse variance weighted,40,0.98 [0.82-1.19],0.860939618853375
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,LY6D,Lymphocyte antigen 6D,Inverse variance weighted,31,0.88 [0.72-1.07],0.20536490919369
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,PALM2,Paralemmin-2,Inverse variance weighted,9,1.24 [0.79-1.94],0.344594636219751
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,RNASET2,Ribonuclease T2,Inverse variance weighted,25,1.09 [0.85-1.40],0.499422911960927
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,CCL7,C-C motif chemokine 7,Inverse variance weighted,14,0.95 [0.62-1.46],0.820571951633076
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,CLEC5A,C-type lectin domain family 5 member A,Inverse variance weighted,18,1.11 [0.85-1.44],0.445392578524891
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,MSR1,Macrophage scavenger receptor types I and II,Inverse variance weighted,25,0.94 [0.71-1.25],0.691124880604846
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,LCN2,Neutrophil gelatinase-associated lipocalin,Inverse variance weighted,21,1.01 [0.68-1.48],0.974082621368214
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,CLEC4D,C-type lectin domain family 4 member D,Inverse variance weighted,9,1.09 [0.47-2.52],0.846927737475433
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,EPHB4,Ephrin type-B receptor 4,Inverse variance weighted,11,0.95 [0.65-1.39],0.788092464445298
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,CD79B,B-cell antigen receptor complex-associated protein beta chain,Inverse variance weighted,21,0.80 [0.57-1.14],0.21634220131371
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,SCG2,Secretogranin-2,Inverse variance weighted,3,0.47 [0.16-1.36],0.162111916098184
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,RBFOX3,RNA binding protein fox-1 homolog 3,Inverse variance weighted,2,0.55 [0.06-5.45],0.613421547773293
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,NECTIN2,Nectin-2,Inverse variance weighted,8,1.06 [0.80-1.40],0.678401162012997
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,SMOC1,SPARC-related modular calcium-binding protein 1,Inverse variance weighted,27,1.06 [0.78-1.46],0.695595844466883
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,LAMP3,Lysosome-associated membrane glycoprotein 3,Inverse variance weighted,22,0.74 [0.54-1.02],0.0673281044847772
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,FSTL3,Follistatin-related protein 3,Inverse variance weighted,7,0.98 [0.55-1.76],0.958924251497994
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,NECTIN4,Nectin-4,Inverse variance weighted,12,0.91 [0.65-1.27],0.572951573867024
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,TNFRSF10B,Tumor necrosis factor receptor superfamily member 10B,Inverse variance weighted,17,0.97 [0.75-1.25],0.814661053104984
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,EFNA1,Ephrin-A1,Inverse variance weighted,15,1.00 [0.77-1.31],0.975906141467525
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,TFPI2,Tissue factor pathway inhibitor 2,Inverse variance weighted,24,0.66 [0.50-0.89],0.0060434579285109
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,IL15,Interleukin-15,Inverse variance weighted,35,1.02 [0.76-1.37],0.898417902220491
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,COL6A3,Collagen alpha-3(VI) chain,Inverse variance weighted,5,1.74 [0.65-4.67],0.269864953331751
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,KLK11,Kallikrein-11,Inverse variance weighted,19,0.90 [0.74-1.09],0.287559993091334
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,CD4,T-cell surface glycoprotein CD4,Inverse variance weighted,13,0.81 [0.62-1.05],0.108170464901877
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,CD46,Membrane cofactor protein,Inverse variance weighted,3,1.41 [0.58-3.43],0.449292852362657
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,ACTA2,"Actin, aortic smooth muscle",Wald ratio,1,0.86 [0.17-4.39],0.856365333825777
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,REN,Renin,Inverse variance weighted,12,1.19 [0.87-1.63],0.27322636082799
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,CCL15,C-C motif chemokine 15,Inverse variance weighted,28,1.23 [1.09-1.38],0.0005247488389652
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,LTBR,Tumor necrosis factor receptor superfamily member 3,Inverse variance weighted,16,0.95 [0.72-1.24],0.681846609526491
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,UMOD,Uromodulin,Inverse variance weighted,62,1.00 [0.89-1.13],0.980702255597621
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,GP1BA,Platelet glycoprotein Ib alpha chain,Inverse variance weighted,26,1.38 [0.95-2.01],0.08801862209303
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,KRT19,"Keratin, type I cytoskeletal 19",Inverse variance weighted,5,0.64 [0.31-1.29],0.211309361735874
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,DPY30,Protein dpy-30 homolog,Inverse variance weighted,2,1.05 [0.23-4.82],0.949358243296553
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,PIGR,Polymeric immunoglobulin receptor,Inverse variance weighted,31,1.37 [0.92-2.06],0.124706595342098
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,GAST,Gastrin,Inverse variance weighted,9,0.65 [0.31-1.33],0.238803252108786
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,AGRN,Agrin,Inverse variance weighted,31,0.84 [0.64-1.10],0.203195202458069
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,OGN,Mimecan,Inverse variance weighted,37,1.44 [1.13-1.84],0.0028158477328137
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,RBP2,Retinol-binding protein 2,Inverse variance weighted,6,1.35 [0.44-4.14],0.596638892398148
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,CCN3,CCN family member 3,Inverse variance weighted,20,1.18 [0.88-1.57],0.266692628279391
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,Inverse variance weighted,9,0.97 [0.53-1.76],0.917044325091264
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,CLEC1A,C-type lectin domain family 1 member A,Inverse variance weighted,20,0.94 [0.82-1.09],0.438439919208664
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,DDAH1,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1",Inverse variance weighted,10,0.78 [0.51-1.20],0.264606669568869
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,VWA1,von Willebrand factor A domain-containing protein 1,Inverse variance weighted,12,0.96 [0.80-1.14],0.630408322791752
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,TAFA5,Chemokine-like protein TAFA-5,Inverse variance weighted,15,0.90 [0.64-1.26],0.542579111289694
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,ASGR1,Asialoglycoprotein receptor 1,Inverse variance weighted,8,0.99 [0.54-1.81],0.967566207496392
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,CA12,Carbonic anhydrase 12,Inverse variance weighted,20,1.63 [1.28-2.07],6.13168691644328e-05
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,CD302,CD302 antigen,Inverse variance weighted,17,0.90 [0.65-1.24],0.513692920685165
Chapter IX Diseases of the circulatory system,Other arterial embolism and thrombosis,IL1R1,Interleukin-1 receptor type 1,Inverse variance weighted,22,1.26 [0.92-1.73],0.151795476611291
