Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XIV Diseases of the genitourinary system,Urethral stricture,FSTL3,Follistatin-related protein 3,Inverse variance weighted,7,0.97 [0.64-1.47],0.881457095578586
Chapter XIV Diseases of the genitourinary system,Urethral stricture,PLAUR,Urokinase plasminogen activator surface receptor,Inverse variance weighted,10,0.92 [0.67-1.27],0.615434201882507
Chapter XIV Diseases of the genitourinary system,Urethral stricture,GDF15,Growth/differentiation factor 15,Inverse variance weighted,14,1.36 [0.94-1.99],0.104214804631912
Chapter XIV Diseases of the genitourinary system,Urethral stricture,HAVCR2,Hepatitis A virus cellular receptor 2,Inverse variance weighted,13,1.05 [0.95-1.15],0.38228482195452
Chapter XIV Diseases of the genitourinary system,Urethral stricture,TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,Inverse variance weighted,9,1.60 [0.94-2.73],0.0857935918846296
Chapter XIV Diseases of the genitourinary system,Urethral stricture,CD300E,CMRF35-like molecule 2,Inverse variance weighted,36,1.01 [0.88-1.17],0.850362426946736
Chapter XIV Diseases of the genitourinary system,Urethral stricture,SCARB2,Lysosome membrane protein 2,Inverse variance weighted,17,1.24 [0.96-1.61],0.0997194406760708
Chapter XIV Diseases of the genitourinary system,Urethral stricture,WFDC2,WAP four-disulfide core domain protein 2,Inverse variance weighted,4,1.55 [0.88-2.73],0.130022886847797
Chapter XIV Diseases of the genitourinary system,Urethral stricture,COL6A3,Collagen alpha-3(VI) chain,Inverse variance weighted,5,1.36 [0.49-3.80],0.557900235109505
Chapter XIV Diseases of the genitourinary system,Urethral stricture,PGF,Placenta growth factor,Inverse variance weighted,8,0.82 [0.49-1.37],0.445964135859693
Chapter XIV Diseases of the genitourinary system,Urethral stricture,CD59,CD59 glycoprotein,Inverse variance weighted,8,0.93 [0.68-1.28],0.650581259437602
Chapter XIV Diseases of the genitourinary system,Urethral stricture,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,Inverse variance weighted,5,1.52 [0.83-2.78],0.172436575409392
Chapter XIV Diseases of the genitourinary system,Urethral stricture,EFNA4,Ephrin-A4,Inverse variance weighted,5,2.29 [1.37-3.81],0.0014911648170294
Chapter XIV Diseases of the genitourinary system,Urethral stricture,IGFBP7,Insulin-like growth factor-binding protein 7,Inverse variance weighted,23,0.88 [0.71-1.10],0.260020567112082
Chapter XIV Diseases of the genitourinary system,Urethral stricture,LAIR1,Leukocyte-associated immunoglobulin-like receptor 1,Inverse variance weighted,18,1.07 [0.89-1.30],0.475388670395975
Chapter XIV Diseases of the genitourinary system,Urethral stricture,CST3,Cystatin-C,Inverse variance weighted,13,0.95 [0.77-1.17],0.638296814978641
