Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Kyphosis,WFDC2,WAP four-disulfide core domain protein 2,Inverse variance weighted,4,0.60 [0.17-2.11],0.428377292981669
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Kyphosis,NPDC1,Neural proliferation differentiation and control protein 1,Inverse variance weighted,7,0.76 [0.22-2.69],0.675502712491309
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Kyphosis,CKAP4,Cytoskeleton-associated protein 4,Inverse variance weighted,15,0.93 [0.51-1.69],0.80281453638754
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Kyphosis,COL9A1,Collagen alpha-1(IX) chain,Inverse variance weighted,14,1.80 [1.10-2.94],0.0195954422759119
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Kyphosis,EDA2R,Tumor necrosis factor receptor superfamily member 27,Inverse variance weighted,12,0.81 [0.19-3.47],0.773890593585516
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Kyphosis,CCL20,C-C motif chemokine 20,Inverse variance weighted,8,1.88 [0.47-7.46],0.371361942461918
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Kyphosis,NECTIN2,Nectin-2,Inverse variance weighted,8,1.11 [0.71-1.72],0.642847187637392
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Kyphosis,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,Inverse variance weighted,29,0.99 [0.72-1.37],0.96687011334584
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Kyphosis,CRIM1,Cysteine-rich motor neuron 1 protein,Inverse variance weighted,14,0.87 [0.46-1.67],0.685277578638922
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Kyphosis,SEZ6L2,Seizure 6-like protein 2,Inverse variance weighted,14,1.54 [0.79-3.03],0.206612410559607
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Kyphosis,CXCL13,C-X-C motif chemokine 13,Inverse variance weighted,2,0.18 [0.02-1.65],0.128481022899792
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Kyphosis,SPON1,Spondin-1,Inverse variance weighted,25,1.13 [0.77-1.67],0.525650655747728
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Kyphosis,IL2RA,Interleukin-2 receptor subunit alpha,Inverse variance weighted,29,1.06 [0.78-1.45],0.713354812343163
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Kyphosis,GDF15,Growth/differentiation factor 15,Inverse variance weighted,14,1.48 [0.65-3.36],0.35283749318617
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Kyphosis,LTBP2,Latent-transforming growth factor beta-binding protein 2,Inverse variance weighted,18,0.94 [0.44-2.00],0.870720935905912
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Kyphosis,SPON2,Spondin-2,Inverse variance weighted,8,1.42 [0.80-2.55],0.233796495942999
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Kyphosis,DSC2,Desmocollin-2,Inverse variance weighted,16,1.35 [0.77-2.35],0.295832090360435
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Kyphosis,RBFOX3,RNA binding protein fox-1 homolog 3,Inverse variance weighted,2,0.31 [0.02-5.72],0.430854090983382
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Kyphosis,COL6A3,Collagen alpha-3(VI) chain,Inverse variance weighted,5,1.01 [0.20-5.07],0.986173812889171
