Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,DDAH1,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1",Inverse variance weighted,10,1.11 [0.46-2.71],0.818365480403665
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,FABP1,"Fatty acid-binding protein, liver",Inverse variance weighted,6,1.02 [0.55-1.89],0.957096087202715
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,VCAM1,Vascular cell adhesion protein 1,Inverse variance weighted,11,2.20 [0.84-5.74],0.106914140880904
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,SULT2A1,Bile salt sulfotransferase,Inverse variance weighted,8,0.78 [0.47-1.31],0.351810225252381
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,RIDA,2-iminobutanoate/2-iminopropanoate deaminase,Inverse variance weighted,10,0.83 [0.51-1.34],0.442810256622788
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,CDH2,Cadherin-2,Inverse variance weighted,21,1.82 [0.18-18.04],0.608835632710765
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,HAO1,Hydroxyacid oxidase 1,Inverse variance weighted,6,1.66 [0.48-5.71],0.420543733625857
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,TNFSF13B,Tumor necrosis factor ligand superfamily member 13B,Inverse variance weighted,23,0.77 [0.50-1.18],0.224343283261019
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,CTSD,Cathepsin D,Inverse variance weighted,24,0.98 [0.65-1.48],0.928523496490675
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,IGSF3,Immunoglobulin superfamily member 3,Inverse variance weighted,6,2.21 [0.71-6.82],0.169351288140692
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,ENPP7,Ectonucleotide pyrophosphatase/phosphodiesterase family member 7,Inverse variance weighted,33,1.10 [0.85-1.41],0.467753353228501
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,ACP5,Tartrate-resistant acid phosphatase type 5,Inverse variance weighted,29,1.19 [0.71-1.98],0.50953625164003
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,IL1RL2,Interleukin-1 receptor-like 2,Inverse variance weighted,53,0.93 [0.70-1.23],0.596908880361093
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,KRT18,"Keratin, type I cytoskeletal 18",Inverse variance weighted,8,1.47 [0.53-4.06],0.458031764874335
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,PLAU,Urokinase-type plasminogen activator,Inverse variance weighted,27,0.93 [0.63-1.39],0.735506894116822
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,ITGBL1,Integrin beta-like protein 1,Inverse variance weighted,27,1.27 [0.89-1.81],0.188426136071196
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,GGT1,Glutathione hydrolase 1 proenzyme,Inverse variance weighted,16,1.16 [0.66-2.05],0.602014316598233
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,PTS,6-pyruvoyl tetrahydrobiopterin synthase,Inverse variance weighted,4,1.04 [0.51-2.11],0.920058329432847
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,PCBD1,Pterin-4-alpha-carbinolamine dehydratase,Inverse variance weighted,5,0.78 [0.28-2.18],0.634733174767678
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,SCARB2,Lysosome membrane protein 2,Inverse variance weighted,17,1.11 [0.64-1.92],0.702403602825724
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,BCAM,Basal cell adhesion molecule,Inverse variance weighted,34,1.05 [0.78-1.42],0.731039030479515
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,CDCP1,CUB domain-containing protein 1,Inverse variance weighted,23,1.12 [0.74-1.69],0.580685883064253
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,IL18,Interleukin-18,Inverse variance weighted,42,1.11 [0.83-1.50],0.475105977282154
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,THBS2,Thrombospondin-2,Inverse variance weighted,33,0.89 [0.66-1.21],0.45102376912003
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,SIGLEC7,Sialic acid-binding Ig-like lectin 7,Inverse variance weighted,16,1.16 [0.80-1.69],0.439175406083545
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,TGFB1,Transforming growth factor beta-1 proprotein,Inverse variance weighted,9,0.90 [0.39-2.08],0.804012301251847
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,MSR1,Macrophage scavenger receptor types I and II,Inverse variance weighted,25,0.78 [0.49-1.23],0.287493566175716
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,ACE2,Angiotensin-converting enzyme 2,Inverse variance weighted,11,1.35 [0.37-5.00],0.651416923391522
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,CD244,Natural killer cell receptor 2B4,Inverse variance weighted,28,0.93 [0.66-1.32],0.685728155010435
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,HAVCR1,Hepatitis A virus cellular receptor 1,Inverse variance weighted,40,1.16 [0.85-1.57],0.350112081454646
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,ASS1,Argininosuccinate synthase,Inverse variance weighted,2,0.71 [0.06-7.73],0.776440108016987
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,Inverse variance weighted,42,0.91 [0.74-1.10],0.31875544585252
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,AMIGO2,Amphoterin-induced protein 2,Inverse variance weighted,26,0.82 [0.48-1.40],0.465836028828284
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,RBP5,Retinol-binding protein 5,Inverse variance weighted,5,0.84 [0.21-3.31],0.798897976582187
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,GRPEL1,"GrpE protein homolog 1, mitochondrial",Inverse variance weighted,3,1.06 [0.21-5.35],0.940669952701889
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,DCXR,L-xylulose reductase,Inverse variance weighted,9,1.67 [0.75-3.74],0.210934264682257
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,ADH1B,All-trans-retinol dehydrogenase,Inverse variance weighted,4,1.04 [0.60-1.81],0.88772875353284
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,SCLY,Selenocysteine lyase,Inverse variance weighted,7,1.35 [0.69-2.68],0.382352284794315
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,GALNT10,Polypeptide N-acetylgalactosaminyltransferase 10,Inverse variance weighted,19,0.85 [0.59-1.24],0.411482845216948
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,GSR,"Glutathione reductase, mitochondrial",Wald ratio,1,1.13 [0.66-1.93],0.647216152375159
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,AGXT,Serine--pyruvate aminotransferase,Inverse variance weighted,17,1.06 [0.70-1.60],0.800562126802099
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,FBP1,"Fructose-1,6-bisphosphatase 1",Inverse variance weighted,11,0.46 [0.29-0.71],0.0005705511018692
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,GDF15,Growth/differentiation factor 15,Inverse variance weighted,14,0.51 [0.20-1.34],0.172776448800279
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,ADGRG1,Adhesion G-protein coupled receptor G1,Inverse variance weighted,9,1.45 [0.40-5.26],0.570537114260769
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,NPL,N-acetylneuraminate lyase,Inverse variance weighted,16,1.05 [0.55-2.01],0.882411868988813
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,COL5A1,Collagen alpha-1(V) chain,Inverse variance weighted,16,1.06 [0.63-1.79],0.814227130888383
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,CES1,Liver carboxylesterase 1,Inverse variance weighted,34,1.06 [0.78-1.45],0.690822095479162
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,AXL,Tyrosine-protein kinase receptor UFO,Inverse variance weighted,23,0.99 [0.66-1.51],0.977646682713349
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,ACY1,Aminoacylase-1,Inverse variance weighted,11,1.20 [0.62-2.30],0.58846558952688
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,MVK,Mevalonate kinase,Inverse variance weighted,3,1.03 [0.20-5.34],0.972581123240575
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,TGFBI,Transforming growth factor-beta-induced protein ig-h3,Inverse variance weighted,46,0.86 [0.67-1.11],0.23862712546177
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,HGF,Hepatocyte growth factor,Inverse variance weighted,7,1.28 [0.42-3.95],0.663445091273854
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,IGSF9,Protein turtle homolog A,Inverse variance weighted,12,1.30 [0.79-2.12],0.297547527529199
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,ALDH1A1,Retinal dehydrogenase 1,Wald ratio,1,0.50 [0.09-2.63],0.409196472002754
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,HTRA2,"Serine protease HTRA2, mitochondrial",Wald ratio,1,0.34 [0.01-9.24],0.519065688142594
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,IL18BP,Interleukin-18-binding protein,Inverse variance weighted,13,1.30 [0.51-3.31],0.585154819857427
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,KYNU,Kynureninase,Inverse variance weighted,10,1.32 [0.83-2.11],0.2424216027841
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,CPOX,"Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial",Inverse variance weighted,7,1.44 [0.63-3.30],0.386188010084465
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,PLAUR,Urokinase plasminogen activator surface receptor,Inverse variance weighted,10,0.76 [0.32-1.80],0.536204468289453
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,IGFBP7,Insulin-like growth factor-binding protein 7,Inverse variance weighted,23,1.34 [0.91-1.98],0.137548391248341
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,PTGR1,Prostaglandin reductase 1,Inverse variance weighted,18,1.07 [0.78-1.46],0.672212999288006
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,PGF,Placenta growth factor,Inverse variance weighted,8,0.52 [0.17-1.63],0.262787005384448
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,THOP1,Thimet oligopeptidase,Inverse variance weighted,4,1.02 [0.57-1.82],0.952546385480193
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,COL4A1,Collagen alpha-1(IV) chain,Inverse variance weighted,31,1.03 [0.73-1.45],0.873555053085704
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,ALCAM,CD166 antigen,Inverse variance weighted,11,0.55 [0.29-1.06],0.073778738479813
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,DDC,Aromatic-L-amino-acid decarboxylase,Inverse variance weighted,15,1.35 [0.92-1.99],0.129683742117203
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,FGFR2,Fibroblast growth factor receptor 2,Inverse variance weighted,13,1.51 [0.67-3.40],0.320465742991549
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,FTCD,Formimidoyltransferase-cyclodeaminase,Inverse variance weighted,6,1.79 [0.83-3.87],0.137944191363373
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,GSTA1,Glutathione S-transferase A1,Inverse variance weighted,8,1.93 [0.56-6.68],0.296649061746916
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",Inverse variance weighted,4,0.62 [0.23-1.71],0.359302155210262
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,NFATC3,"Nuclear factor of activated T-cells, cytoplasmic 3",Inverse variance weighted,4,0.81 [0.17-3.78],0.785628148676675
"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of iron metabolism,ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,Wald ratio,1,0.48 [0.01-17.73],0.692556069765137
