Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XIV Diseases of the genitourinary system,Glomerular disorders in diseases classified elsewhere,WFDC12,WAP four-disulfide core domain protein 12,Inverse variance weighted,59,1.03 [0.95-1.13],0.468376094017898
Chapter XIV Diseases of the genitourinary system,Glomerular disorders in diseases classified elsewhere,IGFBP4,Insulin-like growth factor-binding protein 4,Inverse variance weighted,3,1.58 [0.84-2.95],0.156387363020041
Chapter XIV Diseases of the genitourinary system,Glomerular disorders in diseases classified elsewhere,ANGPTL1,Angiopoietin-related protein 1,Inverse variance weighted,22,0.93 [0.82-1.04],0.193049440518891
Chapter XIV Diseases of the genitourinary system,Glomerular disorders in diseases classified elsewhere,VASN,Vasorin,Inverse variance weighted,19,1.01 [0.91-1.12],0.855036447662876
Chapter XIV Diseases of the genitourinary system,Glomerular disorders in diseases classified elsewhere,FSTL1,Follistatin-related protein 1,Inverse variance weighted,15,1.32 [1.04-1.67],0.0209982971355624
Chapter XIV Diseases of the genitourinary system,Glomerular disorders in diseases classified elsewhere,KLRK1,NKG2-D type II integral membrane protein,Inverse variance weighted,32,1.01 [0.91-1.12],0.869267530955718
Chapter XIV Diseases of the genitourinary system,Glomerular disorders in diseases classified elsewhere,CA9,Carbonic anhydrase 9,Inverse variance weighted,11,0.94 [0.74-1.19],0.614838184421251
Chapter XIV Diseases of the genitourinary system,Glomerular disorders in diseases classified elsewhere,GFRA1,GDNF family receptor alpha-1,Inverse variance weighted,10,0.92 [0.78-1.08],0.296832433240316
Chapter XIV Diseases of the genitourinary system,Glomerular disorders in diseases classified elsewhere,STC1,Stanniocalcin-1,Inverse variance weighted,11,1.06 [0.83-1.35],0.636400069446999
Chapter XIV Diseases of the genitourinary system,Glomerular disorders in diseases classified elsewhere,GPR37,Prosaposin receptor GPR37,Inverse variance weighted,62,1.08 [1.00-1.17],0.0371601772692081
Chapter XIV Diseases of the genitourinary system,Glomerular disorders in diseases classified elsewhere,CD200,OX-2 membrane glycoprotein,Inverse variance weighted,15,1.15 [1.00-1.34],0.0574852639290235
Chapter XIV Diseases of the genitourinary system,Glomerular disorders in diseases classified elsewhere,KLRD1,Natural killer cells antigen CD94,Inverse variance weighted,35,0.90 [0.83-0.99],0.0228578953956396
Chapter XIV Diseases of the genitourinary system,Glomerular disorders in diseases classified elsewhere,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,Inverse variance weighted,7,1.06 [0.77-1.47],0.709454537493154
Chapter XIV Diseases of the genitourinary system,Glomerular disorders in diseases classified elsewhere,FGF5,Fibroblast growth factor 5,Inverse variance weighted,43,1.01 [0.94-1.10],0.732981815417058
Chapter XIV Diseases of the genitourinary system,Glomerular disorders in diseases classified elsewhere,ACTA2,"Actin, aortic smooth muscle",Wald ratio,1,0.96 [0.43-2.15],0.924553908807133
Chapter XIV Diseases of the genitourinary system,Glomerular disorders in diseases classified elsewhere,DEFA1_DEFA1B,Neutrophil defensin 1,Inverse variance weighted,31,0.97 [0.81-1.16],0.748805183717067
Chapter XIV Diseases of the genitourinary system,Glomerular disorders in diseases classified elsewhere,TPP1,Tripeptidyl-peptidase 1,Inverse variance weighted,18,0.82 [0.65-1.05],0.112098990926424
Chapter XIV Diseases of the genitourinary system,Glomerular disorders in diseases classified elsewhere,CLMP,CXADR-like membrane protein,Inverse variance weighted,15,0.92 [0.81-1.04],0.177425988260817
Chapter XIV Diseases of the genitourinary system,Glomerular disorders in diseases classified elsewhere,ART3,Ecto-ADP-ribosyltransferase 3,Inverse variance weighted,22,1.10 [0.98-1.24],0.0934662864316979
