Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",CXCL17,C-X-C motif chemokine 17,Inverse variance weighted,8,0.94 [0.79-1.12],0.485585543101947
Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",PILRB,Paired immunoglobulin-like type 2 receptor beta,Inverse variance weighted,76,0.99 [0.98-1.00],0.200370232508807
Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",IGDCC4,Immunoglobulin superfamily DCC subclass member 4,Inverse variance weighted,25,1.00 [0.97-1.04],0.82861029467542
Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",REN,Renin,Inverse variance weighted,12,1.02 [0.97-1.07],0.445825218720785
Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",NPDC1,Neural proliferation differentiation and control protein 1,Inverse variance weighted,7,1.10 [0.97-1.24],0.146828832289196
Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",BCAN,Brevican core protein,Inverse variance weighted,15,0.94 [0.88-1.01],0.0806443540063636
Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",CCL23,C-C motif chemokine 23,Inverse variance weighted,23,1.03 [1.00-1.06],0.0904418349887082
Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",RNASE3,Eosinophil cationic protein,Inverse variance weighted,14,1.07 [0.87-1.31],0.539144011349278
Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,Inverse variance weighted,29,1.02 [0.98-1.05],0.329482269417134
Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",CRELD1,Protein disulfide isomerase CRELD1,Inverse variance weighted,41,1.00 [0.97-1.02],0.869807520067878
Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",FSTL3,Follistatin-related protein 3,Inverse variance weighted,7,1.06 [0.96-1.18],0.257785484939183
Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",CD274,Programmed cell death 1 ligand 1,Inverse variance weighted,25,1.01 [0.96-1.06],0.739990439349479
Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",ITIH4,Inter-alpha-trypsin inhibitor heavy chain H4,Inverse variance weighted,24,1.04 [0.98-1.11],0.229770137297951
Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",PRSS8,Prostasin,Inverse variance weighted,19,1.00 [0.91-1.11],0.924063104800297
Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",CLEC10A,C-type lectin domain family 10 member A,Inverse variance weighted,34,1.00 [0.98-1.03],0.812175156438845
Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",SMPD1,Sphingomyelin phosphodiesterase,Inverse variance weighted,34,1.01 [0.97-1.05],0.749063587723157
Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",CCL18,C-C motif chemokine 18,Inverse variance weighted,19,1.01 [0.98-1.05],0.423639966877782
Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",TNC,Tenascin,Inverse variance weighted,57,1.00 [0.98-1.03],0.771633133659177
Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",TOP1,DNA topoisomerase 1,Inverse variance weighted,39,1.01 [0.98-1.03],0.645206290920444
Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",VEGFA,Vascular endothelial growth factor A,Inverse variance weighted,45,1.01 [0.99-1.04],0.402873885341447
Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",F9,Coagulation factor IX,Inverse variance weighted,3,1.00 [0.73-1.38],0.998043054324946
Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",CHGA,Chromogranin-A,Inverse variance weighted,8,1.03 [0.94-1.14],0.47021372645718
Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",PAPPA,Pappalysin-1,Inverse variance weighted,27,1.01 [0.95-1.06],0.776949396807931
Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",CNTN4,Contactin-4,Inverse variance weighted,35,0.98 [0.95-1.02],0.299809048256407
Chapter X Diseases of the respiratory system,"Asthma, excluding more controls",CD27,CD27 antigen,Inverse variance weighted,18,0.98 [0.92-1.05],0.541135512430501
