Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,PLAUR,Urokinase plasminogen activator surface receptor,Inverse variance weighted,10,0.92 [0.78-1.08],0.292006518957143
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,LAIR1,Leukocyte-associated immunoglobulin-like receptor 1,Inverse variance weighted,18,0.93 [0.85-1.02],0.126486401857994
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,IL4R,Interleukin-4 receptor subunit alpha,Inverse variance weighted,18,1.01 [0.91-1.13],0.800055632418046
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,BSG,Basigin,Inverse variance weighted,8,1.03 [0.85-1.24],0.793766000628771
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,PTGDS,Prostaglandin-H2 D-isomerase,Inverse variance weighted,9,0.88 [0.66-1.18],0.400334148480102
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,TNFRSF14,Tumor necrosis factor receptor superfamily member 14,Inverse variance weighted,2,1.02 [0.51-2.02],0.964778682446012
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,LTBR,Tumor necrosis factor receptor superfamily member 3,Inverse variance weighted,16,0.91 [0.83-1.01],0.0647845875142248
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,CD27,CD27 antigen,Inverse variance weighted,18,1.07 [0.98-1.18],0.13454906458592
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,VSIG2,V-set and immunoglobulin domain-containing protein 2,Inverse variance weighted,5,0.95 [0.81-1.12],0.534308087232377
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,WFDC2,WAP four-disulfide core domain protein 2,Inverse variance weighted,4,0.85 [0.45-1.61],0.612216946211905
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,COL6A3,Collagen alpha-3(VI) chain,Inverse variance weighted,5,1.14 [0.80-1.62],0.46092936364277
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,Inverse variance weighted,29,0.97 [0.90-1.05],0.456120653205728
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,DCBLD2,"Discoidin, CUB and LCCL domain-containing protein 2",Inverse variance weighted,34,0.96 [0.86-1.07],0.462907221924246
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,COL18A1,Collagen alpha-1(XVIII) chain,Inverse variance weighted,17,1.07 [0.95-1.21],0.266427097985045
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,AMBP,Protein AMBP,Inverse variance weighted,5,1.11 [0.90-1.37],0.318658852977091
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,CD79B,B-cell antigen receptor complex-associated protein beta chain,Inverse variance weighted,21,0.95 [0.84-1.07],0.412837912362821
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,EPHB4,Ephrin type-B receptor 4,Inverse variance weighted,11,0.95 [0.79-1.15],0.582286712999125
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,HSPG2,Basement membrane-specific heparan sulfate proteoglycan core protein,Inverse variance weighted,8,0.96 [0.79-1.16],0.654139295721813
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,LRP11,Low-density lipoprotein receptor-related protein 11,Inverse variance weighted,42,0.99 [0.93-1.05],0.674144117874753
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,CD59,CD59 glycoprotein,Inverse variance weighted,8,0.90 [0.79-1.03],0.118019074714185
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,ESAM,Endothelial cell-selective adhesion molecule,Inverse variance weighted,5,0.95 [0.75-1.20],0.661337243428795
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,AREG,Amphiregulin,Inverse variance weighted,7,0.98 [0.81-1.19],0.852070250466352
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,FOLR1,Folate receptor alpha,Inverse variance weighted,10,1.01 [0.85-1.20],0.918556988017057
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,THBD,Thrombomodulin,Inverse variance weighted,16,1.00 [0.91-1.11],0.972478141782474
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,TGFBR2,TGF-beta receptor type-2,Inverse variance weighted,11,0.99 [0.78-1.26],0.932826692096326
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,SCARB2,Lysosome membrane protein 2,Inverse variance weighted,17,0.93 [0.82-1.05],0.262317491323135
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,CHGA,Chromogranin-A,Inverse variance weighted,8,1.05 [0.83-1.32],0.702590502957464
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,EFNA4,Ephrin-A4,Inverse variance weighted,5,0.83 [0.64-1.07],0.153583660781718
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Cervicalgia,TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,Inverse variance weighted,9,1.03 [0.84-1.26],0.76052348260167
