Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
"Chapter IV Endocrine, nutritional and metabolic diseases",Unspecified dementia,SHISA5,Protein shisa-5,Inverse variance weighted,16,0.76 [0.57-1.01],0.0605364164745107
"Chapter IV Endocrine, nutritional and metabolic diseases",Unspecified dementia,VGF,Neurosecretory protein VGF,Inverse variance weighted,2,1.36 [0.76-2.45],0.301318141822098
"Chapter IV Endocrine, nutritional and metabolic diseases",Unspecified dementia,EBI3_IL27,Interleukin-27,Inverse variance weighted,37,0.94 [0.85-1.04],0.222854123761747
"Chapter IV Endocrine, nutritional and metabolic diseases",Unspecified dementia,B2M,Beta-2-microglobulin,Inverse variance weighted,7,0.59 [0.41-0.85],0.0045690595763007
"Chapter IV Endocrine, nutritional and metabolic diseases",Unspecified dementia,SPON2,Spondin-2,Inverse variance weighted,8,1.03 [0.86-1.25],0.74093112791591
"Chapter IV Endocrine, nutritional and metabolic diseases",Unspecified dementia,ADM,Pro-adrenomedullin,Inverse variance weighted,4,0.92 [0.74-1.15],0.473736964062939
"Chapter IV Endocrine, nutritional and metabolic diseases",Unspecified dementia,FGL1,Fibrinogen-like protein 1,Inverse variance weighted,38,0.98 [0.91-1.07],0.706211048024654
"Chapter IV Endocrine, nutritional and metabolic diseases",Unspecified dementia,TGFA,Protransforming growth factor alpha,Inverse variance weighted,11,1.18 [0.85-1.62],0.323441314508315
"Chapter IV Endocrine, nutritional and metabolic diseases",Unspecified dementia,VSIG4,V-set and immunoglobulin domain-containing protein 4,Inverse variance weighted,12,0.77 [0.58-1.04],0.0842371745225949
"Chapter IV Endocrine, nutritional and metabolic diseases",Unspecified dementia,ITGAV,Integrin alpha-V,Inverse variance weighted,14,1.12 [0.89-1.40],0.346524988777292
"Chapter IV Endocrine, nutritional and metabolic diseases",Unspecified dementia,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,Inverse variance weighted,5,0.74 [0.50-1.10],0.13518022877294
"Chapter IV Endocrine, nutritional and metabolic diseases",Unspecified dementia,HPGDS,Hematopoietic prostaglandin D synthase,Inverse variance weighted,27,0.96 [0.89-1.03],0.244366988940377
"Chapter IV Endocrine, nutritional and metabolic diseases",Unspecified dementia,PI3,Elafin,Inverse variance weighted,20,0.99 [0.87-1.12],0.839371681998808
"Chapter IV Endocrine, nutritional and metabolic diseases",Unspecified dementia,OMG,Oligodendrocyte-myelin glycoprotein,Inverse variance weighted,15,0.90 [0.69-1.18],0.456865547536257
"Chapter IV Endocrine, nutritional and metabolic diseases",Unspecified dementia,IGFBP2,Insulin-like growth factor-binding protein 2,Inverse variance weighted,13,0.84 [0.64-1.11],0.222120778420882
