Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Visual impairment including blindness (binocular or monocular),VSIG4,V-set and immunoglobulin domain-containing protein 4,Inverse variance weighted,12,1.47 [0.64-3.36],0.365057589699873
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Visual impairment including blindness (binocular or monocular),LAYN,Layilin,Inverse variance weighted,23,1.18 [0.97-1.43],0.0918051731426227
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Visual impairment including blindness (binocular or monocular),LILRB4,Leukocyte immunoglobulin-like receptor subfamily B member 4,Inverse variance weighted,17,1.29 [0.97-1.73],0.0821045197366369
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Visual impairment including blindness (binocular or monocular),EDA2R,Tumor necrosis factor receptor superfamily member 27,Inverse variance weighted,12,1.22 [0.78-1.93],0.382339576456685
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Visual impairment including blindness (binocular or monocular),BST2,Bone marrow stromal antigen 2,Inverse variance weighted,27,1.25 [1.02-1.51],0.0274822014251917
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Visual impairment including blindness (binocular or monocular),COL6A3,Collagen alpha-3(VI) chain,Inverse variance weighted,5,1.28 [0.57-2.87],0.543017987701612
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Visual impairment including blindness (binocular or monocular),TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,Inverse variance weighted,9,0.60 [0.42-0.86],0.00566053759605
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Visual impairment including blindness (binocular or monocular),GDF15,Growth/differentiation factor 15,Inverse variance weighted,14,0.83 [0.59-1.17],0.276415433773895
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Visual impairment including blindness (binocular or monocular),TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,Inverse variance weighted,29,0.94 [0.83-1.08],0.401096343402863
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Visual impairment including blindness (binocular or monocular),HAVCR2,Hepatitis A virus cellular receptor 2,Inverse variance weighted,13,1.01 [0.92-1.12],0.778353500588239
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Visual impairment including blindness (binocular or monocular),CD300E,CMRF35-like molecule 2,Inverse variance weighted,36,1.03 [0.87-1.22],0.710292838551814
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Visual impairment including blindness (binocular or monocular),EPHA2,Ephrin type-A receptor 2,Inverse variance weighted,5,1.48 [0.83-2.62],0.18296123986063
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Visual impairment including blindness (binocular or monocular),TNFRSF11A,Tumor necrosis factor receptor superfamily member 11A,Inverse variance weighted,35,0.85 [0.73-0.98],0.0239377051161301
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Visual impairment including blindness (binocular or monocular),CRYBB2,Beta-crystallin B2,Inverse variance weighted,31,1.05 [0.89-1.25],0.537029318679085
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Visual impairment including blindness (binocular or monocular),LAIR1,Leukocyte-associated immunoglobulin-like receptor 1,Inverse variance weighted,18,1.03 [0.86-1.23],0.746193175886727
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Visual impairment including blindness (binocular or monocular),TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,Inverse variance weighted,5,0.98 [0.56-1.74],0.953141390987234
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Visual impairment including blindness (binocular or monocular),CDCP1,CUB domain-containing protein 1,Inverse variance weighted,23,0.98 [0.82-1.16],0.774985536373877
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Visual impairment including blindness (binocular or monocular),GFRA1,GDNF family receptor alpha-1,Inverse variance weighted,10,0.94 [0.76-1.16],0.564149063213847
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Visual impairment including blindness (binocular or monocular),EFNA1,Ephrin-A1,Inverse variance weighted,15,0.95 [0.79-1.14],0.561185865501452
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Visual impairment including blindness (binocular or monocular),FSTL3,Follistatin-related protein 3,Inverse variance weighted,7,0.89 [0.56-1.42],0.633179397990735
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Visual impairment including blindness (binocular or monocular),TNFRSF14,Tumor necrosis factor receptor superfamily member 14,Inverse variance weighted,2,1.16 [0.69-1.94],0.582096364680646
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Visual impairment including blindness (binocular or monocular),NEFL,Neurofilament light polypeptide,Inverse variance weighted,6,1.50 [0.67-3.39],0.32535100843112
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Visual impairment including blindness (binocular or monocular),SPON2,Spondin-2,Inverse variance weighted,8,1.21 [0.95-1.54],0.128503113694885
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Visual impairment including blindness (binocular or monocular),WFDC2,WAP four-disulfide core domain protein 2,Inverse variance weighted,4,1.07 [0.63-1.80],0.804990492572044
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Visual impairment including blindness (binocular or monocular),AREG,Amphiregulin,Inverse variance weighted,7,1.10 [0.73-1.64],0.652164527827924
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Visual impairment including blindness (binocular or monocular),PLAUR,Urokinase plasminogen activator surface receptor,Inverse variance weighted,10,0.99 [0.74-1.33],0.938560247685757
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Visual impairment including blindness (binocular or monocular),EFNA4,Ephrin-A4,Inverse variance weighted,5,1.09 [0.67-1.78],0.718885839255666
