Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",MMP7,Matrilysin,Inverse variance weighted,15,1.04 [0.64-1.67],0.880463534600851
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",IL6ST,Interleukin-6 receptor subunit beta,Inverse variance weighted,10,0.88 [0.40-1.95],0.754524325557368
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",CHGB,Secretogranin-1,Inverse variance weighted,33,0.88 [0.65-1.18],0.379169204313574
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",SEMA3F,Semaphorin-3F,Inverse variance weighted,46,0.60 [0.33-1.10],0.0992839833222217
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",CRIM1,Cysteine-rich motor neuron 1 protein,Inverse variance weighted,14,0.58 [0.24-1.39],0.222189773048193
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",GRN,Progranulin,Inverse variance weighted,46,0.90 [0.66-1.24],0.525792859943403
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",VEGFA,Vascular endothelial growth factor A,Inverse variance weighted,45,1.26 [0.97-1.62],0.0801423211881879
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",TIMP4,Metalloproteinase inhibitor 4,Inverse variance weighted,24,1.10 [0.72-1.69],0.648683381344844
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",RSPO1,R-spondin-1,Inverse variance weighted,14,0.87 [0.48-1.58],0.64602152952445
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",IL18R1,Interleukin-18 receptor 1,Inverse variance weighted,66,1.04 [0.86-1.27],0.667180674281635
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",CILP,Cartilage intermediate layer protein 1,Inverse variance weighted,14,1.66 [0.94-2.94],0.0831203856590106
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",CXCL17,C-X-C motif chemokine 17,Inverse variance weighted,8,0.91 [0.25-3.36],0.889531855633879
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",IGF1R,Insulin-like growth factor 1 receptor,Inverse variance weighted,9,1.07 [0.35-3.26],0.908616037543735
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",CSTB,Cystatin-B,Inverse variance weighted,25,1.00 [0.69-1.44],0.983643532575824
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",JAM2,Junctional adhesion molecule B,Inverse variance weighted,6,2.12 [0.44-10.34],0.351701046476099
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",CD83,CD83 antigen,Inverse variance weighted,19,1.07 [0.55-2.06],0.84920855284929
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",CCL20,C-C motif chemokine 20,Inverse variance weighted,8,0.42 [0.14-1.23],0.112448794134516
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",ACTA2,"Actin, aortic smooth muscle",Wald ratio,1,0.25 [0.01-5.25],0.37465146153264
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",TGFA,Protransforming growth factor alpha,Inverse variance weighted,11,2.95 [1.15-7.55],0.0244731610906193
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",DKK3,Dickkopf-related protein 3,Inverse variance weighted,28,0.84 [0.60-1.18],0.318779485665323
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",LY96,Lymphocyte antigen 96,Inverse variance weighted,19,0.80 [0.34-1.88],0.603343393360887
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",PTGDS,Prostaglandin-H2 D-isomerase,Inverse variance weighted,9,1.14 [0.24-5.28],0.869866265346469
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",GGT1,Glutathione hydrolase 1 proenzyme,Inverse variance weighted,16,1.28 [0.63-2.62],0.496521354619553
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",PENK,Proenkephalin-A,Inverse variance weighted,21,1.17 [0.74-1.84],0.50498008463012
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",NEFL,Neurofilament light polypeptide,Inverse variance weighted,6,2.95 [0.25-35.37],0.393764921903783
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",NPC2,NPC intracellular cholesterol transporter 2,Inverse variance weighted,15,1.48 [0.79-2.75],0.217351766421591
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",ANGPTL1,Angiopoietin-related protein 1,Inverse variance weighted,22,1.21 [0.80-1.83],0.374013526087007
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",NCAN,Neurocan core protein,Inverse variance weighted,23,1.03 [0.53-2.01],0.924386565554396
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",FABP4,"Fatty acid-binding protein, adipocyte",Inverse variance weighted,2,0.41 [0.08-2.05],0.278947752371377
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",RNASET2,Ribonuclease T2,Inverse variance weighted,25,0.86 [0.60-1.24],0.419280156292883
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",CEACAM5,Carcinoembryonic antigen-related cell adhesion molecule 5,Inverse variance weighted,31,1.11 [0.72-1.71],0.628864389856757
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",BSG,Basigin,Inverse variance weighted,8,0.95 [0.27-3.36],0.930917295752198
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",EDA2R,Tumor necrosis factor receptor superfamily member 27,Inverse variance weighted,12,0.40 [0.10-1.62],0.19865184339
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",MYLPF,"Myosin regulatory light chain 2, skeletal muscle isoform",Wald ratio,1,6.26 [0.21-189.68],0.291701613596862
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",VEGFB,Vascular endothelial growth factor B,Inverse variance weighted,12,0.98 [0.41-2.30],0.958267282113039
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",TNFRSF21,Tumor necrosis factor receptor superfamily member 21,Inverse variance weighted,21,1.16 [0.54-2.49],0.712017485954493
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",CHRDL1,Chordin-like protein 1,Inverse variance weighted,3,2.04 [0.19-22.02],0.557983667925289
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",LILRA5,Leukocyte immunoglobulin-like receptor subfamily A member 5,Inverse variance weighted,30,0.94 [0.56-1.59],0.816336404808459
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",TGFB1,Transforming growth factor beta-1 proprotein,Inverse variance weighted,9,0.72 [0.21-2.44],0.593918421760258
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",CCN4,CCN family member 4,Inverse variance weighted,40,0.84 [0.58-1.19],0.322764601988069
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",CCL21,C-C motif chemokine 21,Inverse variance weighted,19,0.69 [0.32-1.49],0.34731451281022
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",MAD1L1,Mitotic spindle assembly checkpoint protein MAD1,Inverse variance weighted,4,1.34 [0.34-5.28],0.674462397760692
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",PIGR,Polymeric immunoglobulin receptor,Inverse variance weighted,31,1.27 [0.59-2.72],0.541434271062083
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",COL3A1,Collagen alpha-1(III) chain,Inverse variance weighted,9,1.09 [0.45-2.64],0.841645342964485
