Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,MRC1,Macrophage mannose receptor 1,Inverse variance weighted,24,0.98 [0.88-1.10],0.763304204736066
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,AMBP,Protein AMBP,Inverse variance weighted,5,1.03 [0.86-1.24],0.734183745620864
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,GDF15,Growth/differentiation factor 15,Inverse variance weighted,14,0.92 [0.75-1.14],0.446961414261653
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,GPR37,Prosaposin receptor GPR37,Inverse variance weighted,62,1.02 [0.98-1.06],0.435005818166364
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,TNFRSF9,Tumor necrosis factor receptor superfamily member 9,Inverse variance weighted,5,0.82 [0.59-1.15],0.25771465174797
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,REG3A,Regenerating islet-derived protein 3-alpha,Inverse variance weighted,30,1.05 [0.97-1.14],0.191163252606593
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ICAM1,Intercellular adhesion molecule 1,Inverse variance weighted,24,0.97 [0.92-1.03],0.36294909040738
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,GGT5,Glutathione hydrolase 5 proenzyme,Inverse variance weighted,20,1.04 [0.98-1.12],0.209883556079676
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,FAM3B,Protein FAM3B,Inverse variance weighted,26,1.02 [0.97-1.08],0.372066465233099
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,NECTIN4,Nectin-4,Inverse variance weighted,12,1.03 [0.90-1.16],0.684407731511855
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,FCER2,Low affinity immunoglobulin epsilon Fc receptor,Inverse variance weighted,39,0.98 [0.92-1.05],0.65340542860588
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,KRT18,"Keratin, type I cytoskeletal 18",Inverse variance weighted,8,1.09 [0.92-1.30],0.323257621652487
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ITGBL1,Integrin beta-like protein 1,Inverse variance weighted,27,0.99 [0.92-1.06],0.806161128537755
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,VSIG4,V-set and immunoglobulin domain-containing protein 4,Inverse variance weighted,12,1.00 [0.83-1.21],0.986854114236851
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,IL1R1,Interleukin-1 receptor type 1,Inverse variance weighted,22,1.00 [0.91-1.10],0.952848163410216
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,SHISA5,Protein shisa-5,Inverse variance weighted,16,0.89 [0.72-1.11],0.314452628839006
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,COL6A3,Collagen alpha-3(VI) chain,Inverse variance weighted,5,1.27 [0.89-1.80],0.183980979845086
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,MUC13,Mucin-13,Inverse variance weighted,13,1.02 [0.91-1.14],0.790980270163879
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,CHI3L1,Chitinase-3-like protein 1,Inverse variance weighted,28,0.96 [0.92-1.00],0.0394577341077417
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,IGFBPL1,Insulin-like growth factor-binding protein-like 1,Inverse variance weighted,23,1.02 [0.96-1.08],0.585623914217682
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,DPP10,Inactive dipeptidyl peptidase 10,Inverse variance weighted,24,0.99 [0.90-1.09],0.880010307546601
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,MSR1,Macrophage scavenger receptor types I and II,Inverse variance weighted,25,1.01 [0.92-1.10],0.882813580106951
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,DCBLD2,"Discoidin, CUB and LCCL domain-containing protein 2",Inverse variance weighted,34,0.93 [0.86-1.01],0.0674052022811683
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,TNFRSF13B,Tumor necrosis factor receptor superfamily member 13B,Inverse variance weighted,15,1.04 [0.91-1.20],0.53516966244009
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,NBL1,Neuroblastoma suppressor of tumorigenicity 1,Inverse variance weighted,5,1.01 [0.80-1.28],0.934335107111963
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ULBP2,UL16-binding protein 2,Inverse variance weighted,37,1.00 [0.96-1.04],0.829085640129078
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,PRSS8,Prostasin,Inverse variance weighted,19,0.97 [0.86-1.09],0.620730775084464
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,PLAUR,Urokinase plasminogen activator surface receptor,Inverse variance weighted,10,0.99 [0.86-1.13],0.829279297751905
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,CD27,CD27 antigen,Inverse variance weighted,18,1.00 [0.91-1.10],0.944949366460786
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,CTSZ,Cathepsin Z,Inverse variance weighted,16,1.05 [0.98-1.12],0.157746117589396
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,IL12A_IL12B,Interleukin-12,Inverse variance weighted,57,0.97 [0.93-1.02],0.251250657586709
