Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter VI Diseases of the nervous system,Other sleep disorders,ASGR1,Asialoglycoprotein receptor 1,Inverse variance weighted,8,0.77 [0.51-1.16],0.211247052715809
Chapter VI Diseases of the nervous system,Other sleep disorders,TNFRSF12A,Tumor necrosis factor receptor superfamily member 12A,Inverse variance weighted,4,1.02 [0.66-1.59],0.921714254785278
Chapter VI Diseases of the nervous system,Other sleep disorders,RBFOX3,RNA binding protein fox-1 homolog 3,Inverse variance weighted,2,1.17 [0.50-2.76],0.717857106199931
Chapter VI Diseases of the nervous system,Other sleep disorders,CDCP1,CUB domain-containing protein 1,Inverse variance weighted,23,1.02 [0.89-1.16],0.773217534263915
Chapter VI Diseases of the nervous system,Other sleep disorders,ITGA11,Integrin alpha-11,Inverse variance weighted,16,0.99 [0.84-1.18],0.951146759207481
Chapter VI Diseases of the nervous system,Other sleep disorders,FAM3B,Protein FAM3B,Inverse variance weighted,26,0.96 [0.88-1.04],0.331030865954477
Chapter VI Diseases of the nervous system,Other sleep disorders,CHCHD10,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",Inverse variance weighted,4,0.75 [0.54-1.05],0.0951222109112021
Chapter VI Diseases of the nervous system,Other sleep disorders,PRAP1,Proline-rich acidic protein 1,Inverse variance weighted,7,1.05 [0.87-1.26],0.635510162158847
Chapter VI Diseases of the nervous system,Other sleep disorders,LGALS4,Galectin-4,Inverse variance weighted,19,1.07 [0.95-1.20],0.251084302476557
Chapter VI Diseases of the nervous system,Other sleep disorders,EFNA4,Ephrin-A4,Inverse variance weighted,5,0.75 [0.52-1.08],0.1247953235246
Chapter VI Diseases of the nervous system,Other sleep disorders,EPHA2,Ephrin type-A receptor 2,Inverse variance weighted,5,0.79 [0.50-1.22],0.286238223816988
Chapter VI Diseases of the nervous system,Other sleep disorders,RNASE6,Ribonuclease K6,Inverse variance weighted,20,0.92 [0.81-1.06],0.260613304418996
Chapter VI Diseases of the nervous system,Other sleep disorders,OGN,Mimecan,Inverse variance weighted,37,0.95 [0.86-1.05],0.345006463890328
Chapter VI Diseases of the nervous system,Other sleep disorders,GAST,Gastrin,Inverse variance weighted,9,0.91 [0.66-1.24],0.533690521617495
Chapter VI Diseases of the nervous system,Other sleep disorders,SCARB2,Lysosome membrane protein 2,Inverse variance weighted,17,0.99 [0.83-1.18],0.923041814377814
Chapter VI Diseases of the nervous system,Other sleep disorders,GDF15,Growth/differentiation factor 15,Inverse variance weighted,14,1.09 [0.76-1.58],0.638632440327645
Chapter VI Diseases of the nervous system,Other sleep disorders,NPC2,NPC intracellular cholesterol transporter 2,Inverse variance weighted,15,0.92 [0.76-1.12],0.390217423136266
Chapter VI Diseases of the nervous system,Other sleep disorders,VSIG4,V-set and immunoglobulin domain-containing protein 4,Inverse variance weighted,12,1.05 [0.76-1.43],0.781022979827579
Chapter VI Diseases of the nervous system,Other sleep disorders,FGF23,Fibroblast growth factor 23,Inverse variance weighted,17,1.13 [0.88-1.46],0.340118090655761
Chapter VI Diseases of the nervous system,Other sleep disorders,HSPB6,Heat shock protein beta-6,Inverse variance weighted,5,1.30 [0.64-2.63],0.471755882450649
Chapter VI Diseases of the nervous system,Other sleep disorders,VSIG2,V-set and immunoglobulin domain-containing protein 2,Inverse variance weighted,5,0.87 [0.70-1.08],0.194174066986393
Chapter VI Diseases of the nervous system,Other sleep disorders,OCLN,Occludin,Inverse variance weighted,3,0.89 [0.57-1.39],0.601920713207158
Chapter VI Diseases of the nervous system,Other sleep disorders,SHISA5,Protein shisa-5,Inverse variance weighted,16,1.01 [0.75-1.36],0.935000038472112
Chapter VI Diseases of the nervous system,Other sleep disorders,COL6A3,Collagen alpha-3(VI) chain,Inverse variance weighted,5,0.96 [0.48-1.93],0.916327436111513
Chapter VI Diseases of the nervous system,Other sleep disorders,WFDC2,WAP four-disulfide core domain protein 2,Inverse variance weighted,4,1.13 [0.65-1.96],0.663981044339748
Chapter VI Diseases of the nervous system,Other sleep disorders,FABP4,"Fatty acid-binding protein, adipocyte",Inverse variance weighted,2,0.92 [0.56-1.50],0.742153712045087
Chapter VI Diseases of the nervous system,Other sleep disorders,CD302,CD302 antigen,Inverse variance weighted,17,1.02 [0.89-1.18],0.740701824218333
Chapter VI Diseases of the nervous system,Other sleep disorders,IGFBP4,Insulin-like growth factor-binding protein 4,Inverse variance weighted,3,1.14 [0.60-2.17],0.685917713654054
Chapter VI Diseases of the nervous system,Other sleep disorders,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,Inverse variance weighted,5,0.94 [0.61-1.44],0.777134327881843
Chapter VI Diseases of the nervous system,Other sleep disorders,PGF,Placenta growth factor,Inverse variance weighted,8,0.73 [0.51-1.06],0.0950728885714172
Chapter VI Diseases of the nervous system,Other sleep disorders,TFF2,Trefoil factor 2,Inverse variance weighted,16,0.98 [0.80-1.21],0.872441125909813
Chapter VI Diseases of the nervous system,Other sleep disorders,RNASE1,Ribonuclease pancreatic,Inverse variance weighted,6,1.06 [0.86-1.30],0.609871574376313
Chapter VI Diseases of the nervous system,Other sleep disorders,HAVCR1,Hepatitis A virus cellular receptor 1,Inverse variance weighted,40,0.94 [0.85-1.04],0.258105054380866
Chapter VI Diseases of the nervous system,Other sleep disorders,COLEC12,Collectin-12,Inverse variance weighted,13,1.06 [0.86-1.29],0.599777057316765
Chapter VI Diseases of the nervous system,Other sleep disorders,EDA2R,Tumor necrosis factor receptor superfamily member 27,Inverse variance weighted,12,1.27 [0.90-1.78],0.175642145151432
Chapter VI Diseases of the nervous system,Other sleep disorders,PLAUR,Urokinase plasminogen activator surface receptor,Inverse variance weighted,10,1.11 [0.88-1.39],0.376327868097133
