Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter X Diseases of the respiratory system,Later onset COPD,VSIG2,V-set and immunoglobulin domain-containing protein 2,Inverse variance weighted,5,0.86 [0.67-1.10],0.219552543977605
Chapter X Diseases of the respiratory system,Later onset COPD,TREM2,Triggering receptor expressed on myeloid cells 2,Inverse variance weighted,39,1.00 [0.95-1.05],0.897057619962516
Chapter X Diseases of the respiratory system,Later onset COPD,MPO,Myeloperoxidase,Inverse variance weighted,26,0.96 [0.90-1.01],0.100743881020587
Chapter X Diseases of the respiratory system,Later onset COPD,LBP,Lipopolysaccharide-binding protein,Inverse variance weighted,29,0.99 [0.95-1.03],0.563942614158385
Chapter X Diseases of the respiratory system,Later onset COPD,SCARB2,Lysosome membrane protein 2,Inverse variance weighted,17,0.99 [0.90-1.10],0.894946751543493
Chapter X Diseases of the respiratory system,Later onset COPD,ADM,Pro-adrenomedullin,Inverse variance weighted,4,0.87 [0.75-1.01],0.059894717645719
Chapter X Diseases of the respiratory system,Later onset COPD,NOS3,"Nitric oxide synthase, endothelial",Inverse variance weighted,5,1.11 [0.85-1.44],0.449731703160852
Chapter X Diseases of the respiratory system,Later onset COPD,NPDC1,Neural proliferation differentiation and control protein 1,Inverse variance weighted,7,0.82 [0.65-1.05],0.111284338298286
Chapter X Diseases of the respiratory system,Later onset COPD,TNR,Tenascin-R,Inverse variance weighted,35,0.97 [0.91-1.02],0.252934963515368
Chapter X Diseases of the respiratory system,Later onset COPD,EPHA2,Ephrin type-A receptor 2,Inverse variance weighted,5,0.88 [0.63-1.22],0.439167365496511
Chapter X Diseases of the respiratory system,Later onset COPD,PGF,Placenta growth factor,Inverse variance weighted,8,1.02 [0.77-1.37],0.869477928470193
Chapter X Diseases of the respiratory system,Later onset COPD,HGF,Hepatocyte growth factor,Inverse variance weighted,7,0.91 [0.72-1.15],0.423801386611825
Chapter X Diseases of the respiratory system,Later onset COPD,COL6A3,Collagen alpha-3(VI) chain,Inverse variance weighted,5,1.07 [0.77-1.49],0.680400189121309
Chapter X Diseases of the respiratory system,Later onset COPD,TPP1,Tripeptidyl-peptidase 1,Inverse variance weighted,18,1.00 [0.89-1.12],0.971350409613011
Chapter X Diseases of the respiratory system,Later onset COPD,F9,Coagulation factor IX,Inverse variance weighted,3,0.76 [0.53-1.08],0.129251198948436
Chapter X Diseases of the respiratory system,Later onset COPD,EPHB4,Ephrin type-B receptor 4,Inverse variance weighted,11,1.02 [0.87-1.18],0.841340782832884
Chapter X Diseases of the respiratory system,Later onset COPD,TTR,Transthyretin,Inverse variance weighted,11,1.04 [0.86-1.26],0.672413814161122
Chapter X Diseases of the respiratory system,Later onset COPD,LMNB2,Lamin-B2,Inverse variance weighted,9,0.92 [0.71-1.21],0.57164135493984
Chapter X Diseases of the respiratory system,Later onset COPD,CXCL10,C-X-C motif chemokine 10,Inverse variance weighted,9,1.03 [0.96-1.11],0.412452286577738
Chapter X Diseases of the respiratory system,Later onset COPD,BPIFB1,BPI fold-containing family B member 1,Inverse variance weighted,58,1.02 [0.95-1.09],0.617936567755639
Chapter X Diseases of the respiratory system,Later onset COPD,TNFSF11,Tumor necrosis factor ligand superfamily member 11,Inverse variance weighted,20,1.02 [0.94-1.10],0.634918168052084
Chapter X Diseases of the respiratory system,Later onset COPD,FABP3,"Fatty acid-binding protein, heart",Inverse variance weighted,10,0.97 [0.76-1.23],0.788410713869202
Chapter X Diseases of the respiratory system,Later onset COPD,CCL16,C-C motif chemokine 16,Inverse variance weighted,26,1.04 [0.99-1.09],0.130100181218091
Chapter X Diseases of the respiratory system,Later onset COPD,SFRP1,Secreted frizzled-related protein 1,Inverse variance weighted,22,0.97 [0.87-1.08],0.535239614011337
Chapter X Diseases of the respiratory system,Later onset COPD,ITGA5,Integrin alpha-5,Inverse variance weighted,19,0.93 [0.81-1.06],0.254813145196877
Chapter X Diseases of the respiratory system,Later onset COPD,LTBP2,Latent-transforming growth factor beta-binding protein 2,Inverse variance weighted,18,1.05 [0.88-1.24],0.616793297738858
Chapter X Diseases of the respiratory system,Later onset COPD,CLEC3B,Tetranectin,Inverse variance weighted,9,1.04 [0.93-1.17],0.486123806986577
Chapter X Diseases of the respiratory system,Later onset COPD,FAM3C,Protein FAM3C,Inverse variance weighted,5,0.90 [0.66-1.24],0.532955244499576
Chapter X Diseases of the respiratory system,Later onset COPD,PI16,Peptidase inhibitor 16,Inverse variance weighted,36,0.99 [0.93-1.07],0.867081873347182
Chapter X Diseases of the respiratory system,Later onset COPD,FSTL3,Follistatin-related protein 3,Inverse variance weighted,7,0.91 [0.77-1.08],0.27374068946355
Chapter X Diseases of the respiratory system,Later onset COPD,DPY30,Protein dpy-30 homolog,Inverse variance weighted,2,0.97 [0.49-1.92],0.932874857827619
Chapter X Diseases of the respiratory system,Later onset COPD,IGLC2,Immunoglobulin lambda constant 2,Inverse variance weighted,14,0.98 [0.89-1.08],0.650195834562827
Chapter X Diseases of the respiratory system,Later onset COPD,GSN,Gelsolin,Inverse variance weighted,7,0.97 [0.76-1.25],0.83676895697176
Chapter X Diseases of the respiratory system,Later onset COPD,FURIN,Furin,Inverse variance weighted,6,0.91 [0.75-1.10],0.338144534648659
Chapter X Diseases of the respiratory system,Later onset COPD,TNFRSF11B,Tumor necrosis factor receptor superfamily member 11B,Inverse variance weighted,30,0.95 [0.86-1.06],0.340165215997346
