Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Chronic gastritis,CD74,HLA class II histocompatibility antigen gamma chain,Inverse variance weighted,8,1.04 [0.88-1.23],0.612801116606732
Chapter XI Diseases of the digestive system,Chronic gastritis,CD22,B-cell receptor CD22,Inverse variance weighted,31,1.07 [0.98-1.16],0.13185653378939
Chapter XI Diseases of the digestive system,Chronic gastritis,TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,Inverse variance weighted,9,1.04 [0.87-1.24],0.681358526794243
Chapter XI Diseases of the digestive system,Chronic gastritis,ACE2,Angiotensin-converting enzyme 2,Inverse variance weighted,11,0.89 [0.71-1.11],0.302352280512987
Chapter XI Diseases of the digestive system,Chronic gastritis,CD27,CD27 antigen,Inverse variance weighted,18,1.03 [0.94-1.13],0.47249242999435
Chapter XI Diseases of the digestive system,Chronic gastritis,MMP12,Macrophage metalloelastase,Inverse variance weighted,21,0.98 [0.93-1.02],0.297958731865737
Chapter XI Diseases of the digestive system,Chronic gastritis,CD72,B-cell differentiation antigen CD72,Inverse variance weighted,13,1.01 [0.85-1.21],0.91760809059523
Chapter XI Diseases of the digestive system,Chronic gastritis,REG3A,Regenerating islet-derived protein 3-alpha,Inverse variance weighted,30,0.97 [0.90-1.04],0.359366631496858
Chapter XI Diseases of the digestive system,Chronic gastritis,AREG,Amphiregulin,Inverse variance weighted,7,0.90 [0.77-1.06],0.204536079778512
Chapter XI Diseases of the digestive system,Chronic gastritis,CCL20,C-C motif chemokine 20,Inverse variance weighted,8,1.04 [0.87-1.23],0.672040645340833
Chapter XI Diseases of the digestive system,Chronic gastritis,CHGA,Chromogranin-A,Inverse variance weighted,8,0.94 [0.83-1.06],0.297641163119172
Chapter XI Diseases of the digestive system,Chronic gastritis,IL12A_IL12B,Interleukin-12,Inverse variance weighted,57,0.97 [0.92-1.01],0.176766772970198
Chapter XI Diseases of the digestive system,Chronic gastritis,GOLM2,Protein GOLM2,Inverse variance weighted,14,1.06 [0.96-1.16],0.25251746091294
Chapter XI Diseases of the digestive system,Chronic gastritis,TFRC,Transferrin receptor protein 1,Inverse variance weighted,48,0.97 [0.91-1.03],0.283196109747926
Chapter XI Diseases of the digestive system,Chronic gastritis,TNFRSF4,Tumor necrosis factor receptor superfamily member 4,Inverse variance weighted,15,1.28 [1.13-1.45],8.38115053837161e-05
Chapter XI Diseases of the digestive system,Chronic gastritis,EPO,Erythropoietin,Inverse variance weighted,14,0.98 [0.88-1.09],0.675191778474438
Chapter XI Diseases of the digestive system,Chronic gastritis,WFDC2,WAP four-disulfide core domain protein 2,Inverse variance weighted,4,1.25 [0.98-1.58],0.0677891736476025
Chapter XI Diseases of the digestive system,Chronic gastritis,TNFRSF8,Tumor necrosis factor receptor superfamily member 8,Inverse variance weighted,13,1.12 [1.00-1.25],0.0594851677007646
Chapter XI Diseases of the digestive system,Chronic gastritis,TFF1,Trefoil factor 1,Inverse variance weighted,14,1.04 [0.94-1.14],0.426958401891749
Chapter XI Diseases of the digestive system,Chronic gastritis,CD80,T-lymphocyte activation antigen CD80,Inverse variance weighted,26,1.01 [0.95-1.07],0.762514598649189
Chapter XI Diseases of the digestive system,Chronic gastritis,CD48,CD48 antigen,Inverse variance weighted,32,1.04 [0.99-1.09],0.120973823957034
Chapter XI Diseases of the digestive system,Chronic gastritis,CDCP1,CUB domain-containing protein 1,Inverse variance weighted,23,1.04 [0.96-1.12],0.335632442808902
Chapter XI Diseases of the digestive system,Chronic gastritis,MZB1,Marginal zone B- and B1-cell-specific protein,Inverse variance weighted,19,1.01 [0.91-1.13],0.8226243490012
Chapter XI Diseases of the digestive system,Chronic gastritis,FCAMR,High affinity immunoglobulin alpha and immunoglobulin mu Fc receptor,Inverse variance weighted,45,0.99 [0.93-1.06],0.746285505041118
Chapter XI Diseases of the digestive system,Chronic gastritis,IL2RA,Interleukin-2 receptor subunit alpha,Inverse variance weighted,29,0.97 [0.92-1.03],0.358224801080329
Chapter XI Diseases of the digestive system,Chronic gastritis,PDCD1,Programmed cell death protein 1,Inverse variance weighted,24,1.01 [0.91-1.11],0.909465125452823
Chapter XI Diseases of the digestive system,Chronic gastritis,GDF15,Growth/differentiation factor 15,Inverse variance weighted,14,1.03 [0.87-1.22],0.724430508852823
Chapter XI Diseases of the digestive system,Chronic gastritis,IL17C,Interleukin-17C,Inverse variance weighted,8,1.03 [0.86-1.22],0.765667811051028
Chapter XI Diseases of the digestive system,Chronic gastritis,IFI30,Gamma-interferon-inducible lysosomal thiol reductase,Inverse variance weighted,19,1.03 [0.96-1.10],0.381237640472915
Chapter XI Diseases of the digestive system,Chronic gastritis,GFRA1,GDNF family receptor alpha-1,Inverse variance weighted,10,1.15 [1.02-1.29],0.0211520295585972
Chapter XI Diseases of the digestive system,Chronic gastritis,FGF23,Fibroblast growth factor 23,Inverse variance weighted,17,0.99 [0.86-1.14],0.87471192763658
Chapter XI Diseases of the digestive system,Chronic gastritis,TNFRSF9,Tumor necrosis factor receptor superfamily member 9,Inverse variance weighted,5,0.98 [0.68-1.43],0.929056160556619
Chapter XI Diseases of the digestive system,Chronic gastritis,SCT,Secretin,Inverse variance weighted,5,1.30 [0.89-1.91],0.178093253007485
Chapter XI Diseases of the digestive system,Chronic gastritis,EFNA4,Ephrin-A4,Inverse variance weighted,5,1.03 [0.77-1.37],0.834941162679681
Chapter XI Diseases of the digestive system,Chronic gastritis,ADA2,Adenosine deaminase 2,Inverse variance weighted,18,1.01 [0.92-1.10],0.88502089165364
Chapter XI Diseases of the digestive system,Chronic gastritis,VSIG2,V-set and immunoglobulin domain-containing protein 2,Inverse variance weighted,5,1.03 [0.90-1.17],0.681199087595174
Chapter XI Diseases of the digestive system,Chronic gastritis,BST2,Bone marrow stromal antigen 2,Inverse variance weighted,27,0.96 [0.86-1.07],0.50870491719188
Chapter XI Diseases of the digestive system,Chronic gastritis,HAVCR1,Hepatitis A virus cellular receptor 1,Inverse variance weighted,40,1.04 [0.98-1.11],0.207412503849114
Chapter XI Diseases of the digestive system,Chronic gastritis,CSF1,Macrophage colony-stimulating factor 1,Inverse variance weighted,12,1.01 [0.90-1.13],0.914095508686559
Chapter XI Diseases of the digestive system,Chronic gastritis,ANXA10,Annexin A10,Wald ratio,1,1.90 [1.07-3.38],0.0293751550700725
Chapter XI Diseases of the digestive system,Chronic gastritis,GAST,Gastrin,Inverse variance weighted,9,1.02 [0.80-1.29],0.892102054915766
