Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XIV Diseases of the genitourinary system,Calculus of kidney and ureter,HGF,Hepatocyte growth factor,Inverse variance weighted,7,1.04 [0.76-1.43],0.798185926295241
Chapter XIV Diseases of the genitourinary system,Calculus of kidney and ureter,UMOD,Uromodulin,Inverse variance weighted,62,0.92 [0.87-0.96],0.0005659901699699
Chapter XIV Diseases of the genitourinary system,Calculus of kidney and ureter,ITGA11,Integrin alpha-11,Inverse variance weighted,16,1.08 [0.98-1.19],0.106581872611087
Chapter XIV Diseases of the genitourinary system,Calculus of kidney and ureter,ITGBL1,Integrin beta-like protein 1,Inverse variance weighted,27,0.99 [0.91-1.08],0.825301128075533
Chapter XIV Diseases of the genitourinary system,Calculus of kidney and ureter,IL1RN,Interleukin-1 receptor antagonist protein,Inverse variance weighted,12,0.89 [0.76-1.03],0.117174220428228
Chapter XIV Diseases of the genitourinary system,Calculus of kidney and ureter,GDF15,Growth/differentiation factor 15,Inverse variance weighted,14,0.99 [0.85-1.15],0.872837375397897
Chapter XIV Diseases of the genitourinary system,Calculus of kidney and ureter,MMP7,Matrilysin,Inverse variance weighted,15,1.02 [0.95-1.10],0.584849249028246
Chapter XIV Diseases of the genitourinary system,Calculus of kidney and ureter,SPP1,Osteopontin,Inverse variance weighted,19,1.06 [0.84-1.35],0.617590134504708
Chapter XIV Diseases of the genitourinary system,Calculus of kidney and ureter,INHBC,Inhibin beta C chain,Inverse variance weighted,39,1.02 [0.97-1.07],0.411442359531145
Chapter XIV Diseases of the genitourinary system,Calculus of kidney and ureter,SMOC1,SPARC-related modular calcium-binding protein 1,Inverse variance weighted,27,1.03 [0.94-1.12],0.520909532917481
Chapter XIV Diseases of the genitourinary system,Calculus of kidney and ureter,HAVCR1,Hepatitis A virus cellular receptor 1,Inverse variance weighted,40,1.00 [0.95-1.06],0.930839558885456
Chapter XIV Diseases of the genitourinary system,Calculus of kidney and ureter,CALCA,Calcitonin,Inverse variance weighted,17,1.13 [0.98-1.30],0.0905516621856759
Chapter XIV Diseases of the genitourinary system,Calculus of kidney and ureter,ITGAV,Integrin alpha-V,Inverse variance weighted,14,1.07 [0.90-1.28],0.435525644035108
Chapter XIV Diseases of the genitourinary system,Calculus of kidney and ureter,STC1,Stanniocalcin-1,Inverse variance weighted,11,1.02 [0.89-1.17],0.739727834957038
