Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Other inflammatory liver diseases,MTUS1,Microtubule-associated tumor suppressor 1,Inverse variance weighted,6,0.98 [0.70-1.36],0.895197861099113
Chapter XI Diseases of the digestive system,Other inflammatory liver diseases,PCDH17,Protocadherin-17,Inverse variance weighted,47,0.98 [0.89-1.09],0.744723295048741
Chapter XI Diseases of the digestive system,Other inflammatory liver diseases,COQ7,"5-demethoxyubiquinone hydroxylase, mitochondrial",Inverse variance weighted,8,1.40 [0.90-2.18],0.13807961778126
Chapter XI Diseases of the digestive system,Other inflammatory liver diseases,DLL1,Delta-like protein 1,Inverse variance weighted,13,1.00 [0.71-1.42],0.991175866069025
Chapter XI Diseases of the digestive system,Other inflammatory liver diseases,PTPRC,Receptor-type tyrosine-protein phosphatase C,Inverse variance weighted,15,1.35 [0.93-1.96],0.113731732077393
Chapter XI Diseases of the digestive system,Other inflammatory liver diseases,CA12,Carbonic anhydrase 12,Inverse variance weighted,20,1.18 [0.96-1.44],0.108012548955601
Chapter XI Diseases of the digestive system,Other inflammatory liver diseases,RBKS,Ribokinase,Inverse variance weighted,16,0.98 [0.89-1.07],0.640806275203939
Chapter XI Diseases of the digestive system,Other inflammatory liver diseases,LGALS9,Galectin-9,Inverse variance weighted,39,1.08 [0.94-1.24],0.28804465127718
Chapter XI Diseases of the digestive system,Other inflammatory liver diseases,HAO1,Hydroxyacid oxidase 1,Inverse variance weighted,6,1.93 [1.17-3.17],0.0098115590989964
Chapter XI Diseases of the digestive system,Other inflammatory liver diseases,PON2,Serum paraoxonase/arylesterase 2,Inverse variance weighted,53,1.05 [0.98-1.12],0.143639094518469
Chapter XI Diseases of the digestive system,Other inflammatory liver diseases,ICAM3,Intercellular adhesion molecule 3,Inverse variance weighted,33,1.03 [0.86-1.24],0.740543364875129
Chapter XI Diseases of the digestive system,Other inflammatory liver diseases,CES1,Liver carboxylesterase 1,Inverse variance weighted,34,1.04 [0.91-1.19],0.539009661989785
Chapter XI Diseases of the digestive system,Other inflammatory liver diseases,MRC1,Macrophage mannose receptor 1,Inverse variance weighted,24,0.80 [0.61-1.05],0.112244336026255
Chapter XI Diseases of the digestive system,Other inflammatory liver diseases,EFNA4,Ephrin-A4,Inverse variance weighted,5,1.10 [0.67-1.80],0.711739706937957
Chapter XI Diseases of the digestive system,Other inflammatory liver diseases,MME,Neprilysin,Inverse variance weighted,49,1.01 [0.88-1.16],0.896376263738262
Chapter XI Diseases of the digestive system,Other inflammatory liver diseases,ADGRE2,Adhesion G protein-coupled receptor E2,Inverse variance weighted,19,0.92 [0.78-1.09],0.348556802660702
Chapter XI Diseases of the digestive system,Other inflammatory liver diseases,SCLY,Selenocysteine lyase,Inverse variance weighted,7,1.31 [0.88-1.97],0.185952466865216
Chapter XI Diseases of the digestive system,Other inflammatory liver diseases,IL1RN,Interleukin-1 receptor antagonist protein,Inverse variance weighted,12,0.99 [0.71-1.38],0.958984416403459
Chapter XI Diseases of the digestive system,Other inflammatory liver diseases,CKAP4,Cytoskeleton-associated protein 4,Inverse variance weighted,15,1.10 [0.84-1.44],0.493367305055713
Chapter XI Diseases of the digestive system,Other inflammatory liver diseases,IL12A_IL12B,Interleukin-12,Inverse variance weighted,57,1.01 [0.90-1.13],0.867553311080939
Chapter XI Diseases of the digestive system,Other inflammatory liver diseases,TGFBI,Transforming growth factor-beta-induced protein ig-h3,Inverse variance weighted,46,1.09 [0.96-1.25],0.196338727095088
Chapter XI Diseases of the digestive system,Other inflammatory liver diseases,CDH6,Cadherin-6,Inverse variance weighted,34,0.96 [0.86-1.07],0.437771896948404
Chapter XI Diseases of the digestive system,Other inflammatory liver diseases,KLRB1,Killer cell lectin-like receptor subfamily B member 1,Inverse variance weighted,19,0.92 [0.70-1.21],0.565319089015974
Chapter XI Diseases of the digestive system,Other inflammatory liver diseases,DPP6,Dipeptidyl aminopeptidase-like protein 6,Inverse variance weighted,14,0.85 [0.68-1.06],0.153607236094272
