Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,Inverse variance weighted,28,0.98 [0.92-1.05],0.642071493013891
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,CTHRC1,Collagen triple helix repeat-containing protein 1,Inverse variance weighted,10,1.05 [0.88-1.26],0.564587639475348
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,VWF,von Willebrand factor,Inverse variance weighted,8,1.02 [0.93-1.13],0.640841869248546
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,GRPEL1,"GrpE protein homolog 1, mitochondrial",Inverse variance weighted,3,1.01 [0.83-1.23],0.917031677241331
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,CCL3,C-C motif chemokine 3,Inverse variance weighted,15,0.97 [0.92-1.03],0.293476215595795
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,IL1R1,Interleukin-1 receptor type 1,Inverse variance weighted,22,0.99 [0.93-1.06],0.745906687694649
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,FSTL1,Follistatin-related protein 1,Inverse variance weighted,15,1.05 [0.96-1.16],0.300647271453342
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,GM2A,Ganglioside GM2 activator,Inverse variance weighted,26,1.01 [0.98-1.04],0.452724530875999
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,EPO,Erythropoietin,Inverse variance weighted,14,1.01 [0.94-1.08],0.810822451141939
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,COL6A3,Collagen alpha-3(VI) chain,Inverse variance weighted,5,1.02 [0.85-1.23],0.83233488427951
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,IL1RN,Interleukin-1 receptor antagonist protein,Inverse variance weighted,12,1.07 [0.96-1.18],0.201616433395091
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,KLK11,Kallikrein-11,Inverse variance weighted,19,1.02 [0.98-1.07],0.225889684541035
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,FGL1,Fibrinogen-like protein 1,Inverse variance weighted,38,1.01 [0.98-1.04],0.493785998724704
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,EPHA2,Ephrin type-A receptor 2,Inverse variance weighted,5,1.01 [0.86-1.19],0.89956102252757
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,MDK,Midkine,Inverse variance weighted,19,1.12 [1.04-1.22],0.004571957628532
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,CSF1,Macrophage colony-stimulating factor 1,Inverse variance weighted,12,1.01 [0.92-1.12],0.789958027470982
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,CA6,Carbonic anhydrase 6,Inverse variance weighted,51,0.98 [0.95-1.02],0.347811335230948
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,SIGLEC1,Sialoadhesin,Inverse variance weighted,31,1.08 [1.03-1.13],0.0006460587097513
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,TNFRSF9,Tumor necrosis factor receptor superfamily member 9,Inverse variance weighted,5,1.07 [0.84-1.36],0.609891413961675
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,EPHB6,Ephrin type-B receptor 6,Inverse variance weighted,11,1.06 [0.99-1.13],0.0832848658908891
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,CLEC6A,C-type lectin domain family 6 member A,Inverse variance weighted,13,1.11 [1.00-1.22],0.0408647533939847
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,CD48,CD48 antigen,Inverse variance weighted,32,1.00 [0.97-1.03],0.956800650606644
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,TNFSF13B,Tumor necrosis factor ligand superfamily member 13B,Inverse variance weighted,23,1.02 [0.97-1.07],0.4656376786261
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,OCLN,Occludin,Inverse variance weighted,3,1.04 [0.91-1.19],0.553373851877442
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,CHGA,Chromogranin-A,Inverse variance weighted,8,0.97 [0.89-1.04],0.385191123031704
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,DEFA1_DEFA1B,Neutrophil defensin 1,Inverse variance weighted,31,0.95 [0.89-1.02],0.179593990100793
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,PDCD1LG2,Programmed cell death 1 ligand 2,Inverse variance weighted,75,0.98 [0.96-1.01],0.126717453028513
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,Inverse variance weighted,18,1.06 [0.98-1.15],0.13441290960178
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,CA12,Carbonic anhydrase 12,Inverse variance weighted,20,1.02 [0.97-1.06],0.479098063647178
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,UMOD,Uromodulin,Inverse variance weighted,62,1.00 [0.97-1.02],0.694111754388069
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,PLAUR,Urokinase plasminogen activator surface receptor,Inverse variance weighted,10,0.99 [0.91-1.08],0.875312862102459
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,CLSTN2,Calsyntenin-2,Inverse variance weighted,38,1.00 [0.97-1.04],0.805934169611981
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,TFPI2,Tissue factor pathway inhibitor 2,Inverse variance weighted,24,0.99 [0.92-1.07],0.863101109639643
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,WFDC12,WAP four-disulfide core domain protein 12,Inverse variance weighted,59,0.99 [0.96-1.02],0.594338240937291
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,NECTIN2,Nectin-2,Inverse variance weighted,8,0.99 [0.94-1.05],0.81923331469642
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,LGALS7_LGALS7B,Galectin-7,Inverse variance weighted,24,1.01 [0.95-1.08],0.702246487831788
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,SEZ6L2,Seizure 6-like protein 2,Inverse variance weighted,14,1.03 [0.95-1.12],0.520620050151167
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,IFI30,Gamma-interferon-inducible lysosomal thiol reductase,Inverse variance weighted,19,0.98 [0.94-1.03],0.469464471919169
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,NPPB,Natriuretic peptides B,Inverse variance weighted,3,1.03 [0.93-1.14],0.529112044669497
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,PSAP,Prosaposin,Inverse variance weighted,13,0.97 [0.91-1.03],0.260764848682077
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,CD80,T-lymphocyte activation antigen CD80,Inverse variance weighted,26,1.00 [0.97-1.04],0.812044606653971
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,GCNT1,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase",Inverse variance weighted,22,1.02 [0.97-1.07],0.424475802084867
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,NPDC1,Neural proliferation differentiation and control protein 1,Inverse variance weighted,7,1.00 [0.86-1.16],0.979672335389588
Chapter XII Diseases of the skin and subcutaneous tissue,Other disorders of skin and subcutaneous tissue,NCAN,Neurocan core protein,Inverse variance weighted,23,0.98 [0.91-1.05],0.549716660091684
