Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter IX Diseases of the circulatory system,Other disorders of veins,HSPA2,Heat shock-related 70 kDa protein 2,Inverse variance weighted,2,0.83 [0.63-1.08],0.160826764377251
Chapter IX Diseases of the circulatory system,Other disorders of veins,CRIM1,Cysteine-rich motor neuron 1 protein,Inverse variance weighted,14,0.95 [0.79-1.13],0.54791088791609
Chapter IX Diseases of the circulatory system,Other disorders of veins,IGFBP4,Insulin-like growth factor-binding protein 4,Inverse variance weighted,3,1.31 [0.90-1.90],0.1595698622747
Chapter IX Diseases of the circulatory system,Other disorders of veins,HAVCR1,Hepatitis A virus cellular receptor 1,Inverse variance weighted,40,0.95 [0.88-1.01],0.117610445377739
Chapter IX Diseases of the circulatory system,Other disorders of veins,CHCHD10,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",Inverse variance weighted,4,0.99 [0.82-1.19],0.880929556080208
Chapter IX Diseases of the circulatory system,Other disorders of veins,FSTL3,Follistatin-related protein 3,Inverse variance weighted,7,1.08 [0.88-1.31],0.471443467084435
Chapter IX Diseases of the circulatory system,Other disorders of veins,CKAP4,Cytoskeleton-associated protein 4,Inverse variance weighted,15,0.99 [0.91-1.09],0.874964011903778
Chapter IX Diseases of the circulatory system,Other disorders of veins,RNASE1,Ribonuclease pancreatic,Inverse variance weighted,6,1.05 [0.91-1.20],0.531664463293256
Chapter IX Diseases of the circulatory system,Other disorders of veins,SHISA5,Protein shisa-5,Inverse variance weighted,16,1.22 [1.02-1.45],0.0253171275192624
Chapter IX Diseases of the circulatory system,Other disorders of veins,SCARB2,Lysosome membrane protein 2,Inverse variance weighted,17,1.00 [0.91-1.10],0.968137810523345
Chapter IX Diseases of the circulatory system,Other disorders of veins,ACTA2,"Actin, aortic smooth muscle",Wald ratio,1,0.92 [0.60-1.41],0.715849147658041
Chapter IX Diseases of the circulatory system,Other disorders of veins,RBFOX3,RNA binding protein fox-1 homolog 3,Inverse variance weighted,2,1.15 [0.65-2.01],0.634244739217778
Chapter IX Diseases of the circulatory system,Other disorders of veins,GDF15,Growth/differentiation factor 15,Inverse variance weighted,14,1.07 [0.90-1.28],0.435045817627998
Chapter IX Diseases of the circulatory system,Other disorders of veins,LTBR,Tumor necrosis factor receptor superfamily member 3,Inverse variance weighted,16,1.03 [0.96-1.10],0.487120369179561
Chapter IX Diseases of the circulatory system,Other disorders of veins,NTproBNP,N-terminal prohormone of brain natriuretic peptide,Inverse variance weighted,20,1.01 [0.92-1.10],0.899574348987801
Chapter IX Diseases of the circulatory system,Other disorders of veins,EFEMP1,EGF-containing fibulin-like extracellular matrix protein 1,Inverse variance weighted,9,0.84 [0.71-1.00],0.0440928743563466
Chapter IX Diseases of the circulatory system,Other disorders of veins,LTBP2,Latent-transforming growth factor beta-binding protein 2,Inverse variance weighted,18,1.03 [0.89-1.19],0.653004907774227
Chapter IX Diseases of the circulatory system,Other disorders of veins,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,Inverse variance weighted,5,0.97 [0.77-1.20],0.760018801391697
Chapter IX Diseases of the circulatory system,Other disorders of veins,ANGPT2,Angiopoietin-2,Inverse variance weighted,11,1.00 [0.80-1.24],0.973919283883919
Chapter IX Diseases of the circulatory system,Other disorders of veins,WFDC2,WAP four-disulfide core domain protein 2,Inverse variance weighted,4,1.05 [0.83-1.31],0.695518807826866
Chapter IX Diseases of the circulatory system,Other disorders of veins,EPHB4,Ephrin type-B receptor 4,Inverse variance weighted,11,1.00 [0.91-1.11],0.998818787802029
Chapter IX Diseases of the circulatory system,Other disorders of veins,FABP3,"Fatty acid-binding protein, heart",Inverse variance weighted,10,1.11 [0.94-1.30],0.223890534904303
Chapter IX Diseases of the circulatory system,Other disorders of veins,EPHA2,Ephrin type-A receptor 2,Inverse variance weighted,5,1.13 [0.90-1.42],0.296610224851835
Chapter IX Diseases of the circulatory system,Other disorders of veins,SPON1,Spondin-1,Inverse variance weighted,25,1.04 [0.96-1.12],0.339088819512785
Chapter IX Diseases of the circulatory system,Other disorders of veins,TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,Inverse variance weighted,9,1.08 [0.93-1.26],0.326044969821353
Chapter IX Diseases of the circulatory system,Other disorders of veins,MAMDC2,MAM domain-containing protein 2,Inverse variance weighted,22,1.00 [0.92-1.08],0.93243363221966
Chapter IX Diseases of the circulatory system,Other disorders of veins,YAP1,Transcriptional coactivator YAP1,Inverse variance weighted,10,1.17 [0.98-1.40],0.0880872328060476
Chapter IX Diseases of the circulatory system,Other disorders of veins,COL6A3,Collagen alpha-3(VI) chain,Inverse variance weighted,5,0.73 [0.57-0.95],0.0188903457545981
Chapter IX Diseases of the circulatory system,Other disorders of veins,PGF,Placenta growth factor,Inverse variance weighted,8,1.05 [0.86-1.28],0.65798043190399
Chapter IX Diseases of the circulatory system,Other disorders of veins,EDA2R,Tumor necrosis factor receptor superfamily member 27,Inverse variance weighted,12,0.93 [0.74-1.18],0.560919260291198
Chapter IX Diseases of the circulatory system,Other disorders of veins,CLEC14A,C-type lectin domain family 14 member A,Inverse variance weighted,4,0.93 [0.77-1.11],0.40360035275829
Chapter IX Diseases of the circulatory system,Other disorders of veins,CLMP,CXADR-like membrane protein,Inverse variance weighted,15,0.98 [0.92-1.05],0.633087851335515
Chapter IX Diseases of the circulatory system,Other disorders of veins,C1QA,Complement C1q subcomponent subunit A,Inverse variance weighted,36,1.04 [0.98-1.10],0.219815981623653
Chapter IX Diseases of the circulatory system,Other disorders of veins,CD302,CD302 antigen,Inverse variance weighted,17,0.97 [0.89-1.05],0.463803150193421
Chapter IX Diseases of the circulatory system,Other disorders of veins,CTHRC1,Collagen triple helix repeat-containing protein 1,Inverse variance weighted,10,1.05 [0.77-1.45],0.748642346651304
Chapter IX Diseases of the circulatory system,Other disorders of veins,PIK3IP1,Phosphoinositide-3-kinase-interacting protein 1,Inverse variance weighted,17,1.00 [0.92-1.07],0.907297941216157
Chapter IX Diseases of the circulatory system,Other disorders of veins,LAYN,Layilin,Inverse variance weighted,23,0.94 [0.88-1.02],0.134449938570814
Chapter IX Diseases of the circulatory system,Other disorders of veins,HSPB6,Heat shock protein beta-6,Inverse variance weighted,5,1.36 [1.08-1.72],0.0093136954777441
Chapter IX Diseases of the circulatory system,Other disorders of veins,TNFRSF12A,Tumor necrosis factor receptor superfamily member 12A,Inverse variance weighted,4,0.89 [0.71-1.12],0.336910010797463
Chapter IX Diseases of the circulatory system,Other disorders of veins,IGFBP7,Insulin-like growth factor-binding protein 7,Inverse variance weighted,23,0.97 [0.91-1.04],0.354172540643506
Chapter IX Diseases of the circulatory system,Other disorders of veins,VSIG4,V-set and immunoglobulin domain-containing protein 4,Inverse variance weighted,12,0.95 [0.80-1.13],0.55479954966289
Chapter IX Diseases of the circulatory system,Other disorders of veins,NCR3LG1,Natural cytotoxicity triggering receptor 3 ligand 1,Inverse variance weighted,41,0.96 [0.89-1.03],0.236903015072091
Chapter IX Diseases of the circulatory system,Other disorders of veins,CKB,Creatine kinase B-type,Inverse variance weighted,11,1.08 [0.89-1.30],0.426510262523583
Chapter IX Diseases of the circulatory system,Other disorders of veins,TGFBR2,TGF-beta receptor type-2,Inverse variance weighted,11,0.95 [0.80-1.14],0.605308566689723
