Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",CLEC6A,C-type lectin domain family 6 member A,Inverse variance weighted,13,1.14 [1.00-1.30],0.055681751393442
Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",TFF3,Trefoil factor 3,Inverse variance weighted,10,1.07 [0.92-1.25],0.39512855627102
Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",CST3,Cystatin-C,Inverse variance weighted,13,1.03 [0.97-1.10],0.351716392226155
Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",SERPIND1,Heparin cofactor 2,Inverse variance weighted,35,1.04 [0.98-1.11],0.194227464078441
Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",CXADR,Coxsackievirus and adenovirus receptor,Inverse variance weighted,13,0.99 [0.87-1.12],0.883861450016102
Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",TIMP4,Metalloproteinase inhibitor 4,Inverse variance weighted,24,0.95 [0.91-1.00],0.0483697774776871
Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",CLEC5A,C-type lectin domain family 5 member A,Inverse variance weighted,18,1.01 [0.95-1.06],0.804192065375934
Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",GSN,Gelsolin,Inverse variance weighted,7,0.96 [0.83-1.11],0.582171147093131
Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",DMP1,Dentin matrix acidic phosphoprotein 1,Inverse variance weighted,17,0.98 [0.88-1.10],0.748337390752519
Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",ENPP5,Ectonucleotide pyrophosphatase/phosphodiesterase family member 5,Inverse variance weighted,55,0.97 [0.95-0.99],0.0022496529711124
Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",ANGPTL4,Angiopoietin-related protein 4,Inverse variance weighted,8,1.05 [0.98-1.11],0.150568365647815
Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",DEFB4A_DEFB4B,Beta-defensin 4A,Inverse variance weighted,10,0.96 [0.81-1.14],0.612724403046612
Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",GFRAL,GDNF family receptor alpha-like,Inverse variance weighted,54,0.99 [0.96-1.02],0.512665136639529
Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",SIT1,Signaling threshold-regulating transmembrane adapter 1,Inverse variance weighted,7,0.99 [0.85-1.15],0.897887848769357
Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",WFDC12,WAP four-disulfide core domain protein 12,Inverse variance weighted,59,1.02 [0.97-1.06],0.428558954633606
Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",RNASET2,Ribonuclease T2,Inverse variance weighted,25,1.04 [0.99-1.08],0.124553812016697
Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",FUT3_FUT5,3-galactosyl-N-acetylglucosaminide 4-alpha-L-fucosyltransferase FUT3_4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase FUT5,Inverse variance weighted,48,1.02 [0.98-1.05],0.353775307106116
Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",PGLYRP1,Peptidoglycan recognition protein 1,Inverse variance weighted,24,0.96 [0.90-1.03],0.265287966067564
Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",MME,Neprilysin,Inverse variance weighted,49,1.01 [0.97-1.06],0.557762443311031
Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",SERPINA3,Alpha-1-antichymotrypsin,Inverse variance weighted,13,0.95 [0.88-1.03],0.235560615869212
Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",CRELD1,Protein disulfide isomerase CRELD1,Inverse variance weighted,41,1.02 [0.99-1.04],0.238327057697404
Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",DDAH1,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1",Inverse variance weighted,10,0.93 [0.84-1.02],0.13151244587466
Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",NT5E,5'-nucleotidase,Inverse variance weighted,64,0.98 [0.95-1.01],0.188023266276178
Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",TIMP1,Metalloproteinase inhibitor 1,Inverse variance weighted,2,1.05 [0.81-1.35],0.732858156566383
Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",GDF15,Growth/differentiation factor 15,Inverse variance weighted,14,1.05 [0.93-1.19],0.416848950798625
Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",IL6,Interleukin-6,Inverse variance weighted,6,0.92 [0.83-1.03],0.161253696315309
Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",OSCAR,Osteoclast-associated immunoglobulin-like receptor,Inverse variance weighted,31,0.99 [0.96-1.02],0.457813397373568
Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",VSIG2,V-set and immunoglobulin domain-containing protein 2,Inverse variance weighted,5,0.95 [0.87-1.05],0.342199539512809
Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",FASLG,Tumor necrosis factor ligand superfamily member 6,Inverse variance weighted,54,0.98 [0.92-1.06],0.661399241670767
Chapter V Mental and behavioural disorders,"Substance abuse, excluding more controls",FCRLB,Fc receptor-like B,Inverse variance weighted,65,1.00 [0.98-1.03],0.750405709914357
