Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Acute gastritis,DLL1,Delta-like protein 1,Inverse variance weighted,13,0.78 [0.61-1.00],0.0465917772753452
Chapter XI Diseases of the digestive system,Acute gastritis,SHISA5,Protein shisa-5,Inverse variance weighted,16,0.77 [0.54-1.08],0.129483098571463
Chapter XI Diseases of the digestive system,Acute gastritis,CHGA,Chromogranin-A,Inverse variance weighted,8,1.50 [1.13-2.00],0.0054122481189956
Chapter XI Diseases of the digestive system,Acute gastritis,CD302,CD302 antigen,Inverse variance weighted,17,0.98 [0.82-1.18],0.833040228114772
Chapter XI Diseases of the digestive system,Acute gastritis,VSIG2,V-set and immunoglobulin domain-containing protein 2,Inverse variance weighted,5,0.96 [0.74-1.24],0.750904547033603
Chapter XI Diseases of the digestive system,Acute gastritis,HAVCR2,Hepatitis A virus cellular receptor 2,Inverse variance weighted,13,1.03 [0.95-1.11],0.482085554520622
Chapter XI Diseases of the digestive system,Acute gastritis,PLAUR,Urokinase plasminogen activator surface receptor,Inverse variance weighted,10,1.10 [0.82-1.48],0.523816013855464
Chapter XI Diseases of the digestive system,Acute gastritis,NECTIN2,Nectin-2,Inverse variance weighted,8,1.09 [0.92-1.28],0.319468829054732
Chapter XI Diseases of the digestive system,Acute gastritis,GDF15,Growth/differentiation factor 15,Inverse variance weighted,14,0.84 [0.60-1.19],0.328871671440697
Chapter XI Diseases of the digestive system,Acute gastritis,TGFBR2,TGF-beta receptor type-2,Inverse variance weighted,11,0.87 [0.58-1.29],0.48113940530651
Chapter XI Diseases of the digestive system,Acute gastritis,IGFBP7,Insulin-like growth factor-binding protein 7,Inverse variance weighted,23,1.12 [0.97-1.30],0.114109195791637
Chapter XI Diseases of the digestive system,Acute gastritis,DSC2,Desmocollin-2,Inverse variance weighted,16,0.81 [0.68-0.96],0.0136719403608606
Chapter XI Diseases of the digestive system,Acute gastritis,EPHA2,Ephrin type-A receptor 2,Inverse variance weighted,5,1.35 [0.71-2.54],0.358867030511968
Chapter XI Diseases of the digestive system,Acute gastritis,GAST,Gastrin,Inverse variance weighted,9,1.11 [0.80-1.52],0.539353686278343
Chapter XI Diseases of the digestive system,Acute gastritis,AREG,Amphiregulin,Inverse variance weighted,7,1.47 [1.01-2.14],0.0438956026063363
