Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Ventral hernia,RNF149,E3 ubiquitin-protein ligase RNF149,Inverse variance weighted,10,0.98 [0.88-1.08],0.636475559712206
Chapter XI Diseases of the digestive system,Ventral hernia,TFF3,Trefoil factor 3,Inverse variance weighted,10,1.02 [0.85-1.24],0.801384418565886
Chapter XI Diseases of the digestive system,Ventral hernia,SHISA5,Protein shisa-5,Inverse variance weighted,16,0.91 [0.75-1.11],0.367586196069119
Chapter XI Diseases of the digestive system,Ventral hernia,AREG,Amphiregulin,Inverse variance weighted,7,0.96 [0.79-1.16],0.683852478478225
Chapter XI Diseases of the digestive system,Ventral hernia,VSIG2,V-set and immunoglobulin domain-containing protein 2,Inverse variance weighted,5,0.93 [0.80-1.07],0.295038273602407
Chapter XI Diseases of the digestive system,Ventral hernia,CHGA,Chromogranin-A,Inverse variance weighted,8,1.01 [0.87-1.17],0.908646246378438
Chapter XI Diseases of the digestive system,Ventral hernia,GAST,Gastrin,Inverse variance weighted,9,0.90 [0.75-1.07],0.237797506179512
Chapter XI Diseases of the digestive system,Ventral hernia,SPINK1,Serine protease inhibitor Kazal-type 1,Inverse variance weighted,28,1.04 [0.98-1.10],0.191750487439203
Chapter XI Diseases of the digestive system,Ventral hernia,EFNA4,Ephrin-A4,Inverse variance weighted,5,1.01 [0.79-1.29],0.933088479303621
Chapter XI Diseases of the digestive system,Ventral hernia,TNFRSF10B,Tumor necrosis factor receptor superfamily member 10B,Inverse variance weighted,17,1.05 [0.96-1.14],0.30076010778481
Chapter XI Diseases of the digestive system,Ventral hernia,RNASE6,Ribonuclease K6,Inverse variance weighted,20,1.03 [0.96-1.11],0.384423627433623
Chapter XI Diseases of the digestive system,Ventral hernia,MMP12,Macrophage metalloelastase,Inverse variance weighted,21,1.01 [0.96-1.06],0.607975145181844
Chapter XI Diseases of the digestive system,Ventral hernia,CD27,CD27 antigen,Inverse variance weighted,18,1.02 [0.93-1.11],0.730863872859682
Chapter XI Diseases of the digestive system,Ventral hernia,FGF23,Fibroblast growth factor 23,Inverse variance weighted,17,0.89 [0.77-1.03],0.123114555794428
Chapter XI Diseases of the digestive system,Ventral hernia,GDF15,Growth/differentiation factor 15,Inverse variance weighted,14,0.95 [0.79-1.14],0.569446211282268
Chapter XI Diseases of the digestive system,Ventral hernia,IGFBP2,Insulin-like growth factor-binding protein 2,Inverse variance weighted,13,1.00 [0.78-1.29],0.974415878191264
