Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter IX Diseases of the circulatory system,Secondary right heart disease,NT5C1A,Cytosolic 5'-nucleotidase 1A,Inverse variance weighted,4,0.94 [0.56-1.58],0.81488805161191
Chapter IX Diseases of the circulatory system,Secondary right heart disease,GFRA1,GDNF family receptor alpha-1,Inverse variance weighted,10,1.00 [0.70-1.43],0.978912315438378
Chapter IX Diseases of the circulatory system,Secondary right heart disease,IL12A_IL12B,Interleukin-12,Inverse variance weighted,57,0.90 [0.79-1.04],0.143084705085557
Chapter IX Diseases of the circulatory system,Secondary right heart disease,CSF1,Macrophage colony-stimulating factor 1,Inverse variance weighted,12,0.90 [0.64-1.26],0.53779209017937
Chapter IX Diseases of the circulatory system,Secondary right heart disease,SCARF1,Scavenger receptor class F member 1,Inverse variance weighted,14,0.98 [0.76-1.27],0.873921472861031
Chapter IX Diseases of the circulatory system,Secondary right heart disease,AMIGO2,Amphoterin-induced protein 2,Inverse variance weighted,26,1.11 [0.82-1.49],0.510031111973147
Chapter IX Diseases of the circulatory system,Secondary right heart disease,PPP1R14D,Protein phosphatase 1 regulatory subunit 14D,Wald ratio,1,1.30 [0.32-5.30],0.71743150756689
Chapter IX Diseases of the circulatory system,Secondary right heart disease,RNASE1,Ribonuclease pancreatic,Inverse variance weighted,6,1.09 [0.71-1.66],0.702162409412352
Chapter IX Diseases of the circulatory system,Secondary right heart disease,MSLN,Mesothelin,Inverse variance weighted,36,0.77 [0.67-0.88],9.14767866677793e-05
Chapter IX Diseases of the circulatory system,Secondary right heart disease,GPKOW,G-patch domain and KOW motifs-containing protein,Inverse variance weighted,2,2.38 [0.68-8.37],0.176738252682281
Chapter IX Diseases of the circulatory system,Secondary right heart disease,GSR,"Glutathione reductase, mitochondrial",Wald ratio,1,1.10 [0.83-1.45],0.524302982937603
Chapter IX Diseases of the circulatory system,Secondary right heart disease,SLAMF8,SLAM family member 8,Inverse variance weighted,28,0.96 [0.86-1.07],0.447155929350024
Chapter IX Diseases of the circulatory system,Secondary right heart disease,MB,Myoglobin,Inverse variance weighted,10,1.51 [0.88-2.59],0.13625729817599
