Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,MATN3,Matrilin-3,Inverse variance weighted,32,0.99 [0.96-1.02],0.490397146500492
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,GPNMB,Transmembrane glycoprotein NMB,Inverse variance weighted,22,0.99 [0.98-1.00],0.126766622300827
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,EDN1,Endothelin-1,Inverse variance weighted,3,1.02 [0.95-1.09],0.611444900625032
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,MMP3,Stromelysin-1,Inverse variance weighted,35,1.00 [0.96-1.03],0.805687652730917
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,EPHB4,Ephrin type-B receptor 4,Inverse variance weighted,11,1.06 [0.99-1.13],0.097085763379475
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,CD276,CD276 antigen,Inverse variance weighted,47,1.00 [0.97-1.02],0.792534435413309
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,CCN4,CCN family member 4,Inverse variance weighted,40,1.00 [0.97-1.03],0.948771444510073
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,WFDC2,WAP four-disulfide core domain protein 2,Inverse variance weighted,4,0.98 [0.84-1.13],0.764220964163346
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,CTSL,Cathepsin L1,Inverse variance weighted,29,1.01 [0.94-1.07],0.865537402687759
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,CD74,HLA class II histocompatibility antigen gamma chain,Inverse variance weighted,8,0.98 [0.91-1.05],0.556690937544577
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,RNASE6,Ribonuclease K6,Inverse variance weighted,20,1.01 [0.99-1.04],0.337508262026737
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,TREM2,Triggering receptor expressed on myeloid cells 2,Inverse variance weighted,39,0.99 [0.96-1.02],0.471252661990399
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,HJV,Hemojuvelin,Inverse variance weighted,3,0.99 [0.89-1.10],0.815540004634211
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,MB,Myoglobin,Inverse variance weighted,10,1.08 [0.94-1.23],0.264079072156086
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,CD99,CD99 antigen,Inverse variance weighted,4,1.05 [0.91-1.20],0.507337848246985
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,LRRN1,Leucine-rich repeat neuronal protein 1,Inverse variance weighted,41,1.01 [0.98-1.05],0.57103153746004
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,IL15,Interleukin-15,Inverse variance weighted,35,0.96 [0.92-1.00],0.0595486000614743
