Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,SMOC1,SPARC-related modular calcium-binding protein 1,Inverse variance weighted,27,0.97 [0.91-1.03],0.355115403905485
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,CSTB,Cystatin-B,Inverse variance weighted,25,0.99 [0.96-1.03],0.693593623253219
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,ESAM,Endothelial cell-selective adhesion molecule,Inverse variance weighted,5,0.92 [0.84-1.01],0.0911280821944602
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,ERBB4,Receptor tyrosine-protein kinase erbB-4,Inverse variance weighted,24,0.92 [0.84-1.01],0.0899161727026552
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,RBP5,Retinol-binding protein 5,Inverse variance weighted,5,0.98 [0.78-1.24],0.880197528809206
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,ADGRD1,Adhesion G-protein coupled receptor D1,Inverse variance weighted,36,1.02 [0.99-1.05],0.301958182263583
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,TCTN3,Tectonic-3,Inverse variance weighted,53,1.01 [0.98-1.04],0.467917374376168
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,LECT2,Leukocyte cell-derived chemotaxin-2,Inverse variance weighted,53,0.99 [0.97-1.02],0.532024841419976
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,LRTM2,Leucine-rich repeat and transmembrane domain-containing protein 2,Inverse variance weighted,3,1.04 [0.91-1.19],0.56544333982084
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,ANGPT2,Angiopoietin-2,Inverse variance weighted,11,0.98 [0.92-1.05],0.624405967630829
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,Inverse variance weighted,28,0.99 [0.95-1.04],0.677823040195459
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,LRIG1,Leucine-rich repeats and immunoglobulin-like domains protein 1,Inverse variance weighted,40,0.98 [0.95-1.01],0.224056757480224
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,DCN,Decorin,Inverse variance weighted,3,0.94 [0.47-1.86],0.853799861600121
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,TMSB10,Thymosin beta-10,Wald ratio,1,0.78 [0.58-1.05],0.0988905088625076
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,WFDC12,WAP four-disulfide core domain protein 12,Inverse variance weighted,59,1.00 [0.97-1.03],0.966927477463775
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Polyarthropathies,LILRB2,Leukocyte immunoglobulin-like receptor subfamily B member 2,Inverse variance weighted,35,1.01 [0.99-1.03],0.464883792691632
