Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,RBP5,Retinol-binding protein 5,Inverse variance weighted,5,0.98 [0.88-1.10],0.780089775471306
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,LGALS1,Galectin-1,Inverse variance weighted,7,1.01 [0.97-1.06],0.498345993582599
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,TFF1,Trefoil factor 1,Inverse variance weighted,14,0.99 [0.95-1.03],0.642543400583605
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,DPY30,Protein dpy-30 homolog,Inverse variance weighted,2,0.95 [0.77-1.18],0.665529324288179
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,TNFRSF13B,Tumor necrosis factor receptor superfamily member 13B,Inverse variance weighted,15,0.99 [0.94-1.05],0.855546070222521
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,CNTN5,Contactin-5,Inverse variance weighted,53,0.99 [0.97-1.01],0.539554596854765
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,Inverse variance weighted,9,1.15 [1.05-1.25],0.0025727894105197
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,ALCAM,CD166 antigen,Inverse variance weighted,11,1.03 [0.96-1.10],0.444849564799492
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,DPP4,Dipeptidyl peptidase 4,Inverse variance weighted,16,0.97 [0.92-1.03],0.295271260233231
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,TIMP1,Metalloproteinase inhibitor 1,Inverse variance weighted,2,1.09 [0.91-1.31],0.341194564443296
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,CSF3R,Granulocyte colony-stimulating factor receptor,Inverse variance weighted,17,0.99 [0.97-1.01],0.393455421616138
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,CA12,Carbonic anhydrase 12,Inverse variance weighted,20,1.02 [0.99-1.06],0.216095549992572
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,SIGLEC10,Sialic acid-binding Ig-like lectin 10,Inverse variance weighted,22,1.01 [0.98-1.04],0.580691236115209
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,PRSS8,Prostasin,Inverse variance weighted,19,1.00 [0.94-1.05],0.889576912879597
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,MMP3,Stromelysin-1,Inverse variance weighted,35,1.01 [0.97-1.04],0.689097063329021
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,C1QA,Complement C1q subcomponent subunit A,Inverse variance weighted,36,1.01 [0.97-1.04],0.757036913145172
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,CD274,Programmed cell death 1 ligand 1,Inverse variance weighted,25,0.98 [0.95-1.01],0.228508404574408
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,CD160,CD160 antigen,Inverse variance weighted,36,0.98 [0.95-1.01],0.159461047900107
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,EGFR,Epidermal growth factor receptor,Inverse variance weighted,15,1.00 [0.91-1.10],0.993570691498407
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,ZBTB17,Zinc finger and BTB domain-containing protein 17,Inverse variance weighted,2,0.90 [0.77-1.06],0.225859828647829
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,CLEC6A,C-type lectin domain family 6 member A,Inverse variance weighted,13,1.05 [0.98-1.12],0.155092306892465
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,CD83,CD83 antigen,Inverse variance weighted,19,0.95 [0.90-1.01],0.128658536318325
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,RNASET2,Ribonuclease T2,Inverse variance weighted,25,1.01 [0.98-1.04],0.707307143274683
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,VWC2,Brorin,Inverse variance weighted,35,0.99 [0.96-1.02],0.599991303696221
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,IGFBPL1,Insulin-like growth factor-binding protein-like 1,Inverse variance weighted,23,1.01 [0.98-1.04],0.364025585803724
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,CRH,Corticoliberin,Inverse variance weighted,62,1.00 [0.98-1.03],0.946650701645068
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,CPXM2,Inactive carboxypeptidase-like protein X2,Inverse variance weighted,26,0.99 [0.96-1.02],0.410384718015146
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,ORM1,Alpha-1-acid glycoprotein 1,Inverse variance weighted,21,1.00 [0.97-1.04],0.925029084885464
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,KLRB1,Killer cell lectin-like receptor subfamily B member 1,Inverse variance weighted,19,0.97 [0.92-1.02],0.280323756857217
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,THBD,Thrombomodulin,Inverse variance weighted,16,1.00 [0.94-1.06],0.939221180328226
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,EDA2R,Tumor necrosis factor receptor superfamily member 27,Inverse variance weighted,12,0.98 [0.88-1.09],0.725166508475741
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,MMP7,Matrilysin,Inverse variance weighted,15,1.01 [0.96-1.06],0.779671622609538
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,ACVRL1,Serine/threonine-protein kinase receptor R3,Inverse variance weighted,16,1.00 [0.97-1.03],0.948918625288362
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,GPR37,Prosaposin receptor GPR37,Inverse variance weighted,62,0.99 [0.97-1.00],0.140690530288893
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,NCR1,Natural cytotoxicity triggering receptor 1,Inverse variance weighted,35,0.99 [0.96-1.03],0.762464063426147
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,SUSD4,Sushi domain-containing protein 4,Inverse variance weighted,15,0.98 [0.93-1.04],0.596099349694389
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,CD300E,CMRF35-like molecule 2,Inverse variance weighted,36,0.98 [0.96-1.01],0.232875387966619
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,LILRA5,Leukocyte immunoglobulin-like receptor subfamily A member 5,Inverse variance weighted,30,1.02 [0.97-1.07],0.478983251097851
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,TNFRSF6B,Tumor necrosis factor receptor superfamily member 6B,Inverse variance weighted,26,0.98 [0.95-1.01],0.144116890799358
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,PILRA,Paired immunoglobulin-like type 2 receptor alpha,Inverse variance weighted,61,0.98 [0.96-0.99],0.0096364626276291
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,MERTK,Tyrosine-protein kinase Mer,Inverse variance weighted,31,0.99 [0.96-1.03],0.674249738798009
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,SIRPB1,Signal-regulatory protein beta-1,Inverse variance weighted,34,0.99 [0.96-1.01],0.323428768011227
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,SEPTIN8,Septin-8,Inverse variance weighted,6,0.97 [0.90-1.05],0.474608592179264
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,RSPO3,R-spondin-3,Inverse variance weighted,11,1.01 [0.92-1.12],0.759348244071004
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,OGN,Mimecan,Inverse variance weighted,37,0.98 [0.96-1.01],0.289031261295374
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,MPO,Myeloperoxidase,Inverse variance weighted,26,0.99 [0.96-1.01],0.322182019270881
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,MMP10,Stromelysin-2,Inverse variance weighted,30,1.01 [0.97-1.04],0.614728099293024
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,ADM,Pro-adrenomedullin,Inverse variance weighted,4,1.07 [1.00-1.14],0.0527068753338957
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,SPON2,Spondin-2,Inverse variance weighted,8,1.00 [0.95-1.05],0.960733742216929
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,IL2RA,Interleukin-2 receptor subunit alpha,Inverse variance weighted,29,1.00 [0.97-1.03],0.944578861815999
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,SEL1L,Protein sel-1 homolog 1,Wald ratio,1,0.99 [0.94-1.03],0.599533894848387
Chapter XIV Diseases of the genitourinary system,Other diseases of urinary system,NT5C1A,Cytosolic 5'-nucleotidase 1A,Inverse variance weighted,4,0.87 [0.74-1.03],0.103623739550011
