Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter IX Diseases of the circulatory system,Other diseases of pericardium,LTBP2,Latent-transforming growth factor beta-binding protein 2,Inverse variance weighted,18,0.95 [0.64-1.42],0.802771325181608
Chapter IX Diseases of the circulatory system,Other diseases of pericardium,IGFBP4,Insulin-like growth factor-binding protein 4,Inverse variance weighted,3,0.74 [0.23-2.42],0.623954842933016
Chapter IX Diseases of the circulatory system,Other diseases of pericardium,SCARB2,Lysosome membrane protein 2,Inverse variance weighted,17,0.92 [0.69-1.23],0.569362888906764
Chapter IX Diseases of the circulatory system,Other diseases of pericardium,PLAUR,Urokinase plasminogen activator surface receptor,Inverse variance weighted,10,0.83 [0.57-1.22],0.344949703992688
Chapter IX Diseases of the circulatory system,Other diseases of pericardium,RBFOX3,RNA binding protein fox-1 homolog 3,Inverse variance weighted,2,1.04 [0.12-9.31],0.975062520063485
Chapter IX Diseases of the circulatory system,Other diseases of pericardium,ADM,Pro-adrenomedullin,Inverse variance weighted,4,1.39 [0.91-2.12],0.129123771725094
Chapter IX Diseases of the circulatory system,Other diseases of pericardium,VSIG4,V-set and immunoglobulin domain-containing protein 4,Inverse variance weighted,12,1.60 [0.92-2.79],0.0986978405384374
Chapter IX Diseases of the circulatory system,Other diseases of pericardium,YAP1,Transcriptional coactivator YAP1,Inverse variance weighted,10,0.72 [0.48-1.08],0.115325301206957
Chapter IX Diseases of the circulatory system,Other diseases of pericardium,RELT,Tumor necrosis factor receptor superfamily member 19L,Inverse variance weighted,19,1.01 [0.84-1.22],0.910193774037623
Chapter IX Diseases of the circulatory system,Other diseases of pericardium,ANGPT2,Angiopoietin-2,Inverse variance weighted,11,0.91 [0.65-1.28],0.586915898951888
Chapter IX Diseases of the circulatory system,Other diseases of pericardium,TNFRSF4,Tumor necrosis factor receptor superfamily member 4,Inverse variance weighted,15,1.21 [0.85-1.72],0.288054453223281
Chapter IX Diseases of the circulatory system,Other diseases of pericardium,CD79B,B-cell antigen receptor complex-associated protein beta chain,Inverse variance weighted,21,0.85 [0.64-1.14],0.290742729101024
Chapter IX Diseases of the circulatory system,Other diseases of pericardium,TNFRSF9,Tumor necrosis factor receptor superfamily member 9,Inverse variance weighted,5,0.95 [0.37-2.42],0.910748621572349
Chapter IX Diseases of the circulatory system,Other diseases of pericardium,EPHA2,Ephrin type-A receptor 2,Inverse variance weighted,5,0.88 [0.42-1.83],0.723199426480948
Chapter IX Diseases of the circulatory system,Other diseases of pericardium,CD80,T-lymphocyte activation antigen CD80,Inverse variance weighted,26,0.99 [0.84-1.16],0.893127859679536
Chapter IX Diseases of the circulatory system,Other diseases of pericardium,CD300E,CMRF35-like molecule 2,Inverse variance weighted,36,1.07 [0.89-1.28],0.475368756560897
Chapter IX Diseases of the circulatory system,Other diseases of pericardium,COL18A1,Collagen alpha-1(XVIII) chain,Inverse variance weighted,17,0.87 [0.64-1.19],0.37841113144649
Chapter IX Diseases of the circulatory system,Other diseases of pericardium,EDA2R,Tumor necrosis factor receptor superfamily member 27,Inverse variance weighted,12,0.71 [0.31-1.62],0.416062586689064
Chapter IX Diseases of the circulatory system,Other diseases of pericardium,IGFBP7,Insulin-like growth factor-binding protein 7,Inverse variance weighted,23,1.13 [0.91-1.39],0.264382645061765
Chapter IX Diseases of the circulatory system,Other diseases of pericardium,ACVRL1,Serine/threonine-protein kinase receptor R3,Inverse variance weighted,16,0.97 [0.81-1.17],0.782782136751292
Chapter IX Diseases of the circulatory system,Other diseases of pericardium,TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,Inverse variance weighted,9,1.16 [0.54-2.52],0.70137590781662
Chapter IX Diseases of the circulatory system,Other diseases of pericardium,EFNA4,Ephrin-A4,Inverse variance weighted,5,0.84 [0.45-1.58],0.590492705644816
Chapter IX Diseases of the circulatory system,Other diseases of pericardium,MAMDC2,MAM domain-containing protein 2,Inverse variance weighted,22,1.10 [0.86-1.41],0.445295954151078
Chapter IX Diseases of the circulatory system,Other diseases of pericardium,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,Inverse variance weighted,5,1.37 [0.59-3.19],0.466503615772945
Chapter IX Diseases of the circulatory system,Other diseases of pericardium,GDF15,Growth/differentiation factor 15,Inverse variance weighted,14,1.11 [0.71-1.73],0.648942191930902
Chapter IX Diseases of the circulatory system,Other diseases of pericardium,SHISA5,Protein shisa-5,Inverse variance weighted,16,1.71 [1.04-2.83],0.0356942836804971
Chapter IX Diseases of the circulatory system,Other diseases of pericardium,LMNB2,Lamin-B2,Inverse variance weighted,9,1.27 [0.68-2.36],0.448063810790182
Chapter IX Diseases of the circulatory system,Other diseases of pericardium,PGF,Placenta growth factor,Inverse variance weighted,8,1.01 [0.55-1.87],0.977966668016819
Chapter IX Diseases of the circulatory system,Other diseases of pericardium,CD27,CD27 antigen,Inverse variance weighted,18,0.94 [0.75-1.18],0.583081701483794
Chapter IX Diseases of the circulatory system,Other diseases of pericardium,OGN,Mimecan,Inverse variance weighted,37,1.04 [0.88-1.23],0.631495144980482
Chapter IX Diseases of the circulatory system,Other diseases of pericardium,CLEC5A,C-type lectin domain family 5 member A,Inverse variance weighted,18,0.85 [0.68-1.06],0.142402812037229
Chapter IX Diseases of the circulatory system,Other diseases of pericardium,TNFRSF19,Tumor necrosis factor receptor superfamily member 19,Inverse variance weighted,18,1.07 [0.85-1.33],0.579448447895146
Chapter IX Diseases of the circulatory system,Other diseases of pericardium,NPPB,Natriuretic peptides B,Inverse variance weighted,3,1.35 [0.71-2.56],0.358854055574215
Chapter IX Diseases of the circulatory system,Other diseases of pericardium,CD302,CD302 antigen,Inverse variance weighted,17,0.90 [0.71-1.14],0.379332648775312
Chapter IX Diseases of the circulatory system,Other diseases of pericardium,EDN1,Endothelin-1,Inverse variance weighted,3,0.81 [0.56-1.18],0.273913263241461
Chapter IX Diseases of the circulatory system,Other diseases of pericardium,LILRB4,Leukocyte immunoglobulin-like receptor subfamily B member 4,Inverse variance weighted,17,0.87 [0.57-1.34],0.53200716733683
Chapter IX Diseases of the circulatory system,Other diseases of pericardium,LAIR1,Leukocyte-associated immunoglobulin-like receptor 1,Inverse variance weighted,18,1.16 [0.93-1.45],0.19927159289109
Chapter IX Diseases of the circulatory system,Other diseases of pericardium,NTproBNP,N-terminal prohormone of brain natriuretic peptide,Inverse variance weighted,20,1.24 [0.96-1.59],0.09397939644777
Chapter IX Diseases of the circulatory system,Other diseases of pericardium,IL6,Interleukin-6,Inverse variance weighted,6,1.29 [0.90-1.85],0.164395595590275
Chapter IX Diseases of the circulatory system,Other diseases of pericardium,OCLN,Occludin,Inverse variance weighted,3,0.86 [0.42-1.74],0.668156959219303
Chapter IX Diseases of the circulatory system,Other diseases of pericardium,AREG,Amphiregulin,Inverse variance weighted,7,1.18 [0.75-1.84],0.480529784569175
Chapter IX Diseases of the circulatory system,Other diseases of pericardium,NPC2,NPC intracellular cholesterol transporter 2,Inverse variance weighted,15,1.02 [0.77-1.34],0.899546074900919
