Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter X Diseases of the respiratory system,Viral pneumonia,SPINK1,Serine protease inhibitor Kazal-type 1,Inverse variance weighted,28,1.01 [0.92-1.12],0.811049869485252
Chapter X Diseases of the respiratory system,Viral pneumonia,TNFRSF6B,Tumor necrosis factor receptor superfamily member 6B,Inverse variance weighted,26,1.09 [0.98-1.22],0.0988694050409518
Chapter X Diseases of the respiratory system,Viral pneumonia,CD274,Programmed cell death 1 ligand 1,Inverse variance weighted,25,1.07 [0.95-1.20],0.267569469829267
Chapter X Diseases of the respiratory system,Viral pneumonia,NOS3,"Nitric oxide synthase, endothelial",Inverse variance weighted,5,1.23 [0.80-1.90],0.350976215959094
Chapter X Diseases of the respiratory system,Viral pneumonia,BMPER,BMP-binding endothelial regulator protein,Inverse variance weighted,13,1.01 [0.87-1.17],0.887381429303728
Chapter X Diseases of the respiratory system,Viral pneumonia,TFF3,Trefoil factor 3,Inverse variance weighted,10,0.99 [0.74-1.33],0.960864569564447
Chapter X Diseases of the respiratory system,Viral pneumonia,RNASE1,Ribonuclease pancreatic,Inverse variance weighted,6,1.11 [0.91-1.37],0.305644672315242
Chapter X Diseases of the respiratory system,Viral pneumonia,CDCP1,CUB domain-containing protein 1,Inverse variance weighted,23,0.99 [0.85-1.14],0.840779431505379
Chapter X Diseases of the respiratory system,Viral pneumonia,PRAP1,Proline-rich acidic protein 1,Inverse variance weighted,7,0.81 [0.67-0.98],0.0275090616039447
Chapter X Diseases of the respiratory system,Viral pneumonia,FAM3C,Protein FAM3C,Inverse variance weighted,5,0.81 [0.45-1.46],0.477889651428241
Chapter X Diseases of the respiratory system,Viral pneumonia,GM2A,Ganglioside GM2 activator,Inverse variance weighted,26,1.08 [0.99-1.18],0.0822548456197752
Chapter X Diseases of the respiratory system,Viral pneumonia,TNFRSF4,Tumor necrosis factor receptor superfamily member 4,Inverse variance weighted,15,0.95 [0.78-1.16],0.623629475562934
Chapter X Diseases of the respiratory system,Viral pneumonia,SCG2,Secretogranin-2,Inverse variance weighted,3,1.86 [1.10-3.14],0.0207288901590342
Chapter X Diseases of the respiratory system,Viral pneumonia,DLL1,Delta-like protein 1,Inverse variance weighted,13,1.18 [0.92-1.52],0.191898430733553
Chapter X Diseases of the respiratory system,Viral pneumonia,CSF1,Macrophage colony-stimulating factor 1,Inverse variance weighted,12,1.05 [0.86-1.29],0.647286767726825
Chapter X Diseases of the respiratory system,Viral pneumonia,PSAP,Prosaposin,Inverse variance weighted,13,0.89 [0.76-1.04],0.143641399375083
Chapter X Diseases of the respiratory system,Viral pneumonia,CD302,CD302 antigen,Inverse variance weighted,17,0.90 [0.79-1.03],0.134576875834307
Chapter X Diseases of the respiratory system,Viral pneumonia,LAYN,Layilin,Inverse variance weighted,23,1.04 [0.90-1.19],0.630587369689155
Chapter X Diseases of the respiratory system,Viral pneumonia,EPHB4,Ephrin type-B receptor 4,Inverse variance weighted,11,0.93 [0.70-1.23],0.622834038721669
Chapter X Diseases of the respiratory system,Viral pneumonia,ITGBL1,Integrin beta-like protein 1,Inverse variance weighted,27,0.97 [0.87-1.08],0.561148104867054
Chapter X Diseases of the respiratory system,Viral pneumonia,TNFRSF13B,Tumor necrosis factor receptor superfamily member 13B,Inverse variance weighted,15,0.88 [0.72-1.08],0.228170489263073
Chapter X Diseases of the respiratory system,Viral pneumonia,IGSF3,Immunoglobulin superfamily member 3,Inverse variance weighted,6,1.10 [0.77-1.55],0.603401870431789
Chapter X Diseases of the respiratory system,Viral pneumonia,CD300A,CMRF35-like molecule 8,Inverse variance weighted,35,0.94 [0.84-1.05],0.270322253020211
Chapter X Diseases of the respiratory system,Viral pneumonia,TGFBR2,TGF-beta receptor type-2,Inverse variance weighted,11,1.02 [0.73-1.43],0.900554683420044
Chapter X Diseases of the respiratory system,Viral pneumonia,NECTIN4,Nectin-4,Inverse variance weighted,12,1.05 [0.92-1.21],0.469910908082156
Chapter X Diseases of the respiratory system,Viral pneumonia,HAVCR1,Hepatitis A virus cellular receptor 1,Inverse variance weighted,40,0.90 [0.82-0.99],0.0321970983338909
Chapter X Diseases of the respiratory system,Viral pneumonia,CD27,CD27 antigen,Inverse variance weighted,18,1.04 [0.91-1.19],0.595819112578534
Chapter X Diseases of the respiratory system,Viral pneumonia,CTSL,Cathepsin L1,Inverse variance weighted,29,0.96 [0.80-1.16],0.696379027700249
Chapter X Diseases of the respiratory system,Viral pneumonia,IL2RA,Interleukin-2 receptor subunit alpha,Inverse variance weighted,29,1.07 [0.97-1.18],0.165358005399314
