Protein,Protein_definition,Trait_category,Trait,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
LSM8,U6 snRNA-associated Sm-like protein LSm8,Lifestyle factors,X1050.Time spend outdoors in summer,45303,-0.0126271333198257,0.0137605303937023,-0.0395977728914822,0.0143435062518308,0.35882102026359
LSM8,U6 snRNA-associated Sm-like protein LSm8,Lifestyle factors,X1060.Time spent outdoors in winter,42133,0.00286742606689152,0.0156187515896129,-0.0277453270487498,0.0334801791825328,0.854338245565446
LSM8,U6 snRNA-associated Sm-like protein LSm8,Physical activities,X1070.Time spent watching television (TV),46660,0.00404514269889714,0.0141755209022103,-0.023738878269435,0.0318291636672293,0.775370143153207
LSM8,U6 snRNA-associated Sm-like protein LSm8,Physical activities,X1080.Time spent using computer,42168,-0.0177103231640436,0.0150298533200987,-0.0471688356714371,0.0117481893433499,0.238675700587132
LSM8,U6 snRNA-associated Sm-like protein LSm8,Physical activities,X1090.Time spent driving,39899,-0.0172859607413566,0.0160499733832054,-0.0487439085724392,0.014171987089726,0.281493205837383
LSM8,U6 snRNA-associated Sm-like protein LSm8,Lifestyle factors,X1160.Sleep duration,47949,-0.00717659346235249,0.012768602008861,-0.0322030533997201,0.0178498664750151,0.574087277202058
LSM8,U6 snRNA-associated Sm-like protein LSm8,Health and medical history,X120039#0.Location of pain during the past week_None of the given areas,32513,-0.0292739943723754,0.0352122379311354,-0.0982899807174008,0.03974199197265,0.405795743362768
LSM8,U6 snRNA-associated Sm-like protein LSm8,Health and medical history,X120039#1.Location of pain during the past week_Left shoulder,32513,-0.00447478442301302,0.0314632038508549,-0.0661426639706886,0.0571930951246626,0.886907590579449
LSM8,U6 snRNA-associated Sm-like protein LSm8,Health and medical history,X120039#10.Location of pain during the past week_Upper right leg,32513,0.0414965261798839,0.0370814207256481,-0.0311830584423863,0.114176110802154,0.263145684450245
LSM8,U6 snRNA-associated Sm-like protein LSm8,Health and medical history,X120039#11.Location of pain during the past week_Lower left leg,32513,0.0503885671911327,0.0376795687604946,-0.0234633875794367,0.124240521961702,0.181165235541342
LSM8,U6 snRNA-associated Sm-like protein LSm8,Health and medical history,X120039#12.Location of pain during the past week_Lower right leg,32513,-0.00211661832401187,0.0382405473213944,-0.077068091073945,0.0728348544259212,0.95586091671831
LSM8,U6 snRNA-associated Sm-like protein LSm8,Health and medical history,X120039#13.Location of pain during the past week_Left jaw pain,32513,0.00714238289990765,0.0737923036946875,-0.13749053234168,0.151775298141495,0.9228952937583
LSM8,U6 snRNA-associated Sm-like protein LSm8,Health and medical history,X120039#14.Location of pain during the past week_Right jaw pain,32513,0.00439244542625572,0.0718999031435325,-0.136531364735068,0.145316255587579,0.951288157703969
LSM8,U6 snRNA-associated Sm-like protein LSm8,Health and medical history,X120039#15.Location of pain during the past week_Chest pain,32513,0.0393390730770665,0.0568938330936242,-0.0721728397864368,0.15085098594057,0.489304557412335
LSM8,U6 snRNA-associated Sm-like protein LSm8,Health and medical history,X120039#16.Location of pain during the past week_Abdomen,32513,0.0350245796433311,0.0409789194775754,-0.0452941025327167,0.115343261819379,0.392744040360252
LSM8,U6 snRNA-associated Sm-like protein LSm8,Health and medical history,X120039#17.Location of pain during the past week_Neck pain,32513,-0.0210684153285529,0.0282280894160728,-0.0763954705840555,0.0342586399269497,0.455469633683835
LSM8,U6 snRNA-associated Sm-like protein LSm8,Health and medical history,X120039#18.Location of pain during the past week_Upper back,32513,-0.0128583378572556,0.0391946118355085,-0.0896797770548522,0.063963101340341,0.742871856579289
LSM8,U6 snRNA-associated Sm-like protein LSm8,Health and medical history,X120039#19.Location of pain during the past week_Lower back,32513,-0.0151823797780196,0.023987879028369,-0.0621986226736227,0.0318338631175836,0.526804619266546
