Protein,Protein_definition,Trait_category,Trait,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
SESTD1,SEC14 domain and spectrin repeat-containing protein 1,Lifestyle factors,X1050.Time spend outdoors in summer,48225,-0.0239316806204092,0.0172553030516696,-0.0577520746016816,0.00988871336086328,0.165479945282116
SESTD1,SEC14 domain and spectrin repeat-containing protein 1,Lifestyle factors,X1060.Time spent outdoors in winter,44633,0.00502859431661563,0.0196674519722534,-0.033519611549001,0.0435768001822323,0.798199752580203
SESTD1,SEC14 domain and spectrin repeat-containing protein 1,Physical activities,X1070.Time spent watching television (TV),49764,0.00025757336862336,0.0176109756642382,-0.0342599389332835,0.0347750856705302,0.988330887443097
SESTD1,SEC14 domain and spectrin repeat-containing protein 1,Physical activities,X1080.Time spent using computer,44638,-0.0256379356937686,0.0186162708280219,-0.0621258265166915,0.0108499551291543,0.168472210006206
SESTD1,SEC14 domain and spectrin repeat-containing protein 1,Physical activities,X1090.Time spent driving,42070,0.0280659262666286,0.0203265766450932,-0.0117741639577542,0.0679060164910114,0.167373273823547
SESTD1,SEC14 domain and spectrin repeat-containing protein 1,Lifestyle factors,X1160.Sleep duration,51254,-0.00410301312288215,0.0160187449660523,-0.0354997532563446,0.0272937270105803,0.797846062171737
SESTD1,SEC14 domain and spectrin repeat-containing protein 1,Health and medical history,X120039#0.Location of pain during the past week_None of the given areas,33855,0.0257179604718424,0.0246160372599354,-0.0225294725576309,0.0739653935013157,0.296158709293645
SESTD1,SEC14 domain and spectrin repeat-containing protein 1,Health and medical history,X120039#1.Location of pain during the past week_Left shoulder,33855,0.0409375088569429,0.0221443103243985,-0.00246533937887818,0.0843403570927639,0.0645369373316792
SESTD1,SEC14 domain and spectrin repeat-containing protein 1,Health and medical history,X120039#10.Location of pain during the past week_Upper right leg,33855,-0.0577943335479931,0.0263327640760103,-0.109406551136973,-0.00618211595901297,0.0282045383402355
SESTD1,SEC14 domain and spectrin repeat-containing protein 1,Health and medical history,X120039#11.Location of pain during the past week_Lower left leg,33855,-0.00891237488632414,0.0270869761525979,-0.062002848145416,0.0441780983727677,0.742141815932767
SESTD1,SEC14 domain and spectrin repeat-containing protein 1,Health and medical history,X120039#12.Location of pain during the past week_Lower right leg,33855,-0.0240308243815496,0.0273375475374519,-0.0776124175549553,0.0295507687918562,0.379401523096727
SESTD1,SEC14 domain and spectrin repeat-containing protein 1,Health and medical history,X120039#13.Location of pain during the past week_Left jaw pain,33855,-0.0720825033726975,0.0526140567066396,-0.175206054517711,0.031041047772316,0.17071222159956
SESTD1,SEC14 domain and spectrin repeat-containing protein 1,Health and medical history,X120039#14.Location of pain during the past week_Right jaw pain,33855,0.0407914737036462,0.0526006901316422,-0.0623058789543725,0.143888826361665,0.43806782727331
SESTD1,SEC14 domain and spectrin repeat-containing protein 1,Health and medical history,X120039#15.Location of pain during the past week_Chest pain,33855,-0.0582200263193729,0.0398738129414544,-0.136372699684624,0.0199326470458777,0.144294126484033
SESTD1,SEC14 domain and spectrin repeat-containing protein 1,Health and medical history,X120039#16.Location of pain during the past week_Abdomen,33855,-0.0276941150936882,0.0289060997698264,-0.0843500706425479,0.0289618404551716,0.338051255506104
SESTD1,SEC14 domain and spectrin repeat-containing protein 1,Health and medical history,X120039#17.Location of pain during the past week_Neck pain,33855,0.0223019060945132,0.0199153834582067,-0.0167322454835721,0.0613360576725984,0.262813483125388
SESTD1,SEC14 domain and spectrin repeat-containing protein 1,Health and medical history,X120039#18.Location of pain during the past week_Upper back,33855,0.00384285280358141,0.0277906287732325,-0.0506267795919544,0.0583124851991172,0.890023097397326
SESTD1,SEC14 domain and spectrin repeat-containing protein 1,Health and medical history,X120039#19.Location of pain during the past week_Lower back,33855,-0.011146874430571,0.0169693190039606,-0.0444067396783339,0.0221129908171918,0.511271572368846
SESTD1,SEC14 domain and spectrin repeat-containing protein 1,Health and medical history,X120039#2.Location of pain during the past week_Right shoulder,33855,0.025017376893129,0.021167981227539,-0.0164718663128474,0.0665066200991054,0.237295143777541
SESTD1,SEC14 domain and spectrin repeat-containing protein 1,Health and medical history,X120039#3.Location of pain during the past week_Upper left arm,33855,0.027842336872357,0.0302231554621516,-0.0313950478334602,0.0870797215781741,0.356956421739201
SESTD1,SEC14 domain and spectrin repeat-containing protein 1,Health and medical history,X120039#4.Location of pain during the past week_Upper right arm,33855,0.0357003910833408,0.0289879307162581,-0.0211159531205251,0.0925167352872067,0.218144094795497
SESTD1,SEC14 domain and spectrin repeat-containing protein 1,Health and medical history,X120039#5.Location of pain during the past week_Lower left arm,33855,-0.0207326693362221,0.0402824298226264,-0.0996862317885698,0.0582208931161256,0.606786868564887
SESTD1,SEC14 domain and spectrin repeat-containing protein 1,Health and medical history,X120039#6.Location of pain during the past week_Lower right arm,33855,-0.0516466236885861,0.0375726370975974,-0.125288992399877,0.0219957450227047,0.169294216376706
SESTD1,SEC14 domain and spectrin repeat-containing protein 1,Health and medical history,X120039#7.Location of pain during the past week_Left hip,33855,-0.0215873108260915,0.0225807342165494,-0.0658455498905284,0.0226709282383454,0.339093927316183
SESTD1,SEC14 domain and spectrin repeat-containing protein 1,Health and medical history,X120039#8.Location of pain during the past week_Right hip,33855,0.0120388794110523,0.0211781224685881,-0.0294702406273804,0.053547999449485,0.569737390945165
SESTD1,SEC14 domain and spectrin repeat-containing protein 1,Health and medical history,X120039#9.Location of pain during the past week_Upper left leg,33855,-0.0327164122195118,0.0280242349481696,-0.0876439127179243,0.0222110882789007,0.243065217613185
SESTD1,SEC14 domain and spectrin repeat-containing protein 1,Health and medical history,X120040.Fatigue severity over the past week,33861,0.00738099982643253,0.0270776424364608,-0.0456911793490307,0.0604531790018957,0.785177072213664
SESTD1,SEC14 domain and spectrin repeat-containing protein 1,Health and medical history,X120041.Waking unrefreshed severity over the past week,33858,0.0370829144831786,0.0270131403102022,-0.0158628405248176,0.0900286694911749,0.169855606326968
SESTD1,SEC14 domain and spectrin repeat-containing protein 1,Health and medical history,X120042.Cognitive symptoms severity over the past week,33858,-0.000125862496797535,0.0290313632667554,-0.0570273344996381,0.056775609506043,0.996540956145578
SESTD1,SEC14 domain and spectrin repeat-containing protein 1,Health and medical history,X120098.Mobility problems today,33865,-0.0147561981985637,0.0324327331706721,-0.078324355213081,0.0488119588159535,0.649135160398901
SESTD1,SEC14 domain and spectrin repeat-containing protein 1,Health and medical history,X120099.Self-care problems today,33865,-0.0286858649083616,0.0511784040123146,-0.128995536772498,0.0716238069557751,0.575146861255649
SESTD1,SEC14 domain and spectrin repeat-containing protein 1,Health and medical history,X120100.Problems doing usual activities,33865,0.0221126146329804,0.0304545000128052,-0.0375782053921179,0.0818034346580786,0.467803535271791
SESTD1,SEC14 domain and spectrin repeat-containing protein 1,Health and medical history,X120101.Pain or discomfort today,33865,0.0136873575511303,0.027383538592787,-0.0399843780907322,0.0673590931929928,0.617200211419391
SESTD1,SEC14 domain and spectrin repeat-containing protein 1,Health and medical history,X120102.Anxiety or depression today,33865,0.030712441704291,0.0317466500438174,-0.0315109923815912,0.0929358757901731,0.333357443766277
