Protein,Protein_definition,Trait_category,Trait,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
DLL1,Delta-like protein 1,Lifestyle factors,X1050.Time spend outdoors in summer,48916,-0.0025602227095523,0.0376235009565154,-0.0763022845843224,0.0711818391652178,0.945747584473944
DLL1,Delta-like protein 1,Lifestyle factors,X1060.Time spent outdoors in winter,45211,0.0523560383070536,0.0428010410763046,-0.0315340022025034,0.136246078816611,0.2212521288959
DLL1,Delta-like protein 1,Physical activities,X1070.Time spent watching television (TV),50491,0.270763142318675,0.0385354354191658,0.19523368889711,0.34629259574024,2.17236234654353e-12
DLL1,Delta-like protein 1,Physical activities,X1080.Time spent using computer,45187,-0.200517335726552,0.0400255015046256,-0.278967318675618,-0.122067352777485,5.49516752474663e-07
DLL1,Delta-like protein 1,Physical activities,X1090.Time spent driving,42579,-0.273953294088553,0.0444128428660887,-0.361002466106087,-0.186904122071019,7.0475707548372e-10
DLL1,Delta-like protein 1,Lifestyle factors,X1160.Sleep duration,52031,0.0691737467153841,0.034378891799111,0.00179111878912641,0.136556374641642,0.0442191678552372
DLL1,Delta-like protein 1,Health and medical history,X120039#0.Location of pain during the past week_None of the given areas,34121,0.000662117492113168,0.0104216849230051,-0.0197643849569768,0.0210886199412031,0.949343656420561
DLL1,Delta-like protein 1,Health and medical history,X120039#1.Location of pain during the past week_Left shoulder,34121,0.00352629388228956,0.00937475322081089,-0.0148482224304998,0.0219008101950789,0.706815186860155
DLL1,Delta-like protein 1,Health and medical history,X120039#10.Location of pain during the past week_Upper right leg,34121,0.0178373295954365,0.0112315583033958,-0.00417652467921929,0.0398511838700923,0.112286524652478
DLL1,Delta-like protein 1,Health and medical history,X120039#11.Location of pain during the past week_Lower left leg,34121,0.0208993204150707,0.0115077996283281,-0.00165596685645241,0.0434546076865939,0.0693859154260614
DLL1,Delta-like protein 1,Health and medical history,X120039#12.Location of pain during the past week_Lower right leg,34121,0.025351601392648,0.0116028364362939,0.00261004197751194,0.048093160807784,0.0289165366619822
DLL1,Delta-like protein 1,Health and medical history,X120039#13.Location of pain during the past week_Left jaw pain,34121,0.0264193427982669,0.0225016309386642,-0.017683853841515,0.0705225394380488,0.240380724283251
DLL1,Delta-like protein 1,Health and medical history,X120039#14.Location of pain during the past week_Right jaw pain,34121,0.0224352381924841,0.0222114754080159,-0.0210992536072271,0.0659697299921953,0.312485018889015
DLL1,Delta-like protein 1,Health and medical history,X120039#15.Location of pain during the past week_Chest pain,34121,-0.0131778989312887,0.017039062847219,-0.0465744621118379,0.0202186642492605,0.439308495307975
DLL1,Delta-like protein 1,Health and medical history,X120039#16.Location of pain during the past week_Abdomen,34121,0.0308669652253822,0.0121986513779196,0.00695760852465982,0.0547763219261045,0.0114103274544942
DLL1,Delta-like protein 1,Health and medical history,X120039#17.Location of pain during the past week_Neck pain,34121,0.0109204066312747,0.00843872223429645,-0.00561948894794638,0.0274603022104957,0.195667675345594
DLL1,Delta-like protein 1,Health and medical history,X120039#18.Location of pain during the past week_Upper back,34121,0.0133431847399121,0.0117681846832132,-0.0097224572391857,0.03640882671901,0.256891697003255
