Protein,Protein_definition,Trait_category,Trait,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
CST7,Cystatin-F,Lifestyle factors,X1050.Time spend outdoors in summer,48877,-0.00219286060133978,0.0117379906839614,-0.025199322341904,0.0208136011392245,0.851805375538479
CST7,Cystatin-F,Lifestyle factors,X1060.Time spent outdoors in winter,45194,-0.0100032946579631,0.0131923836315837,-0.0358603665758672,0.015853777259941,0.448302246868729
CST7,Cystatin-F,Physical activities,X1070.Time spent watching television (TV),50452,0.0536304345503198,0.0121114969077231,0.0298919006111826,0.077368968489457,9.54717947555893e-06
CST7,Cystatin-F,Physical activities,X1080.Time spent using computer,45158,-0.0302744127116661,0.0125129385344012,-0.0547997722390924,-0.00574905318423972,0.0155526115455873
CST7,Cystatin-F,Physical activities,X1090.Time spent driving,42542,0.00500794337683346,0.0135832544462717,-0.021615235337859,0.0316311220915259,0.712366778835293
CST7,Cystatin-F,Lifestyle factors,X1160.Sleep duration,51977,-0.0122197420705318,0.010808849483129,-0.0334050870574646,0.00896560291640108,0.258262291166585
CST7,Cystatin-F,Health and medical history,X120039#0.Location of pain during the past week_None of the given areas,34103,-0.0126648867211762,0.0356486646619578,-0.0825362694586135,0.0572064960162611,0.722395393780362
CST7,Cystatin-F,Health and medical history,X120039#1.Location of pain during the past week_Left shoulder,34103,-0.00714102363421266,0.0319920691842845,-0.0698454792354102,0.0555634319669849,0.823374996442996
CST7,Cystatin-F,Health and medical history,X120039#10.Location of pain during the past week_Upper right leg,34103,-0.0233374281837381,0.0382095470445943,-0.098228140391143,0.0515532840236668,0.541363066662674
CST7,Cystatin-F,Health and medical history,X120039#11.Location of pain during the past week_Lower left leg,34103,0.0443700894697193,0.0391712460645961,-0.0324055528168891,0.121145731756328,0.25735961392433
CST7,Cystatin-F,Health and medical history,X120039#12.Location of pain during the past week_Lower right leg,34103,0.0497105840125416,0.0395088399740775,-0.0277267423366503,0.127147910361733,0.208344734665002
CST7,Cystatin-F,Health and medical history,X120039#13.Location of pain during the past week_Left jaw pain,34103,-0.00922704342298563,0.0755588740778845,-0.157322436615639,0.138868349769668,0.902808687349959
