Protein,Protein_definition,Trait_category,Trait,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
ACAN,Aggrecan core protein,Lifestyle factors,X1050.Time spend outdoors in summer,48613,0.0956250482460562,0.0389006962687391,0.0193796835593276,0.171870412932785,0.0139711483860398
ACAN,Aggrecan core protein,Lifestyle factors,X1060.Time spent outdoors in winter,44948,0.0497169372231988,0.0442486565730562,-0.0370104296599914,0.136444304106389,0.261204101356333
ACAN,Aggrecan core protein,Physical activities,X1070.Time spent watching television (TV),50181,0.0230984215389647,0.0395054200684219,-0.0543322017951424,0.100529044873072,0.558761349246954
ACAN,Aggrecan core protein,Physical activities,X1080.Time spent using computer,44940,-0.139788140245458,0.0416665124018612,-0.221454504553106,-0.0581217759378104,0.000795297661544675
ACAN,Aggrecan core protein,Physical activities,X1090.Time spent driving,42348,-0.0472396190760773,0.0454663162573682,-0.136353598940519,0.0418743607883644,0.29881758279864
ACAN,Aggrecan core protein,Lifestyle factors,X1160.Sleep duration,51687,-0.0295419118093519,0.0358063318282639,-0.0997223221927491,0.0406384985740453,0.409352052450352
ACAN,Aggrecan core protein,Health and medical history,X120039#0.Location of pain during the past week_None of the given areas,33999,0.00670413123626347,0.0106232164627862,-0.0141173730307976,0.0275256355033245,0.528001368579937
ACAN,Aggrecan core protein,Health and medical history,X120039#1.Location of pain during the past week_Left shoulder,33999,-0.000779694071434653,0.00953470855855698,-0.0194677228462063,0.017908334703337,0.934827911351667
ACAN,Aggrecan core protein,Health and medical history,X120039#10.Location of pain during the past week_Upper right leg,33999,0.0205185308530233,0.0113720540614946,-0.00177069510750615,0.0428077568135527,0.0712167063783964
ACAN,Aggrecan core protein,Health and medical history,X120039#11.Location of pain during the past week_Lower left leg,33999,0.0151472250192843,0.0116327919879324,-0.00765304727706331,0.0379474973156318,0.192908722409765
ACAN,Aggrecan core protein,Health and medical history,X120039#12.Location of pain during the past week_Lower right leg,33999,-0.00102637054830895,0.0117731992318197,-0.0241018410426755,0.0220490999460576,0.930531409929808
ACAN,Aggrecan core protein,Health and medical history,X120039#13.Location of pain during the past week_Left jaw pain,33999,0.0415541941014651,0.0223635365152744,-0.00227833746847264,0.0853867256714029,0.0631823565815322
ACAN,Aggrecan core protein,Health and medical history,X120039#14.Location of pain during the past week_Right jaw pain,33999,0.0284048335510756,0.0224724782148728,-0.0156412237500752,0.0724508908522264,0.206266939040905
ACAN,Aggrecan core protein,Health and medical history,X120039#15.Location of pain during the past week_Chest pain,33999,-0.00241608146710761,0.0173303517084273,-0.036383570815625,0.0315514078814098,0.889126506310124
ACAN,Aggrecan core protein,Health and medical history,X120039#16.Location of pain during the past week_Abdomen,33999,0.00916967239517643,0.0123792329263428,-0.0150936241404555,0.0334329689308083,0.458875226575911
ACAN,Aggrecan core protein,Health and medical history,X120039#17.Location of pain during the past week_Neck pain,33999,-0.00172029140392415,0.00856217580858216,-0.0185021559887452,0.0150615731808969,0.840767323014487
ACAN,Aggrecan core protein,Health and medical history,X120039#18.Location of pain during the past week_Upper back,33999,0.00398632399864581,0.0119148319844103,-0.0193667466907985,0.0273393946880901,0.737958179219969
ACAN,Aggrecan core protein,Health and medical history,X120039#19.Location of pain during the past week_Lower back,33999,0.00350283959037217,0.00729316944896743,-0.010791772529604,0.0177974517103483,0.631031887420279
ACAN,Aggrecan core protein,Health and medical history,X120039#2.Location of pain during the past week_Right shoulder,33999,-0.0151629443333197,0.00910362822696882,-0.0330060556581786,0.0026801669915392,0.0958272084417925
ACAN,Aggrecan core protein,Health and medical history,X120039#3.Location of pain during the past week_Upper left arm,33999,0.0192295199666435,0.013016820583877,-0.00628344837775538,0.0447424883110425,0.139632938963084
ACAN,Aggrecan core protein,Health and medical history,X120039#4.Location of pain during the past week_Upper right arm,33999,0.0124690756419171,0.0124277463846136,-0.0118893072719256,0.0368274585557597,0.315729234668255
ACAN,Aggrecan core protein,Health and medical history,X120039#5.Location of pain during the past week_Lower left arm,33999,0.0344846183097187,0.0173504176635271,0.000477799689205541,0.0684914369302318,0.0468913065737228
ACAN,Aggrecan core protein,Health and medical history,X120039#6.Location of pain during the past week_Lower right arm,33999,0.035429213768904,0.0160380124472318,0.00399470937232961,0.0668637181654783,0.0271929025939005
ACAN,Aggrecan core protein,Health and medical history,X120039#7.Location of pain during the past week_Left hip,33999,-0.00320395878730752,0.00973479630479343,-0.0222841595447026,0.0158762419700876,0.742068897707337
ACAN,Aggrecan core protein,Health and medical history,X120039#8.Location of pain during the past week_Right hip,33999,0.012401576552131,0.00906606575620597,-0.00536791233003273,0.0301710654342947,0.171371942770385
ACAN,Aggrecan core protein,Health and medical history,X120039#9.Location of pain during the past week_Upper left leg,33999,0.020914463182682,0.0121173740748023,-0.00283559000393053,0.0446645163692944,0.0843816155632121
ACAN,Aggrecan core protein,Health and medical history,X120040.Fatigue severity over the past week,34005,-0.0331947467477535,0.0618657965612833,-0.154451708007869,0.0880622145123618,0.591583687194374
ACAN,Aggrecan core protein,Health and medical history,X120041.Waking unrefreshed severity over the past week,34002,0.0285886142505023,0.0616449997056885,-0.0922355851726472,0.149412813673652,0.642828774852841
ACAN,Aggrecan core protein,Health and medical history,X120042.Cognitive symptoms severity over the past week,34002,0.0107229632548961,0.0665665617977359,-0.119747497868666,0.141193424378458,0.872028813458975
ACAN,Aggrecan core protein,Health and medical history,X120098.Mobility problems today,34009,0.173974124752042,0.0738801760320784,0.0291689797291686,0.318779269774916,0.0185520597968463
ACAN,Aggrecan core protein,Health and medical history,X120099.Self-care problems today,34009,0.312028924652865,0.116740805397635,0.0832169460735001,0.54084090323223,0.0075340957368458
ACAN,Aggrecan core protein,Health and medical history,X120100.Problems doing usual activities,34009,0.177864399902886,0.0697172277341901,0.0412186335438737,0.314510166261899,0.0107499157675906
ACAN,Aggrecan core protein,Health and medical history,X120101.Pain or discomfort today,34009,0.103281538810509,0.0624147397149508,-0.0190513510307945,0.225614428651812,0.0980056340562732
ACAN,Aggrecan core protein,Health and medical history,X120102.Anxiety or depression today,34009,-0.00732985946312061,0.0726935370559966,-0.149809192092874,0.135149473166633,0.919685669648073
ACAN,Aggrecan core protein,Health and medical history,X120103.Scale to indicate how health is today,33971,-0.0022862201704134,0.00314717957883316,-0.00845469214492638,0.00388225180409959,0.467590242166613
ACAN,Aggrecan core protein,Health and medical history,X120104.Little interest or pleasure in doing things over the last two weeks,33985,0.0781134585470851,0.0749400733671661,-0.0687690852525604,0.224996002346731,0.297277898748865
ACAN,Aggrecan core protein,Health and medical history,"X120105.Feeling down, depressed, or hopeless over the last two weeks",33962,-0.0596718705299877,0.0753856343656415,-0.207427713886645,0.0880839728266698,0.428639981252798
ACAN,Aggrecan core protein,Health and medical history,"X120106.Trouble falling or staying asleep, or sleeping too much over the last two weeks",33991,-0.0564973488476842,0.0612205355667646,-0.176489598558543,0.0634949008631745,0.356108916916193
ACAN,Aggrecan core protein,Health and medical history,X120107.Feeling tired or having little energy over the last two weeks,33987,-0.0545119378170655,0.0627471753878246,-0.177496401577202,0.0684725259430708,0.385002887049872
ACAN,Aggrecan core protein,Health and medical history,X120108.Poor appetite or overeating over the last two weeks,33994,-0.0315647361035921,0.0759115459739817,-0.180351366212596,0.117221894005412,0.677558815966968
ACAN,Aggrecan core protein,Health and medical history,X120109.Feeling bad about self over the last two weeks,33964,0.00862210417332394,0.0787362119572676,-0.145700871262921,0.162945079609568,0.912803306899937
ACAN,Aggrecan core protein,Health and medical history,X120110.Trouble concentrating over the last two weeks,33989,-0.0434469879581534,0.0814268871696525,-0.203043686810672,0.116149710894366,0.59365113393448
ACAN,Aggrecan core protein,Health and medical history,X120111.Moving or speaking slower or faster than usual over the last two weeks,33980,-0.088236839757021,0.120021178819699,-0.323478350243631,0.147004670729589,0.46224965311439
ACAN,Aggrecan core protein,Health and medical history,X120112.Thoughts of being better off dead or of hurting self over the last two weeks,33941,0.0756512385818705,0.159416402767349,-0.236804910842134,0.388107388005875,0.635117848700082
ACAN,Aggrecan core protein,Health and medical history,"X120113.Level of difficultly depression has made to do work, take care of things at home, or get along with other people",31629,0.0506287729971631,0.080698656094729,-0.107540592948506,0.208798138942832,0.530429731434796
ACAN,Aggrecan core protein,Lifestyle factors,X1269.Exposure to tobacco smoke at home,49364,-0.0529738731352091,0.0865966471910492,-0.222703301629666,0.116755555359247,0.540721181344215
ACAN,Aggrecan core protein,Lifestyle factors,X1279.Exposure to tobacco smoke outside home,47518,-0.125681198520519,0.0561402585992025,-0.235716105374956,-0.015646291666082,0.0251849391764457
ACAN,Aggrecan core protein,Diet and food preferences,X1289.Cooked vegetable intake,51160,-0.163380262971871,0.0373711213220961,-0.23662766076318,-0.0901328651805629,1.2367359133265e-05
ACAN,Aggrecan core protein,Diet and food preferences,X1299.Salad  or  raw vegetable intake,50659,-0.0815907753971607,0.0403806990420882,-0.160736945519654,-0.00244460527466772,0.0433376650454266
ACAN,Aggrecan core protein,Diet and food preferences,X1309.Fresh fruit intake,51193,0.11759717867846,0.0386294369654305,0.0418834822262157,0.193310875130703,0.00233497608692668
ACAN,Aggrecan core protein,Diet and food preferences,X1319.Dried fruit intake,49449,0.133819108331518,0.0391853200009833,0.0570158811295912,0.210622335533446,0.000638759126536257
ACAN,Aggrecan core protein,Health and medical history,X134.Number of self-reported cancers,51975,0.300538304204227,0.0645124087358656,0.174093983081931,0.426982625326524,3.19836306068103e-06
ACAN,Aggrecan core protein,Health and medical history,X135.Number of self-reported non-cancer illnesses,51975,-0.0789729251321902,0.0371560282077582,-0.151798740419396,-0.00614710984498403,0.0335587590775577
ACAN,Aggrecan core protein,Health and medical history,"X136.Number of operations, self-reported",51975,-0.0649389608512843,0.0374965530065434,-0.138432204744109,0.00855428304154078,0.083308839326254
ACAN,Aggrecan core protein,Health and medical history,X137.Number of treatments or medications taken,51975,-0.179302670792136,0.0362840382505306,-0.250419385763176,-0.108185955821096,7.79225190328768e-07
ACAN,Aggrecan core protein,Diet and food preferences,X1438.Bread intake,51035,0.000850908059071539,0.00208576290077968,-0.00323718722645664,0.00493900334459972,0.683306247680173
ACAN,Aggrecan core protein,Diet and food preferences,X1458.Cereal intake,50588,0.260816001315176,0.0370208247475523,0.188255184809974,0.333376817820379,1.89898688548697e-12
ACAN,Aggrecan core protein,Diet and food preferences,X1488.Tea intake,51060,0.0153577620428023,0.00194048851410624,0.011554404555154,0.0191611195304505,2.58107080960416e-15
ACAN,Aggrecan core protein,Diet and food preferences,X1498.Coffee intake,49790,-0.197231572278187,0.0373264937849185,-0.270391500096627,-0.124071644459747,1.27467868655379e-07
ACAN,Aggrecan core protein,Diet and food preferences,X1528.Water intake,50256,-0.102319797254384,0.0381354612212013,-0.177065301247939,-0.0275742932608299,0.00729980190412803
ACAN,Aggrecan core protein,Lifestyle factors,X1568.Average weekly red wine intake,41261,-0.0852670274543552,0.0458799983762807,-0.175191824271865,0.00465776936315497,0.063118448237786
ACAN,Aggrecan core protein,Lifestyle factors,X1578.Average weekly champagne plus white wine intake,41259,-0.094278850259373,0.0461107831721607,-0.184655985276808,-0.00390171524193797,0.0409082663114654
ACAN,Aggrecan core protein,Lifestyle factors,X1588.Average weekly beer plus cider intake,41283,-0.0635240001380965,0.0578059974006073,-0.176823755043287,0.0497757547670939,0.271819938584123
ACAN,Aggrecan core protein,Lifestyle factors,X1598.Average weekly spirits intake,41211,-0.033516310672568,0.0514564411096778,-0.134370935247537,0.0673383139024005,0.514827532049375
ACAN,Aggrecan core protein,Lifestyle factors,X1608.Average weekly fortified wine intake,41290,0.0910239824281541,0.0790802596409109,-0.0639733264680313,0.246021291324339,0.249735036868373
ACAN,Aggrecan core protein,Lifestyle factors,X1737.Childhood sunburn occasions,45415,-0.0333113830037389,0.0444486513374247,-0.120430739625091,0.0538079736176135,0.453603363936476
ACAN,Aggrecan core protein,Health and medical history,X1807.Father's age at death,44565,0.0028277841170864,0.00224714492704177,-0.00157661993991546,0.00723218817408827,0.208265448340669
ACAN,Aggrecan core protein,Health and medical history,X1845.Mother's age,35168,0.00186602550738374,0.00516491806460877,-0.00825721389924945,0.0119892649140169,0.717890911123809
ACAN,Aggrecan core protein,Health and medical history,X1873.Number of full brothers,51460,-0.00400011075045014,0.0360662762804868,-0.0746900122602042,0.0666897907593039,0.911688538775947
ACAN,Aggrecan core protein,Health and medical history,X1883.Number of full sisters,51466,-0.0458212947791103,0.0360028328327279,-0.116386847131257,0.0247442575730364,0.203130645733148
ACAN,Aggrecan core protein,Physical measures,X20015.Sitting height,51786,0.0190263843126269,0.00257063184093863,0.0139879459043872,0.0240648227208666,1.38594026133855e-13
ACAN,Aggrecan core protein,Cognitive function,X20016.Fluid intelligence score,33291,0.096801749702065,0.0593715959786003,-0.0195665784159915,0.213170077820122,0.103044482092271
ACAN,Aggrecan core protein,Cognitive function,X20018.Prospective memory result,33628,-0.105941340834049,0.0789035431550503,-0.260592285417948,0.0487096037498496,0.179412395552541
ACAN,Aggrecan core protein,Physical measures,X20019.Speech-reception-threshold (SRT) estimate (left),33162,0.00207278056085097,0.00353467655208813,-0.00485518548124176,0.00900074660294371,0.557613153677107
ACAN,Aggrecan core protein,Physical measures,X20021.Speech-reception-threshold (SRT) estimate (right),33141,6.73804285793616e-05,0.00354484065292643,-0.00688050725115644,0.00701526810831516,0.984835137991281
ACAN,Aggrecan core protein,Cognitive function,X20023.Mean time to correctly identify matches,51659,4.17533742030062e-05,0.00210423741221671,-0.00408255195374175,0.00416605870214776,0.984169143522013
ACAN,Aggrecan core protein,Health and medical history,X20107#1.Illnesses of father_Heart disease,48762,-0.00451046284300216,0.00431013843057426,-0.0129583341669277,0.00393740848092339,0.295351037384928
ACAN,Aggrecan core protein,Health and medical history,X20107#10.Illnesses of father_Alzheimer's disease or dementia,48334,-0.00902642988888421,0.00935543241144135,-0.0273630774153093,0.00931021763754083,0.334638235423759
ACAN,Aggrecan core protein,Health and medical history,X20107#11.Illnesses of father_Parkinson's disease,48304,0.00558757841387888,0.0127483706523402,-0.0193992280647079,0.0305743848924656,0.661174639853055
ACAN,Aggrecan core protein,Health and medical history,X20107#12.Illnesses of father_Severe depression,48319,0.0211835329826462,0.0102459296723577,0.00110151082482514,0.0412655551404672,0.0386971426413052
ACAN,Aggrecan core protein,Health and medical history,X20107#13.Illnesses of father_Prostate cancer,48324,0.00922905341570264,0.00767616925097788,-0.005816238316214,0.0242743451476193,0.229259488467761
ACAN,Aggrecan core protein,Health and medical history,X20107#2.Illnesses of father_Stroke,48488,0.0136621443722094,0.00559357018225396,0.00269874681499161,0.0246255419294271,0.0145941709198873
ACAN,Aggrecan core protein,Health and medical history,X20107#3.Illnesses of father_Lung cancer,48421,-0.00189145259390735,0.00700574207567454,-0.0156227070622295,0.0118398018744147,0.787173314037236
ACAN,Aggrecan core protein,Health and medical history,X20107#4.Illnesses of father_Bowel cancer,48332,-0.00817100939319453,0.00895199686191839,-0.0257169232425546,0.00937490445616551,0.361378891520192
ACAN,Aggrecan core protein,Health and medical history,X20107#6.Illnesses of father_Chronic bronchitis or emphysema,48476,-0.0113512900061364,0.00631131588826952,-0.0237214691471447,0.00101888913487186,0.0721006138702763
ACAN,Aggrecan core protein,Health and medical history,X20107#8.Illnesses of father_High blood pressure,48540,0.000195332562560854,0.0047918584030578,-0.00919670990743244,0.00958737503255415,0.967484835245967
ACAN,Aggrecan core protein,Health and medical history,X20107#9.Illnesses of father_Diabetes,48409,-0.000660295265430216,0.00669914896573508,-0.013790627238271,0.0124700367074105,0.921485238147155
ACAN,Aggrecan core protein,Health and medical history,X20110#1.Illnesses of mother_Heart disease,50131,-0.00267889899283652,0.00477756103258566,-0.0120429186167044,0.00668512063103137,0.574989759420681
ACAN,Aggrecan core protein,Health and medical history,X20110#10.Illnesses of mother_Alzheimer's disease or dementia,50000,0.00402690220396796,0.00696543329754696,-0.00962534705922408,0.01767915146716,0.563183751480233
ACAN,Aggrecan core protein,Health and medical history,X20110#11.Illnesses of mother_Parkinson's disease,49932,0.00121371788993893,0.0148612458654263,-0.0279143240062967,0.0303417597861745,0.934909779853247
ACAN,Aggrecan core protein,Health and medical history,X20110#12.Illnesses of mother_Severe depression,49967,0.00206442494636724,0.00751318967345029,-0.0126614268135953,0.0167902767063298,0.783492532076557
ACAN,Aggrecan core protein,Health and medical history,X20110#2.Illnesses of mother_Stroke,50065,0.00440789702114712,0.00549523139908726,-0.00636275652106391,0.0151785505633581,0.422484461996681
ACAN,Aggrecan core protein,Health and medical history,X20110#3.Illnesses of mother_Lung cancer,49954,-0.000360705730138948,0.0101253610672768,-0.0202064134220014,0.0194850019617235,0.971582460486997
ACAN,Aggrecan core protein,Health and medical history,X20110#4.Illnesses of mother_Bowel cancer,49950,-0.00054322148376808,0.00901335101101553,-0.0182093894653585,0.0171229464978224,0.951942232117948
ACAN,Aggrecan core protein,Health and medical history,X20110#5.Illnesses of mother_Breast cancer,49981,0.00719729837357928,0.00717494664300075,-0.00686559704670218,0.0212601937938607,0.315814766665708
