Protein,Protein_definition,Trait_category,Trait,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
NGF,Beta-nerve growth factor,Lifestyle factors,X1050.Time spend outdoors in summer,48657,-0.0605421443963378,0.0898468376308333,-0.236641946152771,0.115557657360095,0.500421235779269
NGF,Beta-nerve growth factor,Lifestyle factors,X1060.Time spent outdoors in winter,44984,-0.0479527087550758,0.102699731766634,-0.249244183017678,0.153338765507527,0.640561025334183
NGF,Beta-nerve growth factor,Physical activities,X1070.Time spent watching television (TV),50218,0.007471833755048,0.0903991656763474,-0.169710530970593,0.184654198480689,0.934127470522986
NGF,Beta-nerve growth factor,Physical activities,X1080.Time spent using computer,44969,0.0301074601147769,0.0947318045824599,-0.155566876866845,0.215781797096398,0.750626331189342
NGF,Beta-nerve growth factor,Physical activities,X1090.Time spent driving,42372,0.156810168303809,0.104969476419354,-0.0489300054781248,0.362550342085743,0.135228661678395
NGF,Beta-nerve growth factor,Lifestyle factors,X1160.Sleep duration,51740,-0.0502657089735965,0.0824622974103558,-0.211891811897894,0.111360393950701,0.542158463594163
NGF,Beta-nerve growth factor,Health and medical history,X120039#0.Location of pain during the past week_None of the given areas,34019,-0.00106226844020644,0.00454102091182772,-0.00996266942738877,0.00783813254697589,0.815046479018166
NGF,Beta-nerve growth factor,Health and medical history,X120039#1.Location of pain during the past week_Left shoulder,34019,0.009240192397113,0.00408754895511345,0.00122859644509065,0.0172517883491354,0.0238082446130331
NGF,Beta-nerve growth factor,Health and medical history,X120039#10.Location of pain during the past week_Upper right leg,34019,0.000557408371982744,0.00488734873258448,-0.00902179514388284,0.0101366118878483,0.90919953739261
NGF,Beta-nerve growth factor,Health and medical history,X120039#11.Location of pain during the past week_Lower left leg,34019,0.00134261434702023,0.00500798673532046,-0.00847303965420787,0.0111582683482483,0.788632259749287
NGF,Beta-nerve growth factor,Health and medical history,X120039#12.Location of pain during the past week_Lower right leg,34019,0.00378061480814923,0.00506084939409824,-0.00613865000428333,0.0136998796205818,0.455062798615997
NGF,Beta-nerve growth factor,Health and medical history,X120039#13.Location of pain during the past week_Left jaw pain,34019,-0.00615889469739094,0.00969874552024307,-0.0251684359170674,0.0128506465222855,0.525430737856346
NGF,Beta-nerve growth factor,Health and medical history,X120039#14.Location of pain during the past week_Right jaw pain,34019,0.00608185265284271,0.00964767238189782,-0.012827585215677,0.0249912905213624,0.528450680833155
NGF,Beta-nerve growth factor,Health and medical history,X120039#15.Location of pain during the past week_Chest pain,34019,0.00391913020469264,0.00742531170974352,-0.0106344807464047,0.0184727411557899,0.597645659748148
NGF,Beta-nerve growth factor,Health and medical history,X120039#16.Location of pain during the past week_Abdomen,34019,0.00795645344766466,0.0053275667199322,-0.00248557732340245,0.0183984842187318,0.135352463155184
NGF,Beta-nerve growth factor,Health and medical history,X120039#17.Location of pain during the past week_Neck pain,34019,0.00379776367205526,0.00367737869126956,-0.00340989856283307,0.0110054259069436,0.301753272541957
NGF,Beta-nerve growth factor,Health and medical history,X120039#18.Location of pain during the past week_Upper back,34019,0.00362915917689002,0.00513274207433394,-0.0064310152888045,0.0136893336425845,0.479546102803351
NGF,Beta-nerve growth factor,Health and medical history,X120039#19.Location of pain during the past week_Lower back,34019,0.00343567098173766,0.0031358012690477,-0.00271049950559584,0.00958184146907116,0.273269279543062
NGF,Beta-nerve growth factor,Health and medical history,X120039#2.Location of pain during the past week_Right shoulder,34019,0.00835035646784582,0.00390906278478759,0.000688593409662134,0.0160121195260295,0.0326922450890698
NGF,Beta-nerve growth factor,Health and medical history,X120039#3.Location of pain during the past week_Upper left arm,34019,0.0006513449193473,0.00558023077212109,-0.01028590739401,0.0115885972327046,0.907081496204619
NGF,Beta-nerve growth factor,Health and medical history,X120039#4.Location of pain during the past week_Upper right arm,34019,0.00561989538167146,0.0053190880711324,-0.00480551723774805,0.016045308001091,0.290742582790255
NGF,Beta-nerve growth factor,Health and medical history,X120039#5.Location of pain during the past week_Lower left arm,34019,-0.00303785805455535,0.0074604574304966,-0.0176603546183287,0.011584638509218,0.683874170044289
NGF,Beta-nerve growth factor,Health and medical history,X120039#6.Location of pain during the past week_Lower right arm,34019,-0.00490913559167078,0.00690432593940406,-0.0184416144329027,0.00862334324956117,0.477087222994803
NGF,Beta-nerve growth factor,Health and medical history,X120039#7.Location of pain during the past week_Left hip,34019,-0.000520121072972478,0.00417580976263254,-0.00870470820773226,0.00766446606178731,0.900877887049562
NGF,Beta-nerve growth factor,Health and medical history,X120039#8.Location of pain during the past week_Right hip,34019,0.00268074808168389,0.00388909023205722,-0.00494186877314825,0.010303364936516,0.490651508739105
NGF,Beta-nerve growth factor,Health and medical history,X120039#9.Location of pain during the past week_Upper left leg,34019,0.00555257186096218,0.00517973824189501,-0.00459971509315204,0.0157048588150764,0.283756397263433
NGF,Beta-nerve growth factor,Health and medical history,X120040.Fatigue severity over the past week,34025,0.120786188157882,0.143349067831086,-0.160177984791046,0.401750361106811,0.399472217334439
NGF,Beta-nerve growth factor,Health and medical history,X120041.Waking unrefreshed severity over the past week,34022,-0.042294415876528,0.142802030997618,-0.32218639663186,0.237597564878804,0.767102737640618
NGF,Beta-nerve growth factor,Health and medical history,X120042.Cognitive symptoms severity over the past week,34022,0.113714541635765,0.153588534814328,-0.187318986600318,0.414748069871848,0.459085002751297
NGF,Beta-nerve growth factor,Health and medical history,X120098.Mobility problems today,34029,-0.0369223336803678,0.172021193208297,-0.37408387236863,0.300239205007895,0.830053914722986
NGF,Beta-nerve growth factor,Health and medical history,X120099.Self-care problems today,34029,0.163285353852686,0.267105882579346,-0.360242176002833,0.686812883708205,0.541006762858661
NGF,Beta-nerve growth factor,Health and medical history,X120100.Problems doing usual activities,34029,0.163557306960739,0.16204525947654,-0.154051401613279,0.481166015534757,0.312841416103798
NGF,Beta-nerve growth factor,Health and medical history,X120101.Pain or discomfort today,34029,0.196848265742731,0.145488177438548,-0.0883085620368225,0.482005093522284,0.176081514296734
NGF,Beta-nerve growth factor,Health and medical history,X120102.Anxiety or depression today,34029,0.0964193733690012,0.1683822207431,-0.233609779287475,0.426448526025478,0.566914069341214
NGF,Beta-nerve growth factor,Health and medical history,X120103.Scale to indicate how health is today,33991,-0.00199322631684597,0.00135133871865764,-0.00464185020541493,0.000655397571723003,0.140245207191881
NGF,Beta-nerve growth factor,Health and medical history,X120104.Little interest or pleasure in doing things over the last two weeks,34004,0.158381177311363,0.172862047861867,-0.180428436497896,0.497190791120621,0.359570066683592
NGF,Beta-nerve growth factor,Health and medical history,"X120105.Feeling down, depressed, or hopeless over the last two weeks",33981,0.087083049870743,0.173292612863413,-0.252570471341547,0.426736571083033,0.615313215667204
NGF,Beta-nerve growth factor,Health and medical history,"X120106.Trouble falling or staying asleep, or sleeping too much over the last two weeks",34011,-0.22504648251522,0.142707368450766,-0.504752924678722,0.0546599596482812,0.114833520414844
NGF,Beta-nerve growth factor,Health and medical history,X120107.Feeling tired or having little energy over the last two weeks,34005,0.173532814675029,0.146902143061918,-0.114395385726329,0.461461015076388,0.237520244079707
NGF,Beta-nerve growth factor,Health and medical history,X120108.Poor appetite or overeating over the last two weeks,34014,0.0266763377937448,0.176516709995987,-0.319296413798389,0.372649089385879,0.879879183281113
NGF,Beta-nerve growth factor,Health and medical history,X120109.Feeling bad about self over the last two weeks,33985,0.0516242067227656,0.181751302668468,-0.304608346507431,0.407856759952963,0.776387723878492
NGF,Beta-nerve growth factor,Health and medical history,X120110.Trouble concentrating over the last two weeks,34009,-0.134307137038303,0.189051159880549,-0.504847410404179,0.236233136327572,0.47745643275278
NGF,Beta-nerve growth factor,Health and medical history,X120111.Moving or speaking slower or faster than usual over the last two weeks,34000,-0.234434809876776,0.276301001231481,-0.775984772290479,0.307115152536927,0.396194124056668
NGF,Beta-nerve growth factor,Health and medical history,X120112.Thoughts of being better off dead or of hurting self over the last two weeks,33963,0.116384441195971,0.365732405814547,-0.60045107420054,0.833219956592482,0.750322821730023
NGF,Beta-nerve growth factor,Health and medical history,"X120113.Level of difficultly depression has made to do work, take care of things at home, or get along with other people",31647,-0.038964199398396,0.187129242627536,-0.405737514948367,0.327809116151575,0.835062468755119
NGF,Beta-nerve growth factor,Lifestyle factors,X1269.Exposure to tobacco smoke at home,49419,0.114913087716028,0.201430158791047,-0.279890023514425,0.50971619894648,0.568353241820801
NGF,Beta-nerve growth factor,Lifestyle factors,X1279.Exposure to tobacco smoke outside home,47580,0.047792188423672,0.129582869600515,-0.206190235993338,0.301774612840682,0.712268525577014
NGF,Beta-nerve growth factor,Diet and food preferences,X1289.Cooked vegetable intake,51201,-0.136591708130471,0.0860623728413255,-0.305273958899468,0.0320905426385274,0.112496250074451
NGF,Beta-nerve growth factor,Diet and food preferences,X1299.Salad  or  raw vegetable intake,50703,-0.0292508543230932,0.0921759749250969,-0.209915765176283,0.151414056530097,0.750990371670626
NGF,Beta-nerve growth factor,Diet and food preferences,X1309.Fresh fruit intake,51247,0.0781855961770928,0.0896303860155384,-0.0974899604133625,0.253861152767548,0.383046405731046
NGF,Beta-nerve growth factor,Diet and food preferences,X1319.Dried fruit intake,49497,-0.0310243737037319,0.0895255966616011,-0.20649454316047,0.144445795753006,0.728938384356165
NGF,Beta-nerve growth factor,Health and medical history,X134.Number of self-reported cancers,52026,0.223826196893305,0.14812760733196,-0.0665039134773353,0.514156307263946,0.130790654170811
NGF,Beta-nerve growth factor,Health and medical history,X135.Number of self-reported non-cancer illnesses,52026,-0.109287975038467,0.0848747519902451,-0.275642488939347,0.0570665388624136,0.197882733631987
NGF,Beta-nerve growth factor,Health and medical history,"X136.Number of operations, self-reported",52026,0.0697032327085252,0.086309726240498,-0.0994638307228508,0.238870296139901,0.419331204098891
NGF,Beta-nerve growth factor,Health and medical history,X137.Number of treatments or medications taken,52026,-0.100337547131894,0.0841005694503155,-0.265174663254512,0.0644995689907249,0.232853711932913
NGF,Beta-nerve growth factor,Diet and food preferences,X1438.Bread intake,51090,-0.00105714480655287,0.000902866118591316,-0.00282676239899185,0.000712472785886106,0.241658858137136
NGF,Beta-nerve growth factor,Diet and food preferences,X1458.Cereal intake,50631,0.102096742164293,0.0855676516802772,-0.0656158551290506,0.269809339457636,0.232813673353536
NGF,Beta-nerve growth factor,Diet and food preferences,X1488.Tea intake,51101,-0.000680334720581667,0.000836226812645798,-0.00231933927336743,0.000958669832204098,0.415894711351073
NGF,Beta-nerve growth factor,Diet and food preferences,X1498.Coffee intake,49848,0.0126011882876646,0.0870512744257028,-0.158019309586713,0.183221686162042,0.884904726234714
NGF,Beta-nerve growth factor,Diet and food preferences,X1528.Water intake,50298,-0.152928406289825,0.0878994418983469,-0.325211312410585,0.0193544998309352,0.0819041334439814
NGF,Beta-nerve growth factor,Lifestyle factors,X1568.Average weekly red wine intake,41312,0.0823461763598545,0.10605605215626,-0.125523685866414,0.290216038586123,0.437500042582213
NGF,Beta-nerve growth factor,Lifestyle factors,X1578.Average weekly champagne plus white wine intake,41311,0.0298015429400542,0.105830434991784,-0.177626109643842,0.237229195523951,0.778255925172489
NGF,Beta-nerve growth factor,Lifestyle factors,X1588.Average weekly beer plus cider intake,41333,-0.0283674991766314,0.134927115945697,-0.292824646430197,0.236089648076935,0.833480456412144
NGF,Beta-nerve growth factor,Lifestyle factors,X1598.Average weekly spirits intake,41263,0.216868900667932,0.1193856554452,-0.0171269840046597,0.450864785340523,0.0693052741936326
NGF,Beta-nerve growth factor,Lifestyle factors,X1608.Average weekly fortified wine intake,41342,-0.177389967675765,0.184461712106317,-0.538934923404147,0.184154988052617,0.336232779108295
NGF,Beta-nerve growth factor,Lifestyle factors,X1737.Childhood sunburn occasions,45470,-0.00546784102212345,0.10156068848168,-0.204526790446216,0.193591108401969,0.957064614678982
NGF,Beta-nerve growth factor,Health and medical history,X1807.Father's age at death,44577,0.0015150547968377,0.00096815530012286,-0.000382529591403108,0.0034126391850785,0.117624850920258
NGF,Beta-nerve growth factor,Health and medical history,X1845.Mother's age,35209,-0.0027950700857585,0.00227585859325024,-0.00725575292852897,0.00166561275701197,0.219421764471317
NGF,Beta-nerve growth factor,Health and medical history,X1873.Number of full brothers,51514,-0.0851461961824039,0.0833420712521542,-0.248496655836626,0.0782042634718183,0.306957028604918
NGF,Beta-nerve growth factor,Health and medical history,X1883.Number of full sisters,51520,-0.203673284321251,0.0835327623257034,-0.367397498479629,-0.0399490701628719,0.0147651813589502
NGF,Beta-nerve growth factor,Physical measures,X20015.Sitting height,51834,0.000191201676380428,0.00110905552567149,-0.00198254715393569,0.00236495050669654,0.863123989250222
NGF,Beta-nerve growth factor,Cognitive function,X20016.Fluid intelligence score,33298,0.0537493864070295,0.138169622531093,-0.217063073753913,0.324561846567972,0.697278009563045
NGF,Beta-nerve growth factor,Cognitive function,X20018.Prospective memory result,33638,-0.00944140086721718,0.180717585591295,-0.363647868626155,0.344765066891721,0.958335448213169
NGF,Beta-nerve growth factor,Physical measures,X20019.Speech-reception-threshold (SRT) estimate (left),33178,0.000658219149889486,0.00155088767449742,-0.00238152069212546,0.00369795899190443,0.671274042475757
NGF,Beta-nerve growth factor,Physical measures,X20021.Speech-reception-threshold (SRT) estimate (right),33159,0.00105185899664592,0.00154611901401773,-0.00197853427082883,0.00408225226412067,0.49631859740805
NGF,Beta-nerve growth factor,Cognitive function,X20023.Mean time to correctly identify matches,51717,0.000245207087743288,0.000908391313004186,-0.00153523988574492,0.00202565406123149,0.787211897731492
NGF,Beta-nerve growth factor,Health and medical history,X20107#1.Illnesses of father_Heart disease,48820,0.000756851083083541,0.00185801614581087,-0.00288486056270576,0.00439856272887284,0.683759184072987
