Protein,Protein_definition,Trait_category,Trait,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
CALY,Neuron-specific vesicular protein calcyon,Lifestyle factors,X1050.Time spend outdoors in summer,45047,0.00952503975375046,0.0341525819207456,-0.0574140208109109,0.0764641003184118,0.780326960859652
CALY,Neuron-specific vesicular protein calcyon,Lifestyle factors,X1060.Time spent outdoors in winter,41927,0.00674542447814185,0.0383297974890432,-0.0683809786003829,0.0818718275566666,0.860308687047
CALY,Neuron-specific vesicular protein calcyon,Physical activities,X1070.Time spent watching television (TV),46347,-0.0119495187863261,0.0342694243967467,-0.0791175906039497,0.0552185530312975,0.727322925434841
CALY,Neuron-specific vesicular protein calcyon,Physical activities,X1080.Time spent using computer,41893,-0.0274682475051825,0.0365918314973026,-0.0991882372398957,0.0442517422295307,0.452863756347176
CALY,Neuron-specific vesicular protein calcyon,Physical activities,X1090.Time spent driving,39712,-0.0778390823657305,0.0405101502937289,-0.157238976941439,0.00156081220997807,0.0546909499954773
CALY,Neuron-specific vesicular protein calcyon,Lifestyle factors,X1160.Sleep duration,47633,-0.00486000145418665,0.0312704435247132,-0.0661500707626244,0.0564300678542511,0.876492853910091
CALY,Neuron-specific vesicular protein calcyon,Health and medical history,X120039#0.Location of pain during the past week_None of the given areas,32384,0.011396576890992,0.0152627321848014,-0.0185183781912189,0.0413115319732028,0.455270963479724
CALY,Neuron-specific vesicular protein calcyon,Health and medical history,X120039#1.Location of pain during the past week_Left shoulder,32384,0.0275049222734107,0.0136185821514872,0.00081250125649588,0.0541973432903256,0.0434521010198239
CALY,Neuron-specific vesicular protein calcyon,Health and medical history,X120039#10.Location of pain during the past week_Upper right leg,32384,0.00608873886460533,0.0160442910539882,-0.0253580716012116,0.0375355493304223,0.704329983690821
CALY,Neuron-specific vesicular protein calcyon,Health and medical history,X120039#11.Location of pain during the past week_Lower left leg,32384,-0.0201280843349743,0.0163714173393221,-0.0522160623200455,0.011959893650097,0.218933987029903
CALY,Neuron-specific vesicular protein calcyon,Health and medical history,X120039#12.Location of pain during the past week_Lower right leg,32384,-0.0163113857995502,0.0166217791554272,-0.0488900729441874,0.0162673013450871,0.3264618831906
CALY,Neuron-specific vesicular protein calcyon,Health and medical history,X120039#13.Location of pain during the past week_Left jaw pain,32384,0.0288815291809935,0.0319126953129836,-0.0336673536324543,0.0914304119944413,0.365483911413915
CALY,Neuron-specific vesicular protein calcyon,Health and medical history,X120039#14.Location of pain during the past week_Right jaw pain,32384,-0.00317226475941609,0.0313547303602974,-0.0646275362655991,0.0582830067467669,0.919415367132919
CALY,Neuron-specific vesicular protein calcyon,Health and medical history,X120039#15.Location of pain during the past week_Chest pain,32384,0.0305159939049447,0.0245830124769804,-0.0176667105499369,0.0786986983598262,0.214515121362582
CALY,Neuron-specific vesicular protein calcyon,Health and medical history,X120039#16.Location of pain during the past week_Abdomen,32384,0.0212517477068293,0.0175555244338902,-0.0131570801835956,0.0556605755972542,0.226106004863307
