Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,HR[95%CI],P_value
DNAJC6,Putative tyrosine-protein phosphatase auxilin,Chapter I Certain infectious and parasitic diseases,Certain infectious and parasitic diseases,18901,3450,1.06 [1.02-1.10],0.0052798826241619
DNAJC6,Putative tyrosine-protein phosphatase auxilin,Chapter I Certain infectious and parasitic diseases,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,18276,385,1.18 [1.05-1.32],0.0059897901510996
DNAJC6,Putative tyrosine-protein phosphatase auxilin,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Folate deficiency anaemia,18257,59,1.64 [1.24-2.18],0.000633105867183
DNAJC6,Putative tyrosine-protein phosphatase auxilin,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,19367,1169,1.13 [1.06-1.21],0.0002382358564454
DNAJC6,Putative tyrosine-protein phosphatase auxilin,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Purpura and other haemorrhagic conditions,19502,289,0.83 [0.72-0.95],0.0080028760128512
DNAJC6,Putative tyrosine-protein phosphatase auxilin,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,"Thrombocytopenia, unspecified",19450,237,0.70 [0.60-0.82],8.738591910745227e-06
DNAJC6,Putative tyrosine-protein phosphatase auxilin,"Chapter IV Endocrine, nutritional and metabolic diseases",Depression or dysthymia,16651,1139,1.10 [1.02-1.17],0.0076270614717664
DNAJC6,Putative tyrosine-protein phosphatase auxilin,Chapter IX Diseases of the circulatory system,Atrial fibrillation and flutter,10053,2360,0.93 [0.89-0.98],0.0051027515828534
DNAJC6,Putative tyrosine-protein phosphatase auxilin,Chapter IX Diseases of the circulatory system,"Myocardial infarction, with ST-elevation",19553,166,1.37 [1.16-1.63],0.0002977778442846
DNAJC6,Putative tyrosine-protein phosphatase auxilin,Chapter V Mental and behavioural disorders,"Mood disorders, excluding more controls",16930,1188,1.10 [1.03-1.17],0.0068449711913376
DNAJC6,Putative tyrosine-protein phosphatase auxilin,"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of optic nerve and visual pathways,19650,65,1.47 [1.11-1.93],0.0063159783900143
DNAJC6,Putative tyrosine-protein phosphatase auxilin,Chapter X Diseases of the respiratory system,"Bronchitis, not specified as acute or chronic",16082,60,1.50 [1.13-1.99],0.004644402285528
DNAJC6,Putative tyrosine-protein phosphatase auxilin,Chapter X Diseases of the respiratory system,Influenza and pneumonia,19436,2119,1.07 [1.02-1.12],0.00982972061482
DNAJC6,Putative tyrosine-protein phosphatase auxilin,Chapter X Diseases of the respiratory system,Other respiratory disorders and diseases,19545,1449,1.09 [1.03-1.16],0.0036945004256062
DNAJC6,Putative tyrosine-protein phosphatase auxilin,Chapter X Diseases of the respiratory system,"Pneumonia, organism unspecified",19196,1879,1.08 [1.02-1.14],0.005596854187343
DNAJC6,Putative tyrosine-protein phosphatase auxilin,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Fibroblastic disorders,16613,267,0.79 [0.68-0.91],0.0014538839710234
DNAJC6,Putative tyrosine-protein phosphatase auxilin,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified seropositive rheumatoid arthritis,19635,54,1.60 [1.20-2.13],0.0015582377836201
DNAJC6,Putative tyrosine-protein phosphatase auxilin,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Palmar fascial fibromatosis [Dupuytren],16586,240,0.80 [0.69-0.93],0.0044908248073284
DNAJC6,Putative tyrosine-protein phosphatase auxilin,Chapter XIV Diseases of the genitourinary system,Postmenopausal atrophic vaginitis,7981,82,1.40 [1.10-1.79],0.0061166153551505
