Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,DNAJC9,DnaJ homolog subfamily C member 9,48778,0.0419317077132927,0.006354663828641,0.0294765666091564,0.0543868488174291,4.25442461051901e-11
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,PSME2,Proteasome activator complex subunit 2,51659,0.0195399665635798,0.00300396208919911,0.0136522008687496,0.0254277322584101,7.9427935459017e-11
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,SH3GLB2,Endophilin-B2,48794,0.034683787644571,0.00555882627666259,0.0237884881423124,0.0455790871468297,4.4796336864415e-10
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,PSMG4,Proteasome assembly chaperone 4,48252,0.0283486125033271,0.00478548209156497,0.0189690676038597,0.0377281574027944,3.1967713411594e-09
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,NAP1L4,Nucleosome assembly protein 1-like 4,48734,0.0198182955403324,0.00338284449120991,0.0131879203375609,0.0264486707431038,4.74423128801241e-09
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,UBAC1,Ubiquitin-associated domain-containing protein 1,51847,0.0163491904101713,0.00280499913168108,0.0108513921120764,0.0218469887082662,5.66358491507472e-09
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,TGM2,Protein-glutamine gamma-glutamyltransferase 2,51913,0.0364958287472438,0.00627798143102622,0.0241909851424324,0.0488006723520552,6.20492675479677e-09
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,CAT,Catalase,48573,0.0259605411274317,0.00446817669595502,0.0172029148033598,0.0347181674515035,6.33853587534181e-09
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,ADD1,Alpha-adducin,48385,0.0338399598702902,0.00584999277315835,0.0223739740348998,0.0453059457056806,7.37742592838621e-09
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,PPME1,Protein phosphatase methylesterase 1,51847,0.0286009944375371,0.00495330943559784,0.0188925079437653,0.0383094809313089,7.83419235193298e-09
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,SLC4A1,Band 3 anion transport protein,48854,0.0232269455342699,0.00404565590677395,0.0152974599569929,0.0311564311115468,9.53487262344616e-09
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,PSME1,Proteasome activator complex subunit 1,51718,0.0175632053828639,0.00307090257514265,0.0115442363355843,0.0235821744301435,1.08326089645681e-08
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,AARSD1,Alanyl-tRNA editing protein Aarsd1,51847,0.0263089546346863,0.00461158504989266,0.0172702479368967,0.0353476613324759,1.17776788320485e-08
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,NSFL1C,NSFL1 cofactor p47,52166,0.0304736022568046,0.00534749550130079,0.019992511074255,0.0409546934393541,1.22187306063516e-08
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,AK1,Adenylate kinase isoenzyme 1,51955,0.0300720180120713,0.00528280375575605,0.0197177226507894,0.0404263133733532,1.26741168313569e-08
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,EIF4EBP1,Eukaryotic translation initiation factor 4E-binding protein 1,51955,0.0307062469663956,0.00540985443721034,0.0201029322694633,0.0413095616633279,1.39527805383541e-08
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,IMPACT,Protein IMPACT,48794,0.0258647358207681,0.00456035466463567,0.0169264406780822,0.0348030309634541,1.43362703781493e-08
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,HAGH,"Hydroxyacylglutathione hydrolase, mitochondrial",52099,0.0331849845022518,0.00587807219532893,0.0216639629994071,0.0447060060050965,1.66547319050919e-08
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,UROD,Uroporphyrinogen decarboxylase,48385,0.031756793575119,0.00564137182951949,0.0206997047892608,0.0428138823609771,1.83429424585691e-08
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,RILP,Rab-interacting lysosomal protein,52099,0.0279068741533865,0.00498260476635939,0.0181409688113221,0.0376727794954509,2.15675025171072e-08
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,DNAJB2,DnaJ homolog subfamily B member 2,48385,0.0249342191739371,0.00445877317796474,0.0161950237451262,0.033673414602748,2.27211070105074e-08
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,ST13,Hsc70-interacting protein,48385,0.0255431915837114,0.00457558787492639,0.0165750393488557,0.0345113438185672,2.40204886044189e-08
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,RANBP1,Ran-specific GTPase-activating protein,48283,0.0241299563810631,0.00435037890041383,0.015603213736252,0.0326566990258742,2.94968383984933e-08
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,PKLR,Pyruvate kinase PKLR,51965,0.0299982936238663,0.00541351204950514,0.0193878100068363,0.0406087772408964,3.03344863759692e-08
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,PRDX2,Peroxiredoxin-2,48519,0.028434900448789,0.00516482498954381,0.0183118434692832,0.0385579574282949,3.72684251392159e-08
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,BOLA2_BOLA2B,BolA-like protein 2,48283,0.0241632820303698,0.00443812868283114,0.0154645498120208,0.0328620142487188,5.25798598313953e-08
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,CENPF,Centromere protein F,48486,0.0248327226318526,0.00458705501043643,0.0158420948113972,0.033823350452308,6.24670245347643e-08
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,PSMG3,Proteasome assembly chaperone 3,51933,0.0228931376883831,0.00423456008706166,0.0145933999177422,0.0311928754590239,6.49852964431143e-08
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,DNPH1,2'-deoxynucleoside 5'-phosphate N-hydrolase 1,51999,0.0229223499497964,0.00425257314027946,0.0145873065948486,0.0312573933047441,7.10478024716661e-08
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,YOD1,Ubiquitin thioesterase OTU1,48148,0.0280156923540404,0.00519911306012853,0.0178254307561885,0.0382059539518923,7.18493451293615e-08
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,CA2,Carbonic anhydrase 2,51892,0.0307557018157494,0.00571141818928312,0.0195613221647544,0.0419500814667443,7.3166073967846e-08
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,DDI2,Protein DDI1 homolog 2,48385,0.0334065130049418,0.00636550910332998,0.020930115162415,0.0458829108474685,1.55302761170668e-07
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,SF3B4,Splicing factor 3B subunit 4,51847,0.0322297236570597,0.00619106189115946,0.0200952423503871,0.0443642049637322,1.9475520385275e-07
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,ATXN3,Ataxin-3,48794,0.0266526925293172,0.00517064607553513,0.0165182262212684,0.0367871588373661,2.56547031911898e-07
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,CA3,Carbonic anhydrase 3,52216,0.025667070736931,0.00501244621869241,0.0158426761482939,0.0354914653255681,3.0684609274357e-07
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,ANKRD54,Ankyrin repeat domain-containing protein 54,51406,0.0246785389331235,0.00482801603679942,0.0152156275009966,0.0341414503652504,3.22143732579554e-07
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,PSMD9,26S proteasome non-ATPase regulatory subunit 9,51847,0.0236585209719769,0.00464619046232818,0.0145519876658137,0.0327650542781402,3.57022828393052e-07
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,TXN,Thioredoxin,48543,0.0184702621683803,0.00362758148610426,0.0113602024556159,0.0255803218811446,3.58249569109961e-07
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,DNPEP,Aspartyl aminopeptidase,48794,0.0239742952106279,0.00472405771385026,0.0147151420914814,0.0332334483297744,3.91063387476635e-07
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,DNAJA4,DnaJ homolog subfamily A member 4,48794,0.0297421589785673,0.00589612660077807,0.0181857508410423,0.0412985671160923,4.58996165833203e-07
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,AMPD3,AMP deaminase 3,48794,0.0297000833637248,0.00589650745652884,0.0181429287489283,0.0412572379785214,4.77223586128365e-07
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,ATG4A,Cysteine protease ATG4A,51406,0.025122913638017,0.00499636966151136,0.0153300291014547,0.0349157981745793,4.98769174240898e-07
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,LXN,Latexin,51647,0.0288753114569812,0.00583251552259646,0.0174435810326922,0.0403070418812703,7.44509158224265e-07
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,PEBP1,Phosphatidylethanolamine-binding protein 1,51969,0.0235863084045233,0.00477835267364094,0.0142207371641871,0.0329518796448595,8.02590026458663e-07
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,IGBP1,Immunoglobulin-binding protein 1,48801,0.0249074030374964,0.00505166362705865,0.0150061423284614,0.0348086637465313,8.26552338359829e-07
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,ACYP1,Acylphosphatase-1,48318,0.0268506033994201,0.00547236732096877,0.0161247634503213,0.0375764433485189,9.34176797663882e-07
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,GMPR,GMP reductase 1,52231,0.0195955475043532,0.00400038374997392,0.0117547953544043,0.0274362996543021,9.72502803158362e-07
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,C9orf40,Uncharacterized protein C9orf40,48778,0.0322699500145419,0.00661640690459904,0.0193017924815278,0.045238107547556,1.08387538235493e-06
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,HBQ1,Hemoglobin subunit theta-1,52163,0.0254152103590335,0.00526796912057299,0.0150899908827105,0.0357404298353566,1.41246397535397e-06
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,BLVRB,Flavin reductase,51969,0.0264766571452619,0.0055277677915838,0.0156422322737576,0.0373110820167661,1.6800784519431e-06
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,ARG1,Arginase-1,51797,0.0206906827421114,0.00432344783658639,0.012216724982402,0.0291646405018207,1.71449165500825e-06
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,PDCD5,Programmed cell death protein 5,52166,0.0230623833060749,0.00485300352325462,0.0135504964004959,0.032574270211654,2.02413815831161e-06
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,STIP1,Stress-induced-phosphoprotein 1,51923,0.0254703201211043,0.0053979338247404,0.0148903698246131,0.0360502704175955,2.38930221197705e-06
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,CLNS1A,Methylosome subunit pICln,48300,0.0135646842904039,0.0028779420952709,0.0079239177836729,0.0192054507971348,2.45369677344384e-06
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,RBKS,Ribokinase,51420,0.0199180275590006,0.00426154278081519,0.0115654037086028,0.0282706514093984,2.97220253972545e-06
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,SOD1,Superoxide dismutase [Cu-Zn],51513,0.0185296767305119,0.00403536581898115,0.0106203597253088,0.0264389937357149,4.41730409671318e-06
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,PARK7,Parkinson disease protein 7,51969,0.0196119640814241,0.00427400425328343,0.0112349157449886,0.0279890124178597,4.48412415500084e-06
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,CCS,Copper chaperone for superoxide dismutase,51761,0.0177379679087273,0.00391689536959728,0.0100608529843166,0.025415082833138,5.96778121621509e-06
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,OMG,Oligodendrocyte-myelin glycoprotein,51847,-0.0263123479652643,0.00584536797768905,-0.0377692692015348,-0.0148554267289937,6.7834435347503e-06
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,PPCDC,Phosphopantothenoylcysteine decarboxylase,52166,0.0174190810439261,0.00390902522829373,0.00975739159647034,0.0250807704913818,8.38410722171175e-06
