Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,PSME2,Proteasome activator complex subunit 2,51659,0.02506869066508,0.00296669278579071,0.0192539728049302,0.0308834085252298,3.08174779760298e-17
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,UBAC1,Ubiquitin-associated domain-containing protein 1,51847,0.0227208459305937,0.0027704321573773,0.0172907989021342,0.0281508929590533,2.50216177986938e-16
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,HAGH,"Hydroxyacylglutathione hydrolase, mitochondrial",52099,0.0472674915189471,0.00580439018235381,0.0358908867615336,0.0586440962763605,4.03255262619959e-16
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,DNAJC9,DnaJ homolog subfamily C member 9,48778,0.0510615536062211,0.00627483348518589,0.0387628799752568,0.0633602272371855,4.26641987544334e-16
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,TGM2,Protein-glutamine gamma-glutamyltransferase 2,51913,0.0485258970522774,0.00620108690865761,0.0363717667113085,0.0606800273932463,5.27518696950107e-15
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,PPME1,Protein phosphatase methylesterase 1,51847,0.0380528977729633,0.00489291271961786,0.0284627888425123,0.0476430067034143,7.72496444594771e-15
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,AARSD1,Alanyl-tRNA editing protein Aarsd1,51847,0.0351594683021811,0.00455536657149076,0.0262309498220592,0.044087986782303,1.22671195581941e-14
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,AK1,Adenylate kinase isoenzyme 1,51955,0.0400342884475762,0.00521816334896372,0.0298066882836073,0.0502618886115451,1.75799911014469e-14
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,PSMG4,Proteasome assembly chaperone 4,48252,0.0362394466304704,0.00472301163857598,0.0269823438188615,0.0454965494420793,1.75903763341265e-14
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,SH3GLB2,Endophilin-B2,48794,0.0419136258187091,0.00548738278998611,0.0311583555503364,0.0526688960870819,2.30103604663525e-14
