Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Diet and food preferences,X20606.Liking for avocados,BGLAP,Osteocalcin,35381,-0.354514833313333,0.0268310801463431,-0.407103750400165,-0.3019259162265,2.26472171224e-39
Diet and food preferences,X20606.Liking for avocados,GFRA1,GDNF family receptor alpha-1,36689,-0.752651963602121,0.069165381881298,-0.888216112089465,-0.617087815114777,2.1759858824842e-27
Diet and food preferences,X20606.Liking for avocados,VWC2,Brorin,36528,-0.461943757737749,0.0468351661036798,-0.553740683300962,-0.370146832174537,8.13416822439019e-23
Diet and food preferences,X20606.Liking for avocados,A1BG,Alpha-1B-glycoprotein,35383,-1.01758932418291,0.124889578151092,-1.26237289735906,-0.772805751006773,4.3731597620752e-16
Diet and food preferences,X20606.Liking for avocados,CSF1,Macrophage colony-stimulating factor 1,36661,-0.561666090288945,0.0712501065265032,-0.701316299080891,-0.422015881496998,3.61420566730027e-15
Diet and food preferences,X20606.Liking for avocados,WFDC2,WAP four-disulfide core domain protein 2,36214,-0.42907239872537,0.0545009435559806,-0.535894248095092,-0.322250549355648,3.94941850552998e-15
Diet and food preferences,X20606.Liking for avocados,CFH,Complement factor H,34958,-0.718564339227918,0.0938781654515315,-0.90256554351292,-0.534563134942917,2.23463537286642e-14
Diet and food preferences,X20606.Liking for avocados,SPON1,Spondin-1,36634,-0.431751916979502,0.0576147483779243,-0.544676823800233,-0.31882701015877,7.40510923231801e-14
Diet and food preferences,X20606.Liking for avocados,NBL1,Neuroblastoma suppressor of tumorigenicity 1,36666,-0.501319863213021,0.0707462899991008,-0.639982591611258,-0.362657134814783,1.49511702773239e-12
Diet and food preferences,X20606.Liking for avocados,TGFA,Protransforming growth factor alpha,36610,-0.28613233478206,0.041087233831691,-0.366663313092175,-0.205601356471946,3.56877292662045e-12
Diet and food preferences,X20606.Liking for avocados,NPC2,NPC intracellular cholesterol transporter 2,35253,-0.511736797684992,0.0735927050209121,-0.65597849952598,-0.367495095844005,3.89963395030053e-12
Diet and food preferences,X20606.Liking for avocados,PTGDS,Prostaglandin-H2 D-isomerase,36561,-0.434345854454204,0.0628809095075692,-0.557592437089039,-0.311099271819368,5.31527616769826e-12
Diet and food preferences,X20606.Liking for avocados,MIA,Melanoma-derived growth regulatory protein,36666,-0.336648989860798,0.0492417333184612,-0.433162787164982,-0.240135192556614,8.69723797779118e-12
Diet and food preferences,X20606.Liking for avocados,SERPINA7,Thyroxine-binding globulin,35383,-0.765079218408546,0.112753082001312,-0.986075259131118,-0.544083177685974,1.25528156872545e-11
Diet and food preferences,X20606.Liking for avocados,NHLRC3,NHL repeat-containing protein 3,35071,-0.487310143846104,0.0718119664510697,-0.6280615980902,-0.346558689602007,1.25604787054769e-11
Diet and food preferences,X20606.Liking for avocados,CD83,CD83 antigen,36610,-0.376520658945198,0.0557673504174558,-0.485824665763412,-0.267216652126985,1.56398688162659e-11
Diet and food preferences,X20606.Liking for avocados,HGF,Hepatocyte growth factor,36716,-0.347659684923598,0.0515085459403563,-0.448616434966696,-0.246702934880499,1.58504005956281e-11
Diet and food preferences,X20606.Liking for avocados,NELL2,Protein kinase C-binding protein NELL2,36661,-0.423044319916321,0.0632307070653037,-0.546976505764316,-0.299112134068326,2.37299987302653e-11
Diet and food preferences,X20606.Liking for avocados,SERPINA11,Serpin A11,36725,-0.286406621682008,0.0430281145751721,-0.370741726249346,-0.202071517114671,2.9911709666381e-11
Diet and food preferences,X20606.Liking for avocados,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,36621,-0.434811225220866,0.0654159066881798,-0.563026402329698,-0.306596048112033,3.18983091796879e-11
Diet and food preferences,X20606.Liking for avocados,ITIH4,Inter-alpha-trypsin inhibitor heavy chain H4,35383,-0.573019507627242,0.0861948782344962,-0.741961468966854,-0.404077546287629,3.20341851760854e-11
Diet and food preferences,X20606.Liking for avocados,CFI,Complement factor I,35383,-0.705852835976795,0.106513200032438,-0.914618708040374,-0.497086963913216,3.69153811803659e-11
Diet and food preferences,X20606.Liking for avocados,GGH,Gamma-glutamyl hydrolase,36477,-0.358196069875788,0.0545855683319249,-0.465183783806361,-0.251208355945215,5.64144588781325e-11
Diet and food preferences,X20606.Liking for avocados,KLK14,Kallikrein-14,36695,-0.251908021460326,0.0384134177284285,-0.327198320208046,-0.176617722712606,5.79559854125712e-11
