Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,SLC51B,Organic solute transporter subunit beta,46784,0.0201911689877185,0.00553195470038228,0.00934853777496927,0.0310338002004678,0.000263060884991209
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,SPP1,Osteopontin,50658,-0.0103148154532436,0.00337103954274402,-0.0169220529570219,-0.00370757794946533,0.00221726813130045
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,CAT,Catalase,47182,0.0122269803960077,0.00408128718507768,0.00422765751325545,0.02022630327876,0.00274029616232095
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,MANSC1,MANSC domain-containing protein 1,50463,-0.00632860052348477,0.00212254544896896,-0.0104887896034639,-0.0021684114435056,0.0028705386067868
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,ANKRD54,Ankyrin repeat domain-containing protein 54,49898,0.0128981793107191,0.0044221346281129,0.00423079543961785,0.0215655631818204,0.0035408934386694
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,CST6,Cystatin-M,49857,-0.0109995384218616,0.00380423452848273,-0.0184558380976877,-0.00354323874603544,0.00383926335306498
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,THBD,Thrombomodulin,50419,-0.0062733861585247,0.00222697232158687,-0.010638251908835,-0.00190852040821444,0.00485177165795842
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,BSG,Basigin,50624,-0.00439136436908069,0.00156242656873641,-0.00745372044380406,-0.00132900829435733,0.00494920479813494
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,TNFRSF10C,Tumor necrosis factor receptor superfamily member 10C,50487,-0.0104979388364893,0.00373802799687435,-0.017824473710363,-0.00317140396261559,0.00498299078315231
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,QPCT,Glutaminyl-peptide cyclotransferase,50432,-0.00591055148303309,0.00210687341566718,-0.0100400233777408,-0.00178107958832541,0.00503038876097274
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,DLL4,Delta-like protein 4,46914,-0.0188197005618294,0.00682311643213317,-0.0321930087688104,-0.00544639235484835,0.00581735515490656
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,REG1B,Lithostathine-1-beta,50687,0.011939747568325,0.00436866715752797,0.00337715993957023,0.0205023351970799,0.00628023996542189
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,SORD,Sorbitol dehydrogenase,50499,0.0143144318638199,0.00525638850772926,0.00401191038867056,0.0246169533389693,0.0064695377410668
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,ITGB6,Integrin beta-6,50031,-0.00641492265606843,0.00236460886755068,-0.0110495560364678,-0.0017802892756691,0.00667525949784849
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,PITHD1,PITH domain-containing protein 1,46728,-0.0162370274602265,0.0059925411374514,-0.0279824080896313,-0.00449164683082179,0.00674399859993228
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,TGM2,Protein-glutamine gamma-glutamyltransferase 2,50383,0.0154291233837712,0.00571223278389642,0.00423314712733424,0.0266250996402082,0.00691708697935536
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,DEFB104A_DEFB104B,Beta-defensin 104,46822,-0.0113665260046565,0.0042359127301694,-0.0196689149557885,-0.00306413705352444,0.00729498701507675
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,FLT1,Vascular endothelial growth factor receptor 1,50264,-0.00444424751366998,0.00166505288601859,-0.00770775117026642,-0.00118074385707354,0.00761040125359943
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,50578,-0.00608862802115892,0.00228508750211821,-0.0105673995253106,-0.00160985651700723,0.00771579092194718
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,CD86,T-lymphocyte activation antigen CD86,47373,-0.00613934356764097,0.00230732344143056,-0.0106616975128449,-0.00161698962243706,0.00780197981724823
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,S100A16,Protein S100-A16,49886,0.0124443120305285,0.00469919788462198,0.00323388417666944,0.0216547398843876,0.00809865958359148
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,C1RL,Complement C1r subcomponent-like protein,47422,-0.00399229144435607,0.00150832757643328,-0.00694861349416529,-0.00103596939454684,0.00813170588513675
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,RELT,Tumor necrosis factor receptor superfamily member 19L,50412,-0.00594547502979094,0.00225256988902796,-0.0103605120122857,-0.00153043804729613,0.00831074026495498
