Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Health and medical history,X20110#3.Illnesses of mother_Lung cancer,SMOC2,SPARC-related modular calcium-binding protein 2,49557,0.0546318428354297,0.0146289501999842,0.0259591004434607,0.0833045852273986,0.000188585086388944
Health and medical history,X20110#3.Illnesses of mother_Lung cancer,SLITRK2,SLIT and NTRK-like protein 2,49658,0.0569417256051351,0.0153194399638755,0.0269156232759391,0.0869678279343312,0.000202157419068542
Health and medical history,X20110#3.Illnesses of mother_Lung cancer,LILRA5,Leukocyte immunoglobulin-like receptor subfamily A member 5,49449,0.0442812895812026,0.0124253945834219,0.0199275161976955,0.0686350629647096,0.00036637804497902
Health and medical history,X20110#3.Illnesses of mother_Lung cancer,CGA,Glycoprotein hormones alpha chain,49487,0.0814542437081426,0.0230383079449442,0.0362991601360521,0.126609327280233,0.000407730473746272
Health and medical history,X20110#3.Illnesses of mother_Lung cancer,CXCL14,C-X-C motif chemokine 14,49110,0.0753767878839887,0.0223062296039044,0.0316565778603361,0.119096997907641,0.000728374753622781
Health and medical history,X20110#3.Illnesses of mother_Lung cancer,LAMP3,Lysosome-associated membrane glycoprotein 3,49682,0.0637841574627351,0.0196499087816642,0.0252703362506733,0.102297978674797,0.00117209894334404
Health and medical history,X20110#3.Illnesses of mother_Lung cancer,BST2,Bone marrow stromal antigen 2,49670,0.0627683770873007,0.0194404384217232,0.0246651177807232,0.100871636393878,0.00124521513667032
Health and medical history,X20110#3.Illnesses of mother_Lung cancer,CDCP1,CUB domain-containing protein 1,49280,0.0666978665971242,0.0209564171425745,0.0256232889976781,0.10777244419657,0.00146127512240408
Health and medical history,X20110#3.Illnesses of mother_Lung cancer,PTPN9,Tyrosine-protein phosphatase non-receptor type 9,46121,-0.0474786034189484,0.014962439282446,-0.0768049844125424,-0.0181522224253543,0.00151036291328051
Health and medical history,X20110#3.Illnesses of mother_Lung cancer,RANGAP1,Ran GTPase-activating protein 1,48969,-0.0567809947455053,0.0180355257821304,-0.0921306252784809,-0.0214313642125297,0.00164467883807282
