Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Blood and urine assays,X30130.Monocyte count,CD300E,CMRF35-like molecule 2,51699,0.127497401253493,0.00304055342893118,0.121537916532788,0.133456885974198,0
Blood and urine assays,X30130.Monocyte count,HGF,Hepatocyte growth factor,51819,0.107067783858912,0.00257601007535946,0.102018804111208,0.112116763606617,0
Blood and urine assays,X30130.Monocyte count,LILRA5,Leukocyte immunoglobulin-like receptor subfamily A member 5,51524,0.134074194873576,0.00234622141744242,0.129475600895389,0.138672788851763,0
Blood and urine assays,X30130.Monocyte count,CLEC6A,C-type lectin domain family 6 member A,51015,0.133499556817987,0.00350261267520244,0.12663443597459,0.140364677661384,4.84769166509187e-308
Blood and urine assays,X30130.Monocyte count,IFI30,Gamma-interferon-inducible lysosomal thiol reductase,47941,0.100376521249666,0.00295430012436841,0.0945860930059035,0.106166949493428,8.03338158748929e-246
Blood and urine assays,X30130.Monocyte count,ELOA,Elongin-A,51450,0.135391258445897,0.00419244929223649,0.127174057833113,0.14360845905868,8.98912535772005e-224
Blood and urine assays,X30130.Monocyte count,ITGA5,Integrin alpha-5,51563,0.0600773321624308,0.0018629118706907,0.056426024895877,0.0637286394289846,3.40807215998699e-223
Blood and urine assays,X30130.Monocyte count,IL1RN,Interleukin-1 receptor antagonist protein,51491,0.12649726385917,0.00400875669515365,0.118640100736668,0.134354426981671,5.77592861736333e-214
Blood and urine assays,X30130.Monocyte count,OSM,Oncostatin-M,51426,0.160491246402194,0.00518958494290118,0.150319659914107,0.17066283289028,9.42834536966765e-206
Blood and urine assays,X30130.Monocyte count,LSP1,Lymphocyte-specific protein 1,51532,0.0930100891759983,0.00305546871042991,0.0870213705035557,0.098998807848441,1.48370593805771e-199
Blood and urine assays,X30130.Monocyte count,MPO,Myeloperoxidase,51563,0.104883757540229,0.00345644169082573,0.0981091318262106,0.111658383254247,2.43691611952654e-198
Blood and urine assays,X30130.Monocyte count,PLAUR,Urokinase plasminogen activator surface receptor,51375,0.0629130618527923,0.00214042945286746,0.0587178201251721,0.0671083035804125,2.04826196687666e-186
Blood and urine assays,X30130.Monocyte count,APEX1,DNA-(apurinic or apyrimidinic site) endonuclease,51694,0.125590226818136,0.00437460193630243,0.117016007022984,0.134164446613289,3.95476578599004e-178
