Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Blood and urine assays,X30230.Nucleated red blood cell percentage,FGR,Tyrosine-protein kinase Fgr,51056,0.439219452027239,0.0634031109622518,0.314949354541225,0.563489549513253,4.40190785911111e-12
Blood and urine assays,X30230.Nucleated red blood cell percentage,FEN1,Flap endonuclease 1,51014,0.378867317937751,0.0558848516721454,0.269333008660346,0.488401627215156,1.23650777253201e-11
Blood and urine assays,X30230.Nucleated red blood cell percentage,PADI4,Protein-arginine deiminase type-4,51013,0.365223626957696,0.0546372777680365,0.258134562532345,0.472312691383048,2.37137570131724e-11
Blood and urine assays,X30230.Nucleated red blood cell percentage,FMNL1,Formin-like protein 1,51056,0.377591181950596,0.0566006310621648,0.266653945068753,0.488528418832439,2.59716182565797e-11
Blood and urine assays,X30230.Nucleated red blood cell percentage,BAP18,Chromatin complexes subunit BAP18,48431,0.441708313531604,0.0670333700172883,0.310322908297719,0.573093718765489,4.5276635139351e-11
Blood and urine assays,X30230.Nucleated red blood cell percentage,ELOA,Elongin-A,51450,0.438756008070642,0.0682302993165307,0.305024621410242,0.572487394731042,1.29686547902877e-10
Blood and urine assays,X30230.Nucleated red blood cell percentage,POLR2F,"DNA-directed RNA polymerases I, II, and III subunit RPABC2",51450,0.641314789298371,0.103072737980032,0.439292222857507,0.843337355739234,4.99498042145094e-10
Blood and urine assays,X30230.Nucleated red blood cell percentage,IL16,Pro-interleukin-16,51818,0.632769637172268,0.102439374816997,0.431988462530953,0.833550811813583,6.64094391302368e-10
Blood and urine assays,X30230.Nucleated red blood cell percentage,APEX1,DNA-(apurinic or apyrimidinic site) endonuclease,51693,0.532850778559521,0.0876749417162187,0.361007892795733,0.70469366432331,1.23927407311514e-09
Blood and urine assays,X30230.Nucleated red blood cell percentage,MAD1L1,Mitotic spindle assembly checkpoint protein MAD1,51294,0.461599313928923,0.0767857668333322,0.311099210935592,0.612099416922254,1.8659701910839e-09
Blood and urine assays,X30230.Nucleated red blood cell percentage,NMNAT1,Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1,51365,0.343609418849374,0.0577106889255246,0.230496468555346,0.456722369143402,2.65504204262853e-09
Blood and urine assays,X30230.Nucleated red blood cell percentage,SNRPB2,U2 small nuclear ribonucleoprotein B'',48431,0.470049429522441,0.0798466142961663,0.313550065501955,0.626548793542927,3.99836037439241e-09
Blood and urine assays,X30230.Nucleated red blood cell percentage,SRP14,Signal recognition particle 14 kDa protein,51450,0.485081268324077,0.0837979240895601,0.320837337108539,0.649325199539615,7.18600828182685e-09
Blood and urine assays,X30230.Nucleated red blood cell percentage,RAB44,Ras-related protein Rab-44,48410,0.499145099219568,0.0868249760104714,0.328968146239044,0.669322052200092,9.11650252166779e-09
Blood and urine assays,X30230.Nucleated red blood cell percentage,SKAP1,Src kinase-associated phosphoprotein 1,51332,0.449804865124946,0.0786849107009167,0.29558244015115,0.604027290098743,1.10080828291573e-08
Blood and urine assays,X30230.Nucleated red blood cell percentage,NCF2,Neutrophil cytosol factor 2,51486,0.318463892144264,0.0569220057652024,0.206896760844467,0.43003102344406,2.23477192670083e-08
Blood and urine assays,X30230.Nucleated red blood cell percentage,LPCAT2,Lysophosphatidylcholine acyltransferase 2,51450,0.434799775022474,0.0780219256566504,0.281876800735439,0.587722749309509,2.53519266835422e-08
Blood and urine assays,X30230.Nucleated red blood cell percentage,NAMPT,Nicotinamide phosphoribosyltransferase,51014,0.420759048874655,0.0758050001033228,0.272181248672142,0.569336849077168,2.88004188151913e-08
Blood and urine assays,X30230.Nucleated red blood cell percentage,MNDA,Myeloid cell nuclear differentiation antigen,51517,0.263239535588295,0.0474642033997995,0.170209696924688,0.356269374251903,2.9539502809673e-08
Blood and urine assays,X30230.Nucleated red blood cell percentage,SMNDC1,Survival of motor neuron-related-splicing factor 30,48416,0.407757757808603,0.0737675376238219,0.263173384065912,0.552342131551294,3.28725478671799e-08
Blood and urine assays,X30230.Nucleated red blood cell percentage,DDX58,Antiviral innate immune response receptor RIG-I,51014,0.413624336717729,0.0752481462983665,0.266137969972931,0.561110703462527,3.90949934102134e-08
