Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,ADGRE2,Adhesion G protein-coupled receptor E2,50493,0.00952263953978772,0.00240721571235032,0.00480449674358109,0.0142407823359943,7.64958738340458e-05
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,LRP1,Prolow-density lipoprotein receptor-related protein 1,50304,0.00833353133532431,0.00224891080263744,0.00392566616215492,0.0127413965084937,0.000211426629012223
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,XG,Glycoprotein Xg,50585,-0.0107244806321425,0.0029098841047681,-0.016427853477488,-0.00502110778679706,0.000228770589025995
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,CD163,Scavenger receptor cysteine-rich type 1 protein M130,50517,0.0132900282043802,0.00363579749861036,0.00616386510710387,0.0204161913016565,0.000257454542139161
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,BMP10,Bone morphogenetic protein 10,47003,0.00844564367772959,0.00239011822019248,0.00376101196615233,0.0131302753893069,0.00041099650608139
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,KCTD5,BTB/POZ domain-containing protein KCTD5,47020,0.0136013089688047,0.00388875104110959,0.00597935692822989,0.0212232610093795,0.000470565112189548
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,C7,Complement component C7,47002,0.00946259480592094,0.00274684254514991,0.00407878341742711,0.0148464061944148,0.000572546640247089
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,LGALS4,Galectin-4,50388,0.0161788219003425,0.00470650712217177,0.00695406794088583,0.0254035758597992,0.000588113330819214
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,GBP1,Guanylate-binding protein 1,47357,0.018696312194965,0.00548780860019345,0.00794020733858585,0.0294524170513442,0.000658476116942289
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,IL19,Interleukin-19,49896,0.0206480346249153,0.00611420808172645,0.00866418678473149,0.0326318824650992,0.000733966920291589
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,CASP4,Caspase-4,47094,0.0465738968408897,0.0140605383114877,0.0190152417503739,0.0741325519314056,0.000926819767365401
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,CSF1R,Macrophage colony-stimulating factor 1 receptor,47445,0.0111317784817075,0.0033613363028193,0.00454355932818163,0.0177199976352333,0.000929012369184993
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,MDK,Midkine,50388,0.0141508815042814,0.00433743767112861,0.00564950366886937,0.0226522593396935,0.00110604881184091
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,GATA3,Trans-acting T-cell-specific transcription factor GATA-3,46763,0.00736983925566979,0.00225954987534503,0.00294112149999354,0.011798557011346,0.00110973803803186
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,PTPRF,Receptor-type tyrosine-protein phosphatase F,50687,-0.0076842794433037,0.0023657798116136,-0.0123212078740664,-0.00304735101254106,0.00116353619047834
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,EGFL7,Epidermal growth factor-like protein 7,49898,0.0106094784491601,0.00331119456813202,0.00411953709562131,0.0170994198026988,0.00135673528798533
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,LRRN1,Leucine-rich repeat neuronal protein 1,50031,-0.0108401100976433,0.00341908781068436,-0.0175415222065847,-0.00413869798870199,0.00152407557160826
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,CEACAM5,Carcinoembryonic antigen-related cell adhesion molecule 5,49635,0.0167070941500761,0.00527623275758938,0.0063656779452009,0.0270485103549513,0.00154515319922168
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,CCL5,C-C motif chemokine 5,50517,0.0270489187409612,0.00855534983509497,0.010280433064175,0.0438174044177473,0.00157098193915726
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,VASN,Vasorin,50085,-0.00720146424501508,0.00230146147072498,-0.011712328727636,-0.00269059976239413,0.0017558726428151
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,FGFBP1,Fibroblast growth factor-binding protein 1,50463,-0.00878749001560994,0.00280836981922571,-0.0142918948612923,-0.00328308516992756,0.0017561140856869
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,CXCL9,C-X-C motif chemokine 9,50493,0.0171803157330136,0.00549677229028899,0.00640664204404719,0.02795398942198,0.00177718194226152
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,HIP1R,Huntingtin-interacting protein 1-related protein,47349,0.0119046166216828,0.00383779997456688,0.0043825286715317,0.0194267045718339,0.00192543829912496
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,ADGRE5,Adhesion G protein-coupled receptor E5,50596,0.00800037106116114,0.00258977968674144,0.00292440287514793,0.0130763392471744,0.00200940276980282
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,SULT2A1,Bile salt sulfotransferase,50393,0.0148312414976262,0.00489357144039466,0.00523984147445266,0.0244226415207997,0.00244225082566446
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,LPO,Lactoperoxidase,49659,0.0157165765023645,0.00520065601815205,0.00552329070678644,0.0259098622979425,0.00251381226030147
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,CXCL5,C-X-C motif chemokine 5,50342,0.0287136377447626,0.00952502543369681,0.0100445878947168,0.0473826875948083,0.00257660005395019
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,IL3,Interleukin-3,46763,0.0154673697249255,0.00514738450886694,0.00537849608754628,0.0255562433623047,0.00266031640186683
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,SUOX,"Sulfite oxidase, mitochondrial",47394,0.0155379136696424,0.00526818759870039,0.0052122659761896,0.0258635613630951,0.00318799219332102
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,CSF3,Granulocyte colony-stimulating factor,50031,0.0120354511928229,0.00408423989371708,0.00403034100113741,0.0200405613845084,0.00321423189556134
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,CXCL14,C-X-C motif chemokine 14,50031,-0.0144410384750642,0.00491578586716802,-0.0240759787747135,-0.00480609817541485,0.00331023117559508
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,ADAMTSL2,ADAMTS-like protein 2,47451,0.00837579021031796,0.00287199002802251,0.00274668975539384,0.0140048906652421,0.00354545868480981
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,C1QTNF9,Complement C1q and tumor necrosis factor-related protein 9A,46972,0.01207088612206,0.0041605279899988,0.0039162512616623,0.0202255209824576,0.00372074346569895
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,OCLN,Occludin,47394,0.0107044028772263,0.00369110422529527,0.00346983859564754,0.017938967158805,0.00373530193938365
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,PAM,Peptidyl-glycine alpha-amidating monooxygenase,50595,0.00688855183287003,0.00237679254706135,0.00223003844062979,0.0115470652251103,0.00375615485801698
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,MAPK13,Mitogen-activated protein kinase 13,46763,0.0107882975274037,0.00373881148017498,0.00346022702626079,0.0181163680285467,0.00391266742535492
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,KIRREL2,Kin of IRRE-like protein 2,49921,0.00964781689138041,0.00335003771274817,0.00308174297439399,0.0162138908083668,0.00398181082613964
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,HPGDS,Hematopoietic prostaglandin D synthase,49898,-0.00918722905191877,0.00319823839495573,-0.015455776306032,-0.00291868179780553,0.00407523590332141
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,MTR,Methionine synthase,46784,0.0157567210988619,0.00554041081650071,0.00489751589852055,0.0266159262992033,0.00446059832028471
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,MRC1,Macrophage mannose receptor 1,47445,0.00679609294650766,0.00239563899041928,0.00210064052528587,0.0114915453677294,0.0045608152093535
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,SLAMF8,SLAM family member 8,49898,0.0127826119612767,0.00454311780205131,0.00387810106925614,0.0216871228532973,0.0049031816271114
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,F12,Coagulation factor XII,47454,-0.00957403794440277,0.0034365167037666,-0.0163096106837853,-0.00283846520502024,0.00534208464354573
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,CXCL6,C-X-C motif chemokine 6,50663,0.0175681736243662,0.00635999833628003,0.00510257688525729,0.030033770363475,0.00574445910195228
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,ATXN2L,Ataxin-2-like protein,47394,0.0110899688625758,0.00403272869362987,0.00318582062306121,0.0189941171020903,0.00596538250108322
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,EVI2B,Protein EVI2B,46763,0.00889583561844875,0.0032812986637285,0.00246449023754088,0.0153271809993566,0.00671291793559254
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,TCN1,Transcobalamin-1,47076,0.00790123466379077,0.00292189297804699,0.00217432442681867,0.0136281449007629,0.0068542223271289
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,FGFR4,Fibroblast growth factor receptor 4,47003,-0.0119295654742037,0.00443502578684354,-0.0206222160164171,-0.0032369149319904,0.00715480639473794
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,ENTR1,Endosome-associated-trafficking regulator 1,46914,0.0140002316986341,0.00521373449409685,0.0037813120902043,0.0242191513070639,0.00725387247497471
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,DEFB4A_DEFB4B,Beta-defensin 4A,50084,0.0329570235453173,0.0122856757462085,0.00887709908274865,0.057036948007886,0.00731176301250875
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,DDC,Aromatic-L-amino-acid decarboxylase,50388,0.010751549732162,0.00400835281699244,0.00289517821085685,0.0186079212534672,0.00731759988473925
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,GOT1,"Aspartate aminotransferase, cytoplasmic",47451,0.00971334890172832,0.00362629609944083,0.00260580854682429,0.0168208892566324,0.00739976883872061
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,GDF2,Growth/differentiation factor 2,50419,0.0079699044676585,0.00299188513074859,0.00210580961139127,0.0138339993239257,0.0077310962838492
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,PIGR,Polymeric immunoglobulin receptor,50119,0.00835871942717569,0.00314776379011332,0.00218910239855358,0.0145283364557978,0.00792617518305569
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,ZHX2,Zinc fingers and homeoboxes protein 2,47385,0.00787750016558998,0.00298730345490364,0.00202238539397885,0.0137326149372011,0.0083713243653301
