Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Blood and urine assays,X30010.Red blood cell (erythrocyte) count,SSC4D,Scavenger receptor cysteine-rich domain-containing group B protein,51561,0.345083582174123,0.0101349199497921,0.325219139072531,0.364948025275716,6.07696259202026e-248
Blood and urine assays,X30010.Red blood cell (erythrocyte) count,PLA2G7,Platelet-activating factor acetylhydrolase,51601,0.0869125496910478,0.00264423957197439,0.081729840129978,0.0920952592521176,1.39005419654973e-231
Blood and urine assays,X30010.Red blood cell (erythrocyte) count,HBQ1,Hemoglobin subunit theta-1,51797,0.166165787465981,0.0051503278674493,0.156071144845781,0.176260430086182,1.97689225217582e-223
Blood and urine assays,X30010.Red blood cell (erythrocyte) count,HAGH,"Hydroxyacylglutathione hydrolase, mitochondrial",51734,0.183865162664743,0.00573817585402049,0.172618337990863,0.195111987338623,1.82784786624539e-220
Blood and urine assays,X30010.Red blood cell (erythrocyte) count,CA2,Carbonic anhydrase 2,51522,0.176266886915546,0.00557253614496865,0.165344716071408,0.187189057759685,5.67188148609168e-215
Blood and urine assays,X30010.Red blood cell (erythrocyte) count,PSMG3,Proteasome assembly chaperone 3,51567,0.130591933155337,0.00413568060356628,0.122485999172347,0.138697867138327,2.89793987220095e-214
Blood and urine assays,X30010.Red blood cell (erythrocyte) count,EPO,Erythropoietin,51567,-0.188249867160915,0.00599940919668078,-0.200008709186409,-0.176491025135421,1.17573566377678e-211
Blood and urine assays,X30010.Red blood cell (erythrocyte) count,ALDH1A1,Retinal dehydrogenase 1,51601,0.135922851050818,0.00441607341751842,0.127267347152482,0.144578354949154,6.76461568772277e-204
Blood and urine assays,X30010.Red blood cell (erythrocyte) count,PRDX2,Peroxiredoxin-2,48200,0.153889210520484,0.00506478503406741,0.143962231853712,0.163816189187256,3.44515730696788e-198
Blood and urine assays,X30010.Red blood cell (erythrocyte) count,CA1,Carbonic anhydrase 1,51119,0.14304132523612,0.00472191072047839,0.133786380223982,0.152296270248257,1.29426596885273e-197
Blood and urine assays,X30010.Red blood cell (erythrocyte) count,THOP1,Thimet oligopeptidase,51487,0.0786893035743441,0.00261997860579496,0.073554145506986,0.0838244616417022,2.05980561925254e-194
Blood and urine assays,X30010.Red blood cell (erythrocyte) count,RBKS,Ribokinase,51062,0.123396117527358,0.00418824541366387,0.115187156516577,0.131605078538139,3.15687946379273e-187
Blood and urine assays,X30010.Red blood cell (erythrocyte) count,BLVRB,Flavin reductase,51601,0.158327457642608,0.00539948301296056,0.147744470937205,0.16891044434801,1.37896733543831e-185
Blood and urine assays,X30010.Red blood cell (erythrocyte) count,IGFBP2,Insulin-like growth factor-binding protein 2,51844,-0.144124591142543,0.00496497049050453,-0.153855933303932,-0.134393248981154,5.10114786762964e-182
Blood and urine assays,X30010.Red blood cell (erythrocyte) count,CARHSP1,Calcium-regulated heat-stable protein 1,51094,0.119664173902298,0.00417871878934141,0.111473885075189,0.127854462729407,3.54108475488687e-177
Blood and urine assays,X30010.Red blood cell (erythrocyte) count,CAT,Catalase,48251,0.126080647532977,0.00439830066836117,0.117459978222989,0.134701316842965,4.43902063472605e-177
Blood and urine assays,X30010.Red blood cell (erythrocyte) count,DDI2,Protein DDI1 homolog 2,48063,0.178544182432729,0.00625770579877739,0.166279079067125,0.190809285798333,1.90154176573833e-175
Blood and urine assays,X30010.Red blood cell (erythrocyte) count,NTproBNP,N-terminal prohormone of brain natriuretic peptide,51592,-0.257341002328659,0.00903871489217034,-0.275056883517313,-0.239625121140005,2.93459509003179e-175
Blood and urine assays,X30010.Red blood cell (erythrocyte) count,YOD1,Ubiquitin thioesterase OTU1,47831,0.145381679273014,0.00512397794323411,0.135338682504276,0.155424676041753,1.62180631657409e-173
Blood and urine assays,X30010.Red blood cell (erythrocyte) count,WFIKKN1,"WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 1",51316,0.0955559683486471,0.00339141674106586,0.088908791536158,0.102203145161136,1.03430122342914e-171
Blood and urine assays,X30010.Red blood cell (erythrocyte) count,C9orf40,Uncharacterized protein C9orf40,48450,0.184202539570337,0.00653105301271077,0.171401675665424,0.19700340347525,1.24857751214601e-171
Blood and urine assays,X30010.Red blood cell (erythrocyte) count,CFP,Properdin,48536,0.0525677006268466,0.00186907249868351,0.048904318529427,0.0562310827242663,1.03222810943134e-170
Blood and urine assays,X30010.Red blood cell (erythrocyte) count,DNPH1,2'-deoxynucleoside 5'-phosphate N-hydrolase 1,51632,0.116108353278421,0.00417499379306851,0.107925365444006,0.124291341112835,1.89071636555205e-167
Blood and urine assays,X30010.Red blood cell (erythrocyte) count,DDT,D-dopachrome decarboxylase,48517,0.0950941382473243,0.00344278598054206,0.0883462777254619,0.101841998769187,7.82274381740781e-165
Blood and urine assays,X30010.Red blood cell (erythrocyte) count,LCAT,Phosphatidylcholine-sterol acyltransferase,48541,0.0496114139451538,0.00179723730484913,0.0460888288276495,0.0531339990626581,1.22026075008933e-164
