Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
NMR metabolomics,X23586.Cholesteryl Esters to Total Lipids in Very Large VLDL percentage,AGRP,Agouti-related protein,42222,-0.237149610177696,0.00522007762687798,-0.247380962326377,-0.226918258029016,0
NMR metabolomics,X23586.Cholesteryl Esters to Total Lipids in Very Large VLDL percentage,GCG,Pro-glucagon,41771,-0.615536658070194,0.0124427652583897,-0.639924477976638,-0.59114883816375,0
NMR metabolomics,X23586.Cholesteryl Esters to Total Lipids in Very Large VLDL percentage,IGSF9,Protein turtle homolog A,39895,-0.372070052436444,0.00874373549662644,-0.389207774009831,-0.354932330863056,0
NMR metabolomics,X23586.Cholesteryl Esters to Total Lipids in Very Large VLDL percentage,LDLR,Low-density lipoprotein receptor,42097,-0.236775131629489,0.00514197436173428,-0.246853401378488,-0.226696861880489,0
NMR metabolomics,X23586.Cholesteryl Esters to Total Lipids in Very Large VLDL percentage,MFGE8,Lactadherin,42063,-0.264707268485763,0.00438607502679239,-0.273303975538277,-0.25611056143325,0
NMR metabolomics,X23586.Cholesteryl Esters to Total Lipids in Very Large VLDL percentage,NPY,Pro-neuropeptide Y,42187,-0.306345190371257,0.00638317969010559,-0.318856222563864,-0.29383415817865,0
NMR metabolomics,X23586.Cholesteryl Esters to Total Lipids in Very Large VLDL percentage,PRAP1,Proline-rich acidic protein 1,39904,-0.1663423366702,0.00397329862694886,-0.17413000197902,-0.15855467136138,0
NMR metabolomics,X23586.Cholesteryl Esters to Total Lipids in Very Large VLDL percentage,C9,Complement component C9,39927,0.22747848526313,0.00593526396527018,0.215845367891201,0.23911160263506,2.64995093110322e-302
NMR metabolomics,X23586.Cholesteryl Esters to Total Lipids in Very Large VLDL percentage,CES1,Liver carboxylesterase 1,42091,-0.329346783537546,0.00880803537639881,-0.346610532875288,-0.312083034199805,2.96655832011596e-291
NMR metabolomics,X23586.Cholesteryl Esters to Total Lipids in Very Large VLDL percentage,TMPRSS15,Enteropeptidase,41995,-0.332094551723441,0.00913649781015732,-0.350002087431349,-0.314187016015532,5.64383666004185e-276
NMR metabolomics,X23586.Cholesteryl Esters to Total Lipids in Very Large VLDL percentage,PRSS8,Prostasin,42007,-0.155661630511844,0.00434806770874779,-0.16418384322099,-0.147139417802699,3.72629043468693e-268
NMR metabolomics,X23586.Cholesteryl Esters to Total Lipids in Very Large VLDL percentage,CCN1,CCN family member 1,41972,-0.266088986253853,0.00743633755514382,-0.280664207861935,-0.251513764645771,7.18726785307346e-268
NMR metabolomics,X23586.Cholesteryl Esters to Total Lipids in Very Large VLDL percentage,LPL,Lipoprotein lipase,42072,0.174942794570131,0.00501724777799066,0.165108988925269,0.184776600214992,4.09555567026096e-255
NMR metabolomics,X23586.Cholesteryl Esters to Total Lipids in Very Large VLDL percentage,IGFBP1,Insulin-like growth factor-binding protein 1,42213,0.46096346762282,0.013246305708213,0.435000708434723,0.486926226810918,2.88196141106955e-254
