Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Diet and food preferences,X20733.Liking for taking the stairs,LEP,Leptin,36614,-0.237218212931174,0.0262793888261291,-0.288725815030387,-0.185710610831961,2.18331117018617e-19
Diet and food preferences,X20733.Liking for taking the stairs,FABP4,"Fatty acid-binding protein, adipocyte",36725,-0.340838840934631,0.0387013570050173,-0.416693500664465,-0.264984181204797,1.55403244111753e-18
Diet and food preferences,X20733.Liking for taking the stairs,GFRA1,GDNF family receptor alpha-1,36689,-0.587193547981972,0.0700353268957566,-0.724462788697655,-0.449924307266289,5.96885971569794e-17
Diet and food preferences,X20733.Liking for taking the stairs,GDF15,Growth/differentiation factor 15,36725,-0.384628597028602,0.0467345171071867,-0.476228250558688,-0.293028943498516,2.16218636524194e-16
Diet and food preferences,X20733.Liking for taking the stairs,ADM,Pro-adrenomedullin,36695,-0.595320565950569,0.0734442366446605,-0.739271269774103,-0.451369862127034,6.0104502554259e-16
Diet and food preferences,X20733.Liking for taking the stairs,PI3,Elafin,36514,-0.276930521447402,0.0347883378400327,-0.345115663613866,-0.208745379280938,1.95281207613903e-15
Diet and food preferences,X20733.Liking for taking the stairs,FSTL3,Follistatin-related protein 3,36616,-0.496354573012316,0.0635594406920901,-0.620931076768812,-0.371778069255819,6.47945336839795e-15
Diet and food preferences,X20733.Liking for taking the stairs,PLAUR,Urokinase plasminogen activator surface receptor,36561,-0.54467908685083,0.0700295854096473,-0.681937074253739,-0.407421099447921,8.30308190644913e-15
Diet and food preferences,X20733.Liking for taking the stairs,COLEC12,Collectin-12,36624,-0.56385278758536,0.0739404974868706,-0.708776162659627,-0.418929412511094,2.70411717528484e-14
Diet and food preferences,X20733.Liking for taking the stairs,WFDC2,WAP four-disulfide core domain protein 2,36214,-0.417423441449288,0.0554794059173757,-0.526163077047344,-0.308683805851232,5.92436134132285e-14
Diet and food preferences,X20733.Liking for taking the stairs,IL1RN,Interleukin-1 receptor antagonist protein,36616,-0.264262049279592,0.0354679748248734,-0.333779279936344,-0.194744818622841,1.02511676717717e-13
Diet and food preferences,X20733.Liking for taking the stairs,TGFA,Protransforming growth factor alpha,36610,-0.312133557352655,0.0418939887780383,-0.39424577535761,-0.2300213393477,1.02647211424916e-13
Diet and food preferences,X20733.Liking for taking the stairs,HGF,Hepatocyte growth factor,36716,-0.390039212094663,0.0532160927803899,-0.494342753944227,-0.285735670245099,2.53531819534586e-13
Diet and food preferences,X20733.Liking for taking the stairs,ITGAV,Integrin alpha-V,36695,0.824637418015707,0.112705434896972,0.603734765617642,1.04554007041377,2.7838989558144e-13
Diet and food preferences,X20733.Liking for taking the stairs,TFF3,Trefoil factor 3,36619,-0.387621289812925,0.0560777545930861,-0.497533688815374,-0.277708890810477,5.13760637390907e-12
Diet and food preferences,X20733.Liking for taking the stairs,OSM,Oncostatin-M,36569,-0.180621334832778,0.0266603568900348,-0.232875634337246,-0.128367035328309,1.33350924813973e-11
Diet and food preferences,X20733.Liking for taking the stairs,AREG,Amphiregulin,36567,-0.343474192407566,0.051482400978786,-0.444379698325987,-0.242568686489145,2.69810890274993e-11
Diet and food preferences,X20733.Liking for taking the stairs,AGRN,Agrin,36661,-0.374551072512009,0.0567588571514788,-0.485798432528907,-0.26330371249511,4.40157386161859e-11
Diet and food preferences,X20733.Liking for taking the stairs,TNFSF13B,Tumor necrosis factor ligand superfamily member 13B,36712,-0.453276358683898,0.0689075236792218,-0.588335105095173,-0.318217612272624,5.06272021025432e-11
Diet and food preferences,X20733.Liking for taking the stairs,OGN,Mimecan,36621,-0.301812003132695,0.0460444348374488,-0.392059095414095,-0.211564910851295,5.91649570017163e-11
Diet and food preferences,X20733.Liking for taking the stairs,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,36621,-0.434349594219448,0.0664504610510346,-0.564592497879476,-0.30410669055942,6.68544092742751e-11
Diet and food preferences,X20733.Liking for taking the stairs,CD302,CD302 antigen,36567,-0.417943252882372,0.0639900056382149,-0.543363663933274,-0.292522841831471,6.91677107698138e-11
Diet and food preferences,X20733.Liking for taking the stairs,COL6A3,Collagen alpha-3(VI) chain,36725,-0.37352682852657,0.0580837521299869,-0.487370982701344,-0.259682674351795,1.34085790116088e-10
Diet and food preferences,X20733.Liking for taking the stairs,ITGA11,Integrin alpha-11,36610,0.353951517077829,0.0559802584237186,0.24423021056734,0.463672823588317,2.70654997174428e-10
Diet and food preferences,X20733.Liking for taking the stairs,SPON1,Spondin-1,36634,-0.370045743417214,0.0585293622506295,-0.484763293428447,-0.25532819340598,2.71305486302435e-10
Diet and food preferences,X20733.Liking for taking the stairs,TAFA5,Chemokine-like protein TAFA-5,36567,-0.34144455540278,0.0541658900693425,-0.447609699938692,-0.235279410866869,3.06140641924017e-10
Diet and food preferences,X20733.Liking for taking the stairs,PRSS8,Prostasin,36595,-0.293392140335747,0.0469392476645251,-0.385393065758216,-0.201391214913278,4.30230696461238e-10
Diet and food preferences,X20733.Liking for taking the stairs,MMP9,Matrix metalloproteinase-9,36601,-0.186818057449926,0.0301416500001359,-0.245895691450192,-0.12774042344966,6.00188012124268e-10
Diet and food preferences,X20733.Liking for taking the stairs,IGFBP4,Insulin-like growth factor-binding protein 4,36524,-0.287965363080243,0.0468582023812187,-0.379807439747431,-0.196123286413054,8.3589183401379e-10
Diet and food preferences,X20733.Liking for taking the stairs,TGFBR2,TGF-beta receptor type-2,36666,-0.368599794995404,0.0603856889190096,-0.486955745276663,-0.250243844714145,1.08169969425379e-09
Diet and food preferences,X20733.Liking for taking the stairs,CST3,Cystatin-C,36637,-0.427900789024494,0.0704589449625386,-0.56600032115107,-0.289801256897919,1.31212961567951e-09
Diet and food preferences,X20733.Liking for taking the stairs,IFI30,Gamma-interferon-inducible lysosomal thiol reductase,35197,-0.355164553216488,0.0586408367615402,-0.470100593269107,-0.240228513163869,1.46679641339159e-09
Diet and food preferences,X20733.Liking for taking the stairs,CA14,Carbonic anhydrase 14,36695,0.306475797166489,0.0507373382134274,0.207030614268171,0.405920980064806,1.60490703975055e-09
Diet and food preferences,X20733.Liking for taking the stairs,CLMP,CXADR-like membrane protein,36695,-0.536687043883486,0.0890261985042754,-0.711178392951866,-0.362195694815106,1.72836068638463e-09
Diet and food preferences,X20733.Liking for taking the stairs,EFNA1,Ephrin-A1,36606,-0.404510166940201,0.0680945183739192,-0.537975422953082,-0.271044910927319,2.96185165659411e-09
Diet and food preferences,X20733.Liking for taking the stairs,MMP12,Macrophage metalloelastase,36635,-0.208969989569357,0.0353670937437778,-0.278289493307161,-0.139650485831552,3.59109360531266e-09
Diet and food preferences,X20733.Liking for taking the stairs,CHRDL1,Chordin-like protein 1,36647,-0.349132477813606,0.0590937295361184,-0.464956187704398,-0.233308767922814,3.60143310179122e-09
Diet and food preferences,X20733.Liking for taking the stairs,CFB,Complement factor B,35245,-0.391072366572972,0.0668162158436215,-0.52203214962647,-0.260112583519473,5.05950383162453e-09
Diet and food preferences,X20733.Liking for taking the stairs,CD83,CD83 antigen,36610,-0.331124172422665,0.0571169658007173,-0.443073425392071,-0.219174919453259,6.99499499990369e-09
Diet and food preferences,X20733.Liking for taking the stairs,CFH,Complement factor H,34958,-0.558146582868446,0.0964299659558895,-0.74714931614199,-0.369143849594903,7.45845092723506e-09
Diet and food preferences,X20733.Liking for taking the stairs,ASGR1,Asialoglycoprotein receptor 1,36556,-0.365731904070671,0.0635576143652909,-0.490304828226641,-0.2411589799147,9.0211736599211e-09
Diet and food preferences,X20733.Liking for taking the stairs,SERPIND1,Heparin cofactor 2,35371,-0.429579767998358,0.0747128589540138,-0.576016971548225,-0.283142564448492,9.32767136900822e-09
Diet and food preferences,X20733.Liking for taking the stairs,PGF,Placenta growth factor,36716,-0.428922384628868,0.0756379598129487,-0.577172785862248,-0.280671983395489,1.47073240143433e-08
Diet and food preferences,X20733.Liking for taking the stairs,TNFRSF11A,Tumor necrosis factor receptor superfamily member 11A,36716,-0.282047968913341,0.0497991652136644,-0.379654332732123,-0.184441605094559,1.5319726423328e-08
