Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
NMR metabolomics,X23645.Cholesterol to Total Lipids in Small HDL percentage,AGRP,Agouti-related protein,42296,-0.246656901792582,0.00458897550179909,-0.255651293776108,-0.237662509809056,0
NMR metabolomics,X23645.Cholesterol to Total Lipids in Small HDL percentage,CCN1,CCN family member 1,42047,-0.292828925486753,0.00655718207761654,-0.305681002358881,-0.279976848614624,0
NMR metabolomics,X23645.Cholesterol to Total Lipids in Small HDL percentage,GCG,Pro-glucagon,41843,-0.527051386630183,0.0112755351288184,-0.549151435482667,-0.504951337777699,0
NMR metabolomics,X23645.Cholesterol to Total Lipids in Small HDL percentage,KITLG,Kit ligand,42145,0.14229909596184,0.00353606806676111,0.135368402550988,0.149229789372691,0
NMR metabolomics,X23645.Cholesterol to Total Lipids in Small HDL percentage,LDLR,Low-density lipoprotein receptor,42170,-0.249108853176959,0.00450921268059587,-0.257946910030927,-0.240270796322991,0
NMR metabolomics,X23645.Cholesterol to Total Lipids in Small HDL percentage,MFGE8,Lactadherin,42137,-0.247022854636781,0.00388778997731377,-0.254642922992316,-0.239402786281246,0
NMR metabolomics,X23645.Cholesterol to Total Lipids in Small HDL percentage,NPY,Pro-neuropeptide Y,42262,-0.267241662814268,0.00577911867341911,-0.27856873541417,-0.255914590214367,0
NMR metabolomics,X23645.Cholesterol to Total Lipids in Small HDL percentage,TMPRSS15,Enteropeptidase,42070,-0.311451879204717,0.00818455793911837,-0.327493612765389,-0.295410145644045,4.76748906888371e-301
NMR metabolomics,X23645.Cholesterol to Total Lipids in Small HDL percentage,CCL27,C-C motif chemokine 27,42145,-0.21900689387782,0.00582389945914528,-0.230421736817744,-0.207592050937895,1.85816720775559e-294
NMR metabolomics,X23645.Cholesterol to Total Lipids in Small HDL percentage,CES1,Liver carboxylesterase 1,42163,-0.290029759683208,0.00793245864693506,-0.305577378631201,-0.274482140735215,3.1957923308083e-279
NMR metabolomics,X23645.Cholesterol to Total Lipids in Small HDL percentage,CD4,T-cell surface glycoprotein CD4,42100,-0.0977197394044518,0.00271483071281991,-0.103040807601579,-0.0923986712073248,5.22937440315545e-271
NMR metabolomics,X23645.Cholesterol to Total Lipids in Small HDL percentage,C9,Complement component C9,39990,0.186270609023774,0.0053607484283872,0.175763542104135,0.196777675943413,1.5580908769796e-251
NMR metabolomics,X23645.Cholesterol to Total Lipids in Small HDL percentage,PTH,Parathyroid hormone,39649,-0.266316742695461,0.00774704618024565,-0.281500953208742,-0.251132532182179,3.89991446311171e-246
NMR metabolomics,X23645.Cholesterol to Total Lipids in Small HDL percentage,PRAP1,Proline-rich acidic protein 1,39966,-0.123541136871441,0.00364155647822911,-0.13067858756877,-0.116403686174112,2.13813980474847e-240
NMR metabolomics,X23645.Cholesterol to Total Lipids in Small HDL percentage,IGSF9,Protein turtle homolog A,39958,-0.268726447092097,0.00804049288826514,-0.284485813153097,-0.252967081031098,1.1007609865436e-233
NMR metabolomics,X23645.Cholesterol to Total Lipids in Small HDL percentage,PYY,Peptide YY,39575,-0.31250452252607,0.00935098454624957,-0.330832452236719,-0.29417659281542,2.74096786801999e-233
NMR metabolomics,X23645.Cholesterol to Total Lipids in Small HDL percentage,VMO1,Vitelline membrane outer layer protein 1 homolog,42070,-0.207863173871536,0.00648557597349473,-0.220574902779586,-0.195151444963486,2.83367003254418e-217
NMR metabolomics,X23645.Cholesterol to Total Lipids in Small HDL percentage,HS6ST1,Heparan-sulfate 6-O-sulfotransferase 1,42262,-0.101089856037532,0.00315497253512039,-0.107273602206368,-0.0949061098686964,2.85490466052537e-217
NMR metabolomics,X23645.Cholesterol to Total Lipids in Small HDL percentage,CHI3L1,Chitinase-3-like protein 1,41907,-0.252985598412937,0.00790178650547079,-0.26847309996366,-0.237498096862214,9.64107287557059e-217
NMR metabolomics,X23645.Cholesterol to Total Lipids in Small HDL percentage,DEFB4A_DEFB4B,Beta-defensin 4A,41921,-0.440263282889123,0.0138159982661684,-0.467342639490813,-0.413183926287433,8.15379660882362e-215
NMR metabolomics,X23645.Cholesterol to Total Lipids in Small HDL percentage,SMOC1,SPARC-related modular calcium-binding protein 1,42262,-0.0967990361452544,0.00305269085513645,-0.102782310221322,-0.090815762069187,5.46940598818305e-213
NMR metabolomics,X23645.Cholesterol to Total Lipids in Small HDL percentage,ELN,Elastin,39958,-0.101748380526853,0.0032636886277677,-0.108145210237278,-0.0953515508164282,8.28543091527222e-205
