Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Diet and food preferences,X20617.Liking for bitter or ale,MAMDC4,Apical endosomal glycoprotein,35341,0.440841958818291,0.0400853021773184,0.362274766550747,0.519409151085835,6.77293338409074e-28
Diet and food preferences,X20617.Liking for bitter or ale,CEACAM16,Carcinoembryonic antigen-related cell adhesion molecule 16,35352,-0.267269345452221,0.0265354211150446,-0.319278770837709,-0.215259920066734,1.0780504765351e-23
Diet and food preferences,X20617.Liking for bitter or ale,APOM,Apolipoprotein M,36644,0.647582321484392,0.0665776297969864,0.517090167082299,0.778074475886486,3.07547823873902e-22
Diet and food preferences,X20617.Liking for bitter or ale,DSC2,Desmocollin-2,36500,-0.521449149470177,0.0558827647732278,-0.630979368425704,-0.411918930514651,1.33684260772008e-20
Diet and food preferences,X20617.Liking for bitter or ale,EPHA2,Ephrin type-A receptor 2,36296,-0.591414593201112,0.0638691424634307,-0.716598112429436,-0.466231073972788,2.61150713659218e-20
Diet and food preferences,X20617.Liking for bitter or ale,TNFRSF4,Tumor necrosis factor receptor superfamily member 4,36707,-0.461996734290065,0.0513839446791563,-0.562709265861211,-0.361284202718918,3.00642518361549e-19
Diet and food preferences,X20617.Liking for bitter or ale,CTSZ,Cathepsin Z,36632,-0.497528970546131,0.0577246747153713,-0.610669332988259,-0.384388608104003,8.04976145460629e-18
Diet and food preferences,X20617.Liking for bitter or ale,CSF1,Macrophage colony-stimulating factor 1,36661,-0.612517918352408,0.0716676157841066,-0.752986445289257,-0.472049391415559,1.50068037328647e-17
Diet and food preferences,X20617.Liking for bitter or ale,FCAMR,High affinity immunoglobulin alpha and immunoglobulin mu Fc receptor,35381,-0.257601264364775,0.030419016975685,-0.317222537637118,-0.197979991092432,3.01906482324492e-17
Diet and food preferences,X20617.Liking for bitter or ale,ALCAM,CD166 antigen,36725,-0.812250439038087,0.0962533918503662,-1.0009070870648,-0.623593791011369,3.76529510064679e-17
Diet and food preferences,X20617.Liking for bitter or ale,NECTIN4,Nectin-4,36666,-0.50139817028383,0.0597092870604034,-0.61842837292222,-0.384367967645439,5.34807561295208e-17
Diet and food preferences,X20617.Liking for bitter or ale,PLA2G10,Group 10 secretory phospholipase A2,36556,-0.258602322277514,0.0311534775485264,-0.319663138272625,-0.197541506282402,1.20369313157024e-16
Diet and food preferences,X20617.Liking for bitter or ale,ADA2,Adenosine deaminase 2,36572,-0.365158126605905,0.0439959308754056,-0.4513901511217,-0.27892610209011,1.21439864256497e-16
Diet and food preferences,X20617.Liking for bitter or ale,CD93,Complement component C1q receptor,36313,-0.514585417987538,0.063121154817408,-0.638302881429658,-0.390867954545418,4.13366992844321e-16
Diet and food preferences,X20617.Liking for bitter or ale,SEZ6L,Seizure 6-like protein,36666,-0.546751713732064,0.0674331934443267,-0.678920772882945,-0.414582654581184,5.90154171785821e-16
Diet and food preferences,X20617.Liking for bitter or ale,RTN4R,Reticulon-4 receptor,36695,-0.446022101964039,0.0553675285762698,-0.554542457973528,-0.337501745954551,9.03376137011843e-16
Diet and food preferences,X20617.Liking for bitter or ale,GDF15,Growth/differentiation factor 15,36725,-0.370279191945873,0.0461241554023569,-0.460682536534493,-0.279875847357254,1.13073840576838e-15
