Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
NMR metabolomics,X23502.Concentration of Medium VLDL Particles,APOM,Apolipoprotein M,42199,0.109611413275582,0.00270275957744534,0.104314004503789,0.114908822047375,0
NMR metabolomics,X23502.Concentration of Medium VLDL Particles,FGFBP1,Fibroblast growth factor-binding protein 1,42181,0.136949236469174,0.00313545849473422,0.130803737819495,0.143094735118853,0
NMR metabolomics,X23502.Concentration of Medium VLDL Particles,LDLR,Low-density lipoprotein receptor,42170,0.312829496587977,0.00439725940961327,0.304210868145135,0.321448125030819,0
NMR metabolomics,X23502.Concentration of Medium VLDL Particles,PLA2G7,Platelet-activating factor acetylhydrolase,42137,0.217185069422093,0.00265353668154573,0.211984137526263,0.222386001317923,0
NMR metabolomics,X23502.Concentration of Medium VLDL Particles,TFPI,Tissue factor pathway inhibitor,42152,0.120814453963035,0.00296629907131183,0.115000507783264,0.126628400142806,0
NMR metabolomics,X23502.Concentration of Medium VLDL Particles,CCN1,CCN family member 1,42047,0.257418373969086,0.0068817494701271,0.243930145007637,0.270906602930535,2.02569538582135e-291
NMR metabolomics,X23502.Concentration of Medium VLDL Particles,LCAT,Phosphatidylcholine-sterol acyltransferase,39990,0.0776081626710586,0.00207122826832979,0.0735485552651322,0.0816677700769849,7.24093804679008e-290
NMR metabolomics,X23502.Concentration of Medium VLDL Particles,APCS,Serum amyloid P-component,39870,0.113490378427329,0.00312731464950608,0.107360841714297,0.119619915140361,7.97434825710009e-273
NMR metabolomics,X23502.Concentration of Medium VLDL Particles,NPY,Pro-neuropeptide Y,42262,0.219687468669916,0.00611848558187448,0.207695236929442,0.23167970041039,7.08853317892814e-270
NMR metabolomics,X23502.Concentration of Medium VLDL Particles,AGRP,Agouti-related protein,42296,0.174728639767957,0.00498313587297131,0.164961693456933,0.184495586078981,5.10044756277918e-258
NMR metabolomics,X23502.Concentration of Medium VLDL Particles,PLA2G10,Group 10 secretory phospholipase A2,42016,-0.196054328325261,0.00562134321316271,-0.20707216102306,-0.185036495627463,3.45607208333476e-255
NMR metabolomics,X23502.Concentration of Medium VLDL Particles,APOC1,Apolipoprotein C-I,39959,0.128781841524916,0.00372255739284052,0.121485629034949,0.136078054014884,1.99092061656591e-249
NMR metabolomics,X23502.Concentration of Medium VLDL Particles,PROC,Vitamin K-dependent protein C,42199,0.0852516603193108,0.00248379484974968,0.0803834224138014,0.0901198982248202,1.11461349709738e-247
NMR metabolomics,X23502.Concentration of Medium VLDL Particles,F7,Coagulation factor VII,42194,0.0909446706634695,0.00302941862048815,0.0850070101673127,0.0968823311596263,8.95646661900739e-192
NMR metabolomics,X23502.Concentration of Medium VLDL Particles,GHR,Growth hormone receptor,39736,0.0821478535807922,0.0027625278248395,0.0767332990441068,0.0875624081174776,4.71003584243915e-187
NMR metabolomics,X23502.Concentration of Medium VLDL Particles,TNFSF10,Tumor necrosis factor ligand superfamily member 10,42296,0.072795090516319,0.00249666369547083,0.0679016296731962,0.0776885513594419,2.23667897170051e-181
NMR metabolomics,X23502.Concentration of Medium VLDL Particles,SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,42217,0.120531441042005,0.00419320889524573,0.112312751607323,0.128750130476687,1.87031894139808e-176
NMR metabolomics,X23502.Concentration of Medium VLDL Particles,BCHE,Cholinesterase,39806,0.0732104836552629,0.00263489764823156,0.0680460842647291,0.0783748830457968,2.26947770294107e-164
NMR metabolomics,X23502.Concentration of Medium VLDL Particles,CCL27,C-C motif chemokine 27,42145,0.167689654260638,0.00612982468340127,0.155675197881171,0.179704110640104,1.99512293215024e-160
NMR metabolomics,X23502.Concentration of Medium VLDL Particles,ERBB3,Receptor tyrosine-protein kinase erbB-3,42084,0.0511017178980993,0.00190200075128169,0.0473737964255872,0.0548296393706114,6.11588717612564e-155
NMR metabolomics,X23502.Concentration of Medium VLDL Particles,NRP1,Neuropilin-1,42230,-0.0715966876938964,0.00268662068759955,-0.0768624642415915,-0.0663309111462013,1.42795517032999e-152
NMR metabolomics,X23502.Concentration of Medium VLDL Particles,KLKB1,Plasma kallikrein,39759,0.0642712587533958,0.00241142477393739,0.0595448661964785,0.0689976513103131,8.80074328350039e-152
NMR metabolomics,X23502.Concentration of Medium VLDL Particles,HHEX,Hematopoietically-expressed homeobox protein HHEX,39929,0.201102060316763,0.00757374928750816,0.186257511713247,0.215946608920279,9.30458332520916e-151
NMR metabolomics,X23502.Concentration of Medium VLDL Particles,MFGE8,Lactadherin,42137,0.117023610379283,0.00446003443018714,0.108281942896117,0.12576527786245,4.74232038457534e-148
NMR metabolomics,X23502.Concentration of Medium VLDL Particles,IGFBP3,Insulin-like growth factor-binding protein 3,42217,0.0824308657336365,0.00317166599264417,0.0762144003880539,0.0886473310792191,2.20235341151916e-145
NMR metabolomics,X23502.Concentration of Medium VLDL Particles,CFP,Properdin,39979,0.0604565272565572,0.00233488361449652,0.0558801553721441,0.0650328991409704,1.10942261924163e-143
NMR metabolomics,X23502.Concentration of Medium VLDL Particles,SERPINA5,Plasma serine protease inhibitor,39835,0.0766128127045303,0.00297342213571521,0.0707849053185285,0.0824407200905321,2.76376240431093e-142
