Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",ACE2,Angiotensin-converting enzyme 2,22415,84,2.05 [1.58-2.67],8.167556599422597e-08
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",ADA2,Adenosine deaminase 2,22736,84,2.77 [1.94-3.96],2.0369415245850984e-08
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",ADAMTSL2,ADAMTS-like protein 2,19891,71,5.26 [3.32-8.34],1.5508438501122761e-12
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",ADGRD1,Adhesion G-protein coupled receptor D1,19459,69,4.74 [3.07-7.33],2.1168063864459216e-12
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",ADGRG1,Adhesion G-protein coupled receptor G1,22738,84,1.65 [1.40-1.96],3.504301580159933e-09
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",APPL2,DCC-interacting protein 13-beta,19459,69,0.68 [0.65-0.71],1.1522957753922868e-66
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",AREG,Amphiregulin,22738,84,2.60 [1.92-3.52],5.528180574577446e-10
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",C7,Complement component C7,19412,69,7.69 [4.62-12.82],4.543964643693384e-15
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",CCL21,C-C motif chemokine 21,22947,85,2.02 [1.58-2.60],3.4433840908215584e-08
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",CD274,Programmed cell death 1 ligand 1,22645,83,2.91 [1.98-4.27],4.6665007126380896e-08
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",CD5L,CD5 antigen-like,19793,69,3.65 [2.35-5.67],7.527135334368539e-09
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",CD80,T-lymphocyte activation antigen CD80,19874,69,4.06 [2.49-6.61],1.8118062317406893e-08
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",CEACAM16,Carcinoembryonic antigen-related cell adhesion molecule 16,19783,71,0.35 [0.27-0.45],1.939508384247252e-15
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",CHI3L1,Chitinase-3-like protein 1,22392,83,1.69 [1.41-2.02],9.914553822542232e-09
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",CNDP1,Beta-Ala-His dipeptidase,22972,84,0.39 [0.30-0.51],2.0473180618872803e-11
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",COL4A1,Collagen alpha-1(IV) chain,22849,85,3.43 [2.36-4.97],9.456168516964268e-11
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",COL5A1,Collagen alpha-1(V) chain,19459,69,3.25 [2.12-4.99],7.245683578193736e-08
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",CRIM1,Cysteine-rich motor neuron 1 protein,22947,85,8.84 [4.19-18.65],1.0958052397612545e-08
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",EBI3_IL27,Interleukin-27,22994,85,4.73 [2.77-8.05],1.14824122234581e-08
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",GDF15,Growth/differentiation factor 15,23131,86,2.33 [1.75-3.10],7.267115823691515e-09
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",GGT1,Glutathione hydrolase 1 proenzyme,22839,83,2.29 [1.75-2.98],9.971870660240703e-10
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",GRPEL1,"GrpE protein homolog 1, mitochondrial",22738,84,1.98 [1.57-2.49],8.287895678488334e-09
