Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter IX Diseases of the circulatory system,DVT of lower extremities,BGLAP,Osteocalcin,18663,122,2.02 [1.67-2.45],6.123212812508937e-13
Chapter IX Diseases of the circulatory system,DVT of lower extremities,COL6A3,Collagen alpha-3(VI) chain,21673,145,2.44 [1.79-3.33],2.018191385740041e-08
Chapter IX Diseases of the circulatory system,DVT of lower extremities,CSF1,Macrophage colony-stimulating factor 1,21496,145,3.70 [2.34-5.83],1.88702104646208e-08
Chapter IX Diseases of the circulatory system,DVT of lower extremities,CTHRC1,Collagen triple helix repeat-containing protein 1,18663,122,3.55 [2.28-5.53],2.2759645139772893e-08
Chapter IX Diseases of the circulatory system,DVT of lower extremities,CXCL13,C-X-C motif chemokine 13,21580,145,1.48 [1.29-1.70],2.7328744772833186e-08
Chapter IX Diseases of the circulatory system,DVT of lower extremities,EDA2R,Tumor necrosis factor receptor superfamily member 27,21590,145,2.23 [1.66-3.00],9.39546556550824e-08
Chapter IX Diseases of the circulatory system,DVT of lower extremities,F10,Coagulation factor X,18663,123,0.10 [0.07-0.16],8.03756569359273e-25
Chapter IX Diseases of the circulatory system,DVT of lower extremities,F7,Coagulation factor VII,21494,143,0.19 [0.13-0.28],4.571598292748897e-19
Chapter IX Diseases of the circulatory system,DVT of lower extremities,HLA-E,"HLA class I histocompatibility antigen, alpha chain E",21371,144,2.98 [2.03-4.36],2.190544475411244e-08
Chapter IX Diseases of the circulatory system,DVT of lower extremities,IGFBP4,Insulin-like growth factor-binding protein 4,21163,139,2.00 [1.57-2.55],2.4801050951842e-08
Chapter IX Diseases of the circulatory system,DVT of lower extremities,IL6,Interleukin-6,21307,143,1.42 [1.25-1.62],8.674456739235846e-08
Chapter IX Diseases of the circulatory system,DVT of lower extremities,KLK4,Kallikrein-4,21590,145,1.63 [1.36-1.95],9.930916963436829e-08
Chapter IX Diseases of the circulatory system,DVT of lower extremities,LTBP2,Latent-transforming growth factor beta-binding protein 2,21673,145,2.84 [1.97-4.09],2.3430470218827332e-08
Chapter IX Diseases of the circulatory system,DVT of lower extremities,LTBR,Tumor necrosis factor receptor superfamily member 3,21304,143,3.22 [2.19-4.74],3.202357833125619e-09
Chapter IX Diseases of the circulatory system,DVT of lower extremities,YAP1,Transcriptional coactivator YAP1,18619,122,3.49 [2.33-5.24],1.3739280706426671e-09
