Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ACVRL1,Serine/threonine-protein kinase receptor R3,16176,340,2.54 [1.86-3.47],5.129956561562519e-09
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,AGR2,Anterior gradient protein 2 homolog,15842,329,1.30 [1.18-1.43],5.5857940410580775e-08
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ANXA10,Annexin A10,15979,334,1.43 [1.30-1.58],2.442011094211058e-13
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,AREG,Amphiregulin,16284,342,1.96 [1.64-2.36],4.770128567577132e-13
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ASGR1,Asialoglycoprotein receptor 1,16200,340,2.37 [1.80-3.13],1.166486558107675e-09
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,BSG,Basigin,16469,346,3.62 [2.37-5.53],2.472640912042794e-09
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,BTN2A1,Butyrophilin subfamily 2 member A1,16408,345,2.51 [1.84-3.41],5.579159917374675e-09
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,CA9,Carbonic anhydrase 9,16481,343,2.02 [1.72-2.37],1.356327364248819e-17
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,CBLIF,Cobalamin binding intrinsic factor,16298,343,1.81 [1.60-2.04],6.060439346818491e-21
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,CD27,CD27 antigen,16415,340,1.80 [1.48-2.19],3.4699830540865e-09
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,CD302,CD302 antigen,16284,342,2.20 [1.70-2.84],2.017527020742754e-09
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,CD74,HLA class II histocompatibility antigen gamma chain,16470,344,2.23 [1.74-2.86],2.2884383974101342e-10
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,CHGA,Chromogranin-A,14298,283,2.10 [1.93-2.29],3.6109840661546174e-64
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,CHI3L1,Chitinase-3-like protein 1,16025,332,1.34 [1.20-1.48],8.219995521049412e-08
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,CKAP4,Cytoskeleton-associated protein 4,16417,346,2.59 [2.01-3.35],2.770273075935745e-13
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,COL6A3,Collagen alpha-3(VI) chain,16538,345,1.97 [1.58-2.46],1.5407066277618743e-09
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,CSF1,Macrophage colony-stimulating factor 1,16408,345,2.52 [1.83-3.47],1.564394537861602e-08
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,CTSL,Cathepsin L1,16332,343,3.52 [2.47-5.02],3.2889194690210204e-12
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,CXADR,Coxsackievirus and adenovirus receptor,16299,343,1.60 [1.36-1.90],3.4898330839686616e-08
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,DLL1,Delta-like protein 1,16415,340,2.56 [1.94-3.37],3.0281659066952696e-11
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,DSC2,Desmocollin-2,16186,337,2.14 [1.67-2.74],1.2729014963571382e-09
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,EDA2R,Tumor necrosis factor receptor superfamily member 27,16481,343,1.82 [1.48-2.25],2.032748844113416e-08
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,EFNA4,Ephrin-A4,16176,340,2.31 [1.83-2.90],1.1100145199808314e-12
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,EGFR,Epidermal growth factor receptor,16538,345,0.16 [0.09-0.29],2.3844836653398137e-10
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,EPHA1,Ephrin type-A receptor 1,16388,345,2.18 [1.64-2.89],8.951014824997065e-08
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,EPHA2,Ephrin type-A receptor 2,15778,331,2.36 [1.84-3.03],1.1585915062294383e-11
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,EPO,Erythropoietin,16299,343,1.34 [1.21-1.48],3.960622895764329e-08
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,FGFR2,Fibroblast growth factor receptor 2,16415,340,3.64 [2.46-5.38],9.383999051115364e-11
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,FOLR1,Folate receptor alpha,16344,339,2.30 [1.74-3.04],4.0108930240526455e-09
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,FSTL3,Follistatin-related protein 3,16298,344,2.25 [1.75-2.89],2.4806595125776736e-10
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,GAST,Gastrin,14273,286,1.60 [1.50-1.70],6.04180865218124e-49
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,GDF15,Growth/differentiation factor 15,16538,345,2.06 [1.76-2.42],4.099700004766504e-19
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,GFRA1,GDNF family receptor alpha-1,16453,343,2.30 [1.72-3.08],2.4957118460429555e-08
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,HAVCR2,Hepatitis A virus cellular receptor 2,16358,340,2.35 [1.85-2.99],2.970699153712499e-12
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,IGFBP4,Insulin-like growth factor-binding protein 4,16142,336,1.68 [1.41-1.99],2.883658705244548e-09
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,IL10RB,Interleukin-10 receptor subunit beta,16408,345,2.49 [1.90-3.27],3.8593060956880486e-11
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,IL18BP,Interleukin-18-binding protein,16435,339,2.39 [1.82-3.13],2.923401435809981e-10
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,IL2RA,Interleukin-2 receptor subunit alpha,16202,341,1.78 [1.45-2.18],4.2432586174600616e-08
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,IL4R,Interleukin-4 receptor subunit alpha,16299,343,1.89 [1.51-2.35],1.5723303074591748e-08
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ITGAV,Integrin alpha-V,16481,343,0.20 [0.12-0.35],5.8678309385515985e-09
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,KLK11,Kallikrein-11,16262,338,1.89 [1.53-2.34],5.449822129425984e-09
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,KRT18,"Keratin, type I cytoskeletal 18",16284,342,1.45 [1.31-1.60],1.4451923427698733e-12
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,LAIR1,Leukocyte-associated immunoglobulin-like receptor 1,16335,345,1.72 [1.41-2.10],9.933173969117004e-08
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,LAYN,Layilin,16174,340,2.09 [1.68-2.61],6.342166941629997e-11
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,LGALS4,Galectin-4,16335,345,1.57 [1.34-1.83],1.806359028424081e-08
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,LGALS9,Galectin-9,16329,345,2.52 [1.92-3.31],2.3909003036361775e-11
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,LIPF,Gastric triacylglycerol lipase,13943,273,1.88 [1.60-2.21],1.8665990025578023e-14
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,LTBR,Tumor necrosis factor receptor superfamily member 3,16263,345,2.45 [1.86-3.24],2.6305942683326937e-10
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,MET,Hepatocyte growth factor receptor,16378,343,0.26 [0.16-0.40],4.012537244226505e-09
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,MSR1,Macrophage scavenger receptor types I and II,16470,344,1.78 [1.45-2.20],5.792537273116295e-08
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,NBL1,Neuroblastoma suppressor of tumorigenicity 1,16415,340,2.93 [2.14-4.01],2.0085103056095608e-11
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,NCR3LG1,Natural cytotoxicity triggering receptor 3 ligand 1,14221,284,2.51 [1.91-3.30],5.5045194836671694e-11
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,NECTIN2,Nectin-2,16298,343,2.62 [1.99-3.44],5.086880994115403e-12
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,NECTIN4,Nectin-4,16415,340,2.06 [1.63-2.60],1.4818057325527551e-09
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,NPDC1,Neural proliferation differentiation and control protein 1,16332,343,1.98 [1.56-2.51],1.785530893942357e-08
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,OSCAR,Osteoclast-associated immunoglobulin-like receptor,16356,345,2.23 [1.69-2.94],1.5281511350539398e-08
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,PGA4,Pepsin A-4,14301,283,2.61 [2.28-3.00],7.357312866478084e-42
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,PGF,Placenta growth factor,16495,346,2.96 [2.22-3.96],1.969038636824994e-13
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,PIGR,Polymeric immunoglobulin receptor,16135,333,2.12 [1.66-2.71],1.9744297111290713e-09
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,PLAUR,Urokinase plasminogen activator surface receptor,16223,344,2.85 [2.12-3.83],3.94804749220317e-12
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,PRAP1,Proline-rich acidic protein 1,14298,283,2.30 [1.72-3.08],1.8350043102576576e-08
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,PRSS8,Prostasin,16270,345,2.07 [1.68-2.55],5.495793857868588e-12
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,PTGDS,Prostaglandin-H2 D-isomerase,16224,336,2.17 [1.70-2.77],4.695134635852165e-10
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,RELT,Tumor necrosis factor receptor superfamily member 19L,16358,340,2.13 [1.65-2.76],9.338962964854545e-09
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,REN,Renin,16332,343,1.33 [1.21-1.46],3.4973839013583726e-09
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,RNASE6,Ribonuclease K6,14193,282,1.96 [1.57-2.45],3.203798367693179e-09
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,SCG3,Secretogranin-3,16356,345,2.29 [1.74-3.02],3.559168238464677e-09
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,SCT,Secretin,13912,277,0.30 [0.23-0.39],5.382945766565477e-19
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,SIGLEC10,Sialic acid-binding Ig-like lectin 10,16299,343,2.09 [1.65-2.64],7.854097131407852e-10
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,SIRPB1,Signal-regulatory protein beta-1,16315,345,1.73 [1.43-2.09],2.0061796307027257e-08
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,SORCS2,VPS10 domain-containing receptor SorCS2,15996,337,2.07 [1.63-2.64],2.686016643576605e-09
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,SPINK1,Serine protease inhibitor Kazal-type 1,16358,340,1.65 [1.38-1.98],6.381344000968995e-08
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,SPON2,Spondin-2,16247,343,2.42 [1.89-3.11],3.372173382121369e-12
