Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIV Diseases of the genitourinary system,Urolithiasis,ACRV1,Acrosomal protein SP-10,19236,198,1.33 [1.21-1.46],1.5636092296784811e-09
Chapter XIV Diseases of the genitourinary system,Urolithiasis,ART3,Ecto-ADP-ribosyltransferase 3,22904,254,2.08 [1.60-2.71],4.974397077453809e-08
Chapter XIV Diseases of the genitourinary system,Urolithiasis,CALCA,Calcitonin,22549,249,1.44 [1.27-1.64],9.623686689155209e-09
Chapter XIV Diseases of the genitourinary system,Urolithiasis,CD38,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,22678,246,2.35 [1.80-3.09],5.483208655797187e-10
Chapter XIV Diseases of the genitourinary system,Urolithiasis,CD59,CD59 glycoprotein,22008,236,2.77 [1.96-3.91],8.11423053708291e-09
Chapter XIV Diseases of the genitourinary system,Urolithiasis,CGA,Glycoprotein hormones alpha chain,22811,252,0.71 [0.63-0.79],4.1561338050871715e-10
Chapter XIV Diseases of the genitourinary system,Urolithiasis,CTSZ,Cathepsin Z,22842,253,2.43 [1.76-3.37],7.51780286523281e-08
Chapter XIV Diseases of the genitourinary system,Urolithiasis,EDDM3B,Epididymal secretory protein E3-beta,19728,204,1.57 [1.36-1.81],8.4922644407383e-10
Chapter XIV Diseases of the genitourinary system,Urolithiasis,ERBB3,Receptor tyrosine-protein kinase erbB-3,22716,245,0.22 [0.13-0.38],5.468559088469668e-08
Chapter XIV Diseases of the genitourinary system,Urolithiasis,FSHB,Follitropin subunit beta,19321,201,0.61 [0.53-0.71],9.881516546533863e-11
Chapter XIV Diseases of the genitourinary system,Urolithiasis,GDF15,Growth/differentiation factor 15,23065,252,1.88 [1.57-2.26],1.05226709959403e-11
Chapter XIV Diseases of the genitourinary system,Urolithiasis,IGFBP6,Insulin-like growth factor-binding protein 6,22700,252,2.48 [1.93-3.19],1.031138515111786e-12
Chapter XIV Diseases of the genitourinary system,Urolithiasis,INSL3,Insulin-like 3,19789,206,1.38 [1.25-1.52],6.385794066351662e-11
Chapter XIV Diseases of the genitourinary system,Urolithiasis,KLK3,Prostate-specific antigen,19833,205,1.24 [1.16-1.33],1.701728294759516e-09
Chapter XIV Diseases of the genitourinary system,Urolithiasis,NBL1,Neuroblastoma suppressor of tumorigenicity 1,22876,251,2.68 [1.88-3.84],6.295619414512513e-08
Chapter XIV Diseases of the genitourinary system,Urolithiasis,NECTIN4,Nectin-4,22876,251,2.11 [1.65-2.69],2.334140226526392e-09
Chapter XIV Diseases of the genitourinary system,Urolithiasis,NPPC,C-type natriuretic peptide,22728,249,1.76 [1.50-2.07],7.129407498217558e-12
Chapter XIV Diseases of the genitourinary system,Urolithiasis,OBP2B,Odorant-binding protein 2b,22515,249,1.64 [1.41-1.91],3.621228737505811e-10
Chapter XIV Diseases of the genitourinary system,Urolithiasis,PGF,Placenta growth factor,23005,252,3.05 [2.24-4.15],1.0475011866335697e-12
Chapter XIV Diseases of the genitourinary system,Urolithiasis,PI3,Elafin,22509,244,1.69 [1.45-1.97],2.644279644785882e-11
Chapter XIV Diseases of the genitourinary system,Urolithiasis,PON3,Serum paraoxonase/lactonase 3,22884,248,0.48 [0.38-0.60],4.667420753411963e-10
Chapter XIV Diseases of the genitourinary system,Urolithiasis,PROK1,Prokineticin-1,22728,249,1.62 [1.41-1.86],6.4671257858802205e-12
Chapter XIV Diseases of the genitourinary system,Urolithiasis,PTGDS,Prostaglandin-H2 D-isomerase,22626,251,2.35 [1.81-3.05],1.523869460256968e-10
Chapter XIV Diseases of the genitourinary system,Urolithiasis,RELT,Tumor necrosis factor receptor superfamily member 19L,22811,252,2.25 [1.68-3.01],5.0884631607376966e-08
Chapter XIV Diseases of the genitourinary system,Urolithiasis,SPINT3,Kunitz-type protease inhibitor 3,19726,203,1.18 [1.12-1.24],2.340803255828526e-10
Chapter XIV Diseases of the genitourinary system,Urolithiasis,UMOD,Uromodulin,23000,251,0.57 [0.48-0.68],3.461968649956538e-10
Chapter XIV Diseases of the genitourinary system,Urolithiasis,WFDC2,WAP four-disulfide core domain protein 2,21657,238,1.87 [1.52-2.31],2.881599228242961e-09
