Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,ADGRE1,Adhesion G protein-coupled receptor E1,19990,296,1.51 [1.26-1.82],1.1684000422850952e-05
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,BCAN,Brevican core protein,22880,337,0.54 [0.41-0.71],9.618828106720668e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,CD74,HLA class II histocompatibility antigen gamma chain,23269,344,1.73 [1.34-2.23],2.4707493443831025e-05
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,CD80,T-lymphocyte activation antigen CD80,20082,294,2.48 [1.90-3.24],2.9130798507014265e-11
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,CDCP1,CUB domain-containing protein 1,22880,337,1.50 [1.27-1.77],1.1605699927948637e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,CEACAM19,Carcinoembryonic antigen-related cell adhesion molecule 19,19990,296,1.70 [1.32-2.19],3.948586500053352e-05
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,CLEC6A,C-type lectin domain family 6 member A,22572,329,1.48 [1.22-1.80],7.269994684814461e-05
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,CSF1R,Macrophage colony-stimulating factor 1 receptor,20097,298,1.70 [1.31-2.21],6.38348968096953e-05
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,CXCL10,C-X-C motif chemokine 10,23184,332,1.33 [1.17-1.51],7.671911232927852e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,CXCL13,C-X-C motif chemokine 13,23269,344,1.26 [1.13-1.41],4.880258811643266e-05
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,CXCL9,C-X-C motif chemokine 9,23184,332,1.35 [1.19-1.54],2.3008301295871188e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,DEFB4A_DEFB4B,Beta-defensin 4A,22781,332,1.51 [1.42-1.61],1.972813863394969e-37
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,GDF15,Growth/differentiation factor 15,23372,341,1.48 [1.22-1.79],5.78667383120782e-05
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,GM2A,Ganglioside GM2 activator,19590,289,1.62 [1.37-1.92],2.0330807161789404e-08
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,GPR15L,Protein GPR15L,19990,296,1.91 [1.63-2.24],2.290810873968361e-15
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,IFI30,Gamma-interferon-inducible lysosomal thiol reductase,19490,287,1.74 [1.34-2.26],2.868393496951672e-05
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,IL19,Interleukin-19,22503,330,2.09 [1.89-2.32],3.0236468726441633e-44
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,IL22,Interleukin-22,19991,296,1.50 [1.31-1.71],1.5216175126407e-09
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,IL2RA,Interleukin-2 receptor subunit alpha,22904,337,1.66 [1.36-2.03],7.989985600550068e-07
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,IL36G,Interleukin-36 gamma,19403,287,1.47 [1.32-1.64],2.757443774856429e-12
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,IL6,Interleukin-6,22975,338,1.26 [1.14-1.39],5.640951290754274e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,LGALS9,Galectin-9,23075,332,1.98 [1.49-2.64],2.829571474111845e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,MSR1,Macrophage scavenger receptor types I and II,23269,344,1.53 [1.24-1.88],7.733396275461666e-05
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,NPC2,NPC intracellular cholesterol transporter 2,19751,289,1.91 [1.47-2.48],1.154714590566656e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,PI3,Elafin,22803,338,2.33 [2.08-2.61],1.4235396996214092e-48
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,RRM2,Ribonucleoside-diphosphate reductase subunit M2,22572,329,1.44 [1.28-1.61],3.9430415128946575e-10
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,SBSN,Suprabasin,20058,294,1.91 [1.42-2.57],1.7769435247716133e-05
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,SHISA5,Protein shisa-5,20097,294,1.88 [1.39-2.54],4.562982630143615e-05
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,SIGLEC10,Sialic acid-binding Ig-like lectin 10,23030,338,1.69 [1.33-2.15],1.6619007766551695e-05
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,TNF,Tumor necrosis factor,22623,332,1.49 [1.26-1.76],3.98027446671633e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,23111,340,1.53 [1.30-1.80],3.7952391912894433e-07
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,TNFRSF4,Tumor necrosis factor receptor superfamily member 4,23277,341,1.62 [1.30-2.02],1.6987362860942003e-05
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,TNFRSF8,Tumor necrosis factor receptor superfamily member 8,23269,344,1.53 [1.28-1.84],5.449111243040231e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,TNFSF13B,Tumor necrosis factor ligand superfamily member 13B,23342,341,1.81 [1.36-2.40],3.936764480163932e-05
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,WFDC12,WAP four-disulfide core domain protein 12,23239,342,1.59 [1.38-1.82],7.91588111488638e-11
Chapter XII Diseases of the skin and subcutaneous tissue,Papulosquamous disorders,ZBTB17,Zinc finger and BTB domain-containing protein 17,22652,332,1.45 [1.23-1.71],9.249126106566652e-06
