Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,20066,41,3.65 [1.59-8.39],0.0022554797938008
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,AKT1S1,Proline-rich AKT1 substrate 1,19988,41,0.52 [0.35-0.79],0.0022277216119859
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,APEX1,DNA-(apurinic or apyrimidinic site) endonuclease,20567,43,0.41 [0.25-0.68],0.0006610001275998
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,ARID3A,AT-rich interactive domain-containing protein 3A,17158,38,0.27 [0.11-0.69],0.0063068891660518
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,ASGR2,Asialoglycoprotein receptor 2,17723,39,4.27 [1.58-11.52],0.0041463044551375
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,BACH1,Transcription regulator protein BACH1,20422,43,0.51 [0.34-0.77],0.0011604608807074
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,C19orf12,Protein C19orf12,19988,41,1.48 [1.13-1.96],0.0050797900661403
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,CA12,Carbonic anhydrase 12,20338,43,2.29 [1.27-4.11],0.0055775867018949
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,CCL25,C-C motif chemokine 25,20681,43,2.02 [1.19-3.41],0.0087882763182572
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,CHCHD6,MICOS complex subunit MIC25,17652,39,3.33 [2.10-5.30],3.6328413897204753e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,CLSTN2,Calsyntenin-2,20681,43,2.38 [1.52-3.73],0.0001554595569468
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,CPA2,Carboxypeptidase A2,20553,41,1.72 [1.20-2.46],0.0033875754242063
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,CRACR2A,EF-hand calcium-binding domain-containing protein 4B,19941,42,0.53 [0.36-0.79],0.0019390734522991
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,DDC,Aromatic-L-amino-acid decarboxylase,20412,42,2.04 [1.24-3.34],0.0049747764348563
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,EGFR,Epidermal growth factor receptor,20697,42,9.77 [1.96-48.70],0.0054406644799753
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,ERBB3,Receptor tyrosine-protein kinase erbB-3,20347,42,4.96 [1.56-15.79],0.0066685306809338
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,FEN1,Flap endonuclease 1,19941,42,0.39 [0.20-0.73],0.003483520810918
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,FLT3,Receptor-type tyrosine-protein kinase FLT3,19941,42,2.20 [1.22-3.96],0.0087398284059921
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,GDNF,Glial cell line-derived neurotrophic factor,19988,41,2.27 [1.28-4.03],0.0048865513129593
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,GLP1R,Glucagon-like peptide 1 receptor,17158,38,2.21 [1.34-3.63],0.00188725458303
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,GRIK2,"Glutamate receptor ionotropic, kainate 2",17669,39,1.91 [1.20-3.02],0.0060628100526845
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,ICAM4,Intercellular adhesion molecule 4,20422,43,0.51 [0.31-0.84],0.0081013006529806
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,IL19,Interleukin-19,19929,42,0.53 [0.34-0.82],0.0041634441216052
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,IL20RB,Interleukin-20 receptor subunit beta,17179,37,0.29 [0.14-0.59],0.0006594579652515
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,INPPL1,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2",20338,43,0.68 [0.51-0.90],0.0071707763166171
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,JUN,Transcription factor AP-1,20088,42,1.64 [1.21-2.23],0.0015433902686284
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,LEG1,Protein LEG1 homolog,16733,38,0.49 [0.30-0.80],0.0041722480243052
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,LYPD8,Ly6/PLAUR domain-containing protein 8,19941,42,1.57 [1.13-2.19],0.0077013133534591
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,MAP3K5,Mitogen-activated protein kinase kinase kinase 5,19941,42,0.65 [0.47-0.89],0.0079738394153905
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,MEGF9,Multiple epidermal growth factor-like domains protein 9,20630,42,3.41 [1.63-7.15],0.0011453968483582
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,MNDA,Myeloid cell nuclear differentiation antigen,20404,42,0.60 [0.42-0.84],0.0030687080282301
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,NCF2,Neutrophil cytosol factor 2,20379,43,0.50 [0.34-0.75],0.000641445937591
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,NECTIN1,Nectin-1,17179,37,1.93 [1.19-3.14],0.0076123979962776
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,NOS2,"Nitric oxide synthase, inducible",17087,37,2.16 [1.29-3.61],0.0033545741746529
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,PPP1R14D,Protein phosphatase 1 regulatory subunit 14D,17669,39,2.11 [1.24-3.60],0.0059345051874241
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,PTTG1,Securin,17402,38,1.82 [1.16-2.85],0.0094473750022877
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,RASSF2,Ras association domain-containing protein 2,19941,42,0.32 [0.17-0.62],0.0006187532099889
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,SCGN,Secretagogin,20088,42,2.20 [1.31-3.69],0.002870052689599
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,SEZ6L2,Seizure 6-like protein 2,20338,43,3.43 [1.62-7.29],0.0013227001776877
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,SLIT2,Slit homolog 2 protein,19988,41,1.61 [1.13-2.29],0.0086520713798137
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,SMC3,Structural maintenance of chromosomes protein 3,17087,37,1.63 [1.17-2.25],0.0033813177995562
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,SPINT3,Kunitz-type protease inhibitor 3,17657,39,0.77 [0.66-0.90],0.0013416398350242
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other enthesopathies,SPRR1B,Cornifin-B,17402,38,0.41 [0.22-0.75],0.004028396182701
