Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,ACSL1,Long-chain-fatty-acid--CoA ligase 1,19817,92,1.80 [1.28-2.53],0.0006627959584447
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,ADGRG2,Adhesion G-protein coupled receptor G2,23680,108,2.33 [1.25-4.36],0.007958284467652
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,AXL,Tyrosine-protein kinase receptor UFO,23792,108,2.41 [1.34-4.32],0.0031530672799417
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,C1QBP,"Complement component 1 Q subcomponent-binding protein, mitochondrial",20475,97,1.31 [1.10-1.57],0.0031375769916586
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,CA4,Carbonic anhydrase 4,23976,109,3.01 [1.61-5.64],0.0005876713739132
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,DDX4,Probable ATP-dependent RNA helicase DDX4,19911,92,1.42 [1.11-1.82],0.005594549618164
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,DNAJA1,DnaJ homolog subfamily A member 1,19797,91,1.60 [1.23-2.09],0.0005207655910388
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,DSG2,Desmoglein-2,23689,109,2.18 [1.21-3.93],0.0097273103156
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,EDNRB,Endothelin receptor type B,19911,92,1.50 [1.11-2.01],0.0077713292005147
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,F12,Coagulation factor XII,20538,96,0.51 [0.34-0.78],0.0016440424435497
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,FLT3,Receptor-type tyrosine-protein kinase FLT3,23121,106,1.81 [1.18-2.77],0.0068450855601954
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,FLT3LG,Fms-related tyrosine kinase 3 ligand,23955,109,0.47 [0.31-0.73],0.0006796359437751
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,GC,Vitamin D-binding protein,20538,96,0.34 [0.15-0.76],0.0082637643217342
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,INHBC,Inhibin beta C chain,23689,109,0.56 [0.37-0.84],0.0046930783694776
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,ITM2A,Integral membrane protein 2A,23651,104,0.67 [0.50-0.89],0.0063358474237382
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,KEL,Kell blood group glycoprotein,23156,104,0.52 [0.33-0.85],0.0080672478275204
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,KIT,Mast/stem cell growth factor receptor Kit,23757,107,2.19 [1.24-3.89],0.0072130669630317
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,LGALS4,Galectin-4,23648,107,0.59 [0.43-0.82],0.0018647822829078
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,LY96,Lymphocyte antigen 96,23473,105,0.47 [0.29-0.78],0.0031489158973981
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,MMP9,Matrix metalloproteinase-9,23654,109,1.49 [1.13-1.97],0.0045561088636154
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,NME1,Nucleoside diphosphate kinase A,19911,92,2.73 [1.33-5.64],0.006488323594901
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,NPY,Pro-neuropeptide Y,23885,110,0.71 [0.56-0.92],0.0077499992588026
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,OSM,Oncostatin-M,23535,104,1.39 [1.10-1.77],0.0065253547816022
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,PRAME,Melanoma antigen preferentially expressed in tumors,19797,91,2.15 [1.31-3.54],0.0025634630357788
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,SEMA6C,Semaphorin-6C,19911,92,2.18 [1.29-3.67],0.0035016460982573
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,SORBS1,Sorbin and SH3 domain-containing protein 1,20475,97,1.57 [1.15-2.15],0.0048916206909721
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,SYNGAP1,Ras/Rap GTPase-activating protein SynGAP,19859,93,1.66 [1.35-2.03],1.1526495252302635e-06
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,TF,Serotransferrin,20538,96,0.29 [0.12-0.70],0.0062607671263336
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,TMPRSS11D,Transmembrane protease serine 11D,20427,96,0.51 [0.31-0.84],0.0080875859199912
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,TNFRSF17,Tumor necrosis factor receptor superfamily member 17,20054,94,0.43 [0.27-0.67],0.0001784076545385
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,TSHB,Thyrotropin subunit beta,23680,108,0.69 [0.54-0.88],0.0030074061775668
