Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Osteoporosis,ACTA2,"Actin, aortic smooth muscle",22267,102,1.71 [1.29-2.28],0.0002110000672446
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Osteoporosis,ACVRL1,Serine/threonine-protein kinase receptor R3,22450,103,2.53 [1.47-4.33],0.0007422072020227
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Osteoporosis,ADM,Pro-adrenomedullin,22885,105,3.70 [1.98-6.91],3.928314403208296e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Osteoporosis,AMIGO1,Amphoterin-induced protein 1,19150,87,1.56 [1.19-2.05],0.0013987634260582
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Osteoporosis,ANGPTL4,Angiopoietin-related protein 4,22727,104,1.86 [1.29-2.70],0.0010067135927324
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Osteoporosis,ANXA10,Annexin A10,22179,104,1.36 [1.14-1.62],0.0005453130555221
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Osteoporosis,APOL1,Apolipoprotein L1,19697,89,0.52 [0.34-0.79],0.0022346412197113
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Osteoporosis,AREG,Amphiregulin,22574,104,1.96 [1.40-2.75],8.05479781997791e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Osteoporosis,ARL2BP,ADP-ribosylation factor-like protein 2-binding protein,19014,86,0.47 [0.27-0.83],0.0088086122114203
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Osteoporosis,ASS1,Argininosuccinate synthase,19014,86,0.63 [0.48-0.84],0.0013547265232979
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Osteoporosis,B4GALT1,"Beta-1,4-galactosyltransferase 1",22762,104,2.37 [1.36-4.16],0.0024726869072391
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Osteoporosis,BAP18,Chromatin complexes subunit BAP18,19625,90,1.44 [1.19-1.76],0.000243802011733
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Osteoporosis,BCL2L15,Bcl-2-like protein 15,19100,84,1.49 [1.14-1.94],0.0035914318346901
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Osteoporosis,C1QA,Complement C1q subcomponent subunit A,22840,104,2.93 [1.54-5.57],0.0010806779439348
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Osteoporosis,CA6,Carbonic anhydrase 6,22618,105,0.67 [0.51-0.88],0.0033959372860388
