Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,ACAN,Aggrecan core protein,22277,220,2.40 [1.55-3.72],8.200787438854847e-05
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,ADA2,Adenosine deaminase 2,22390,223,1.48 [1.16-1.90],0.0018416766403966
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,ADGRG2,Adhesion G-protein coupled receptor G2,22509,222,2.04 [1.32-3.16],0.0013854727157652
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,AKR1B10,Aldo-keto reductase family 1 member B10,19005,198,1.27 [1.07-1.52],0.0061958069242935
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,ALCAM,CD166 antigen,22785,224,2.11 [1.21-3.68],0.0087510559388185
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,AMBP,Protein AMBP,22671,223,2.32 [1.33-4.05],0.0029606684145109
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,ANGPTL7,Angiopoietin-related protein 7,22705,223,1.54 [1.14-2.09],0.0053591688404115
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,ATRAID,All-trans retinoic acid-induced differentiation factor,19455,199,1.60 [1.19-2.15],0.0019372914932255
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,B3GNT7,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7",18985,194,2.06 [1.42-2.98],0.0001413697860585
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,BAG3,BAG family molecular chaperone regulator 3,22272,215,1.62 [1.19-2.20],0.0021917258273003
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,BLMH,Bleomycin hydrolase,22785,224,1.67 [1.16-2.40],0.0059327239657695
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,BRK1,Protein BRICK1,22004,217,1.51 [1.17-1.95],0.0013816981686267
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,BSG,Basigin,22731,224,2.28 [1.33-3.88],0.0025355175963885
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,C1QA,Complement C1q subcomponent subunit A,22661,223,2.11 [1.29-3.43],0.0027366332758356
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,CCN3,CCN family member 3,22742,224,1.88 [1.40-2.53],2.600362169106449e-05
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,CD101,Immunoglobulin superfamily member 2,19455,199,1.52 [1.12-2.06],0.0065530744284509
