Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter X Diseases of the respiratory system,Pleural plaque,ACVRL1,Serine/threonine-protein kinase receptor R3,46946,310,2.09 [1.46-3.01],6.455289346677524e-05
Chapter X Diseases of the respiratory system,Pleural plaque,ADA2,Adenosine deaminase 2,47110,308,1.76 [1.42-2.19],3.259791066870127e-07
Chapter X Diseases of the respiratory system,Pleural plaque,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,40040,268,1.82 [1.35-2.45],8.493792015079677e-05
Chapter X Diseases of the respiratory system,Pleural plaque,ADGRG1,Adhesion G-protein coupled receptor G1,47160,306,1.25 [1.14-1.38],6.783828294714732e-06
Chapter X Diseases of the respiratory system,Pleural plaque,AFM,Afamin,41293,275,0.30 [0.17-0.53],2.478821133162933e-05
Chapter X Diseases of the respiratory system,Pleural plaque,ANGPTL4,Angiopoietin-related protein 4,47535,312,1.63 [1.30-2.03],2.0393176736809e-05
Chapter X Diseases of the respiratory system,Pleural plaque,AREG,Amphiregulin,47160,306,2.20 [1.82-2.67],9.284102082680048e-16
Chapter X Diseases of the respiratory system,Pleural plaque,ASGR2,Asialoglycoprotein receptor 2,41255,275,2.62 [1.74-3.95],4.120956272560772e-06
Chapter X Diseases of the respiratory system,Pleural plaque,B2M,Beta-2-microglobulin,41293,275,1.66 [1.41-1.95],7.679451503560161e-10
Chapter X Diseases of the respiratory system,Pleural plaque,B4GALT1,"Beta-1,4-galactosyltransferase 1",47609,312,2.01 [1.42-2.86],9.99633179740759e-05
Chapter X Diseases of the respiratory system,Pleural plaque,BST2,Bone marrow stromal antigen 2,47804,311,1.51 [1.28-1.78],8.722568600117439e-07
Chapter X Diseases of the respiratory system,Pleural plaque,BTN3A2,Butyrophilin subfamily 3 member A2,47326,306,1.71 [1.36-2.15],4.317893104199049e-06
Chapter X Diseases of the respiratory system,Pleural plaque,C1QA,Complement C1q subcomponent subunit A,47674,310,2.90 [1.95-4.33],1.7854312785651378e-07
Chapter X Diseases of the respiratory system,Pleural plaque,C7,Complement component C7,40285,265,2.39 [1.66-3.44],2.9214743841908583e-06
Chapter X Diseases of the respiratory system,Pleural plaque,C9,Complement component C9,41255,275,1.64 [1.32-2.04],6.791967242982692e-06
Chapter X Diseases of the respiratory system,Pleural plaque,CA6,Carbonic anhydrase 6,47254,311,0.67 [0.57-0.79],7.841494607721086e-07
Chapter X Diseases of the respiratory system,Pleural plaque,CCL18,C-C motif chemokine 18,46733,308,1.35 [1.21-1.50],1.1397205667724097e-07
Chapter X Diseases of the respiratory system,Pleural plaque,CCL3,C-C motif chemokine 3,47326,306,1.31 [1.16-1.47],9.06462019343553e-06
Chapter X Diseases of the respiratory system,Pleural plaque,CCL7,C-C motif chemokine 7,47326,306,1.39 [1.20-1.60],7.126505911582909e-06
Chapter X Diseases of the respiratory system,Pleural plaque,CD163,Scavenger receptor cysteine-rich type 1 protein M130,47573,309,1.66 [1.33-2.06],5.258617513078857e-06
Chapter X Diseases of the respiratory system,Pleural plaque,CD27,CD27 antigen,47532,312,2.22 [1.82-2.71],4.2990209983228076e-15
Chapter X Diseases of the respiratory system,Pleural plaque,CD274,Programmed cell death 1 ligand 1,47025,312,1.77 [1.38-2.26],6.496542912051264e-06
Chapter X Diseases of the respiratory system,Pleural plaque,CD300A,CMRF35-like molecule 8,40325,266,2.41 [1.67-3.49],3.155432333016964e-06
Chapter X Diseases of the respiratory system,Pleural plaque,CD300E,CMRF35-like molecule 2,47636,311,2.00 [1.60-2.49],1.0000113807311823e-09
Chapter X Diseases of the respiratory system,Pleural plaque,CD74,HLA class II histocompatibility antigen gamma chain,47804,311,2.01 [1.53-2.63],4.0070719017467764e-07
Chapter X Diseases of the respiratory system,Pleural plaque,CD79B,B-cell antigen receptor complex-associated protein beta chain,47914,311,1.62 [1.34-1.97],8.71760631985009e-07
Chapter X Diseases of the respiratory system,Pleural plaque,CD80,T-lymphocyte activation antigen CD80,41238,273,2.91 [2.22-3.83],1.7326918938842684e-14
Chapter X Diseases of the respiratory system,Pleural plaque,CDCP1,CUB domain-containing protein 1,47025,312,1.89 [1.63-2.20],8.200771937531539e-17
Chapter X Diseases of the respiratory system,Pleural plaque,CEACAM20,Carcinoembryonic antigen-related cell adhesion molecule 20,40473,273,1.51 [1.24-1.83],4.2451452607630496e-05
Chapter X Diseases of the respiratory system,Pleural plaque,CEACAM6,Carcinoembryonic antigen-related cell adhesion molecule 6,41227,274,1.72 [1.49-1.98],5.879605441336699e-14
Chapter X Diseases of the respiratory system,Pleural plaque,CFB,Complement factor B,40536,269,2.12 [1.47-3.06],5.613152503565123e-05
Chapter X Diseases of the respiratory system,Pleural plaque,CFHR5,Complement factor H-related protein 5,40720,267,1.83 [1.37-2.46],5.148181808130596e-05
Chapter X Diseases of the respiratory system,Pleural plaque,CHCHD10,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",41128,275,1.81 [1.41-2.32],2.765497691184054e-06
Chapter X Diseases of the respiratory system,Pleural plaque,CHGA,Chromogranin-A,41227,274,1.41 [1.28-1.55],5.5835250497999775e-12
